# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = ModeloQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/sin_jer.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_3.json
# random
#   seed = 922872934 (Default)
# output
#   file = /scratch/juandiaz/sinjer/sin_jer_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 v2.26.1-334-g9c6819aa
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,theta_h.6,theta_h.7,alpha
-352159,0.999592,0.27648,4,15,0,352170,-3.08637,-2.516,0.0303558,-0.0569036,-0.0185582,-0.0142233,-0.0210223,-0.000177123,-0.058397,0.0555943,0.00106593,0.0194364,0.00413257,0.0122142,-0.0175655,0.0287295,-0.0329277,-0.000788455,-0.012184,-0.0191455,-0.0278945,1.35467
-352160,0.931718,0.27648,4,15,0,352171,-3.07565,-2.50676,0.0301899,-0.0623443,-0.0139389,-0.00704896,-0.0370279,-6.61223e-05,-0.0521635,0.0647115,-0.00744774,0.0169593,0.00268883,0.0102783,-2.17699e-05,0.0298057,-0.0396823,-0.0016644,-0.00575953,-0.0244178,-0.0219904,1.35242
-352162,0.82286,0.27648,3,7,0,352175,-3.07834,-2.50272,0.0299477,-0.0591407,-0.0210572,-0.0127672,-0.037649,-0.00184749,-0.0547826,0.0576606,-0.0113707,0.0132024,0.00444887,0.0143771,-0.00273576,0.0248086,-0.0378403,-0.000215492,-0.00814883,-0.0221825,-0.0213234,1.34915
-352162,0.973838,0.27648,4,15,0,352169,-3.09479,-2.52224,0.0305094,-0.0642563,-0.00712656,-0.0110518,-0.0224348,0.00533255,-0.058379,0.0659551,0.00296826,0.0232608,-0.000301616,0.00818455,-0.0141871,0.0302166,-0.0408228,0.00258949,-0.00874382,-0.0231508,-0.0229263,1.35675
-352161,0.976654,0.27648,4,15,0,352168,-3.08099,-2.51631,0.0304165,-0.0549074,-0.0243888,-0.013662,-0.0371556,-0.0038031,-0.0510483,0.0569203,-0.0098647,0.0125019,0.00535665,0.0152493,-0.00456982,0.0219456,-0.030008,-0.00355674,-0.00758513,-0.021082,-0.0270299,1.35549
-352166,0.839785,0.27648,4,15,0,352174,-3.05733,-2.5096,0.0300553,-0.0606698,-0.00706101,-0.00948028,-0.0183731,0.00165283,-0.0595977,0.0648475,0.00253657,0.0251676,0.00182317,0.0145644,-0.0138922,0.0305312,-0.0421409,0.00201684,-0.00880677,-0.0234388,-0.02445,1.35061
-352162,0.940576,0.27648,4,15,0,352173,-3.06796,-2.50728,0.0301463,-0.0641608,-0.00413685,-0.0129448,-0.0240969,-0.000602891,-0.0583942,0.0624893,0.00178904,0.0274635,0.00381909,0.0138958,-0.0133075,0.028029,-0.0424529,0.00288268,-0.00869048,-0.0220671,-0.0267823,1.35184
-352166,0.680529,0.27648,4,15,0,352173,-3.08018,-2.50846,0.0304457,-0.0628047,-0.0215016,-0.0120362,-0.0363296,0.00308225,-0.051697,0.0624015,-0.0103924,0.00629896,0.0022032,0.0087328,-0.00336352,0.0232785,-0.0295335,-0.00307387,-0.0064262,-0.0211805,-0.02538,1.35589
-352160,0.991309,0.27648,4,15,0,352176,-3.06859,-2.51206,0.0301451,-0.0540887,-0.0109395,-0.0125607,-0.0302952,0.00208332,-0.0532349,0.0631949,-0.00249691,0.00891113,-0.00656178,0.00954009,-0.00678684,0.0347041,-0.0389487,-0.000127245,-0.0111989,-0.0230007,-0.0240694,1.35182
-352159,0.998363,0.27648,4,15,0,352167,-3.08028,-2.51106,0.0302427,-0.0631765,-0.0172421,-0.012896,-0.0296939,-0.000170026,-0.054638,0.0578098,0.00333011,0.01475,0.0142246,0.00865812,-0.0115721,0.0196382,-0.0304937,-0.00116575,-0.00833247,-0.0196696,-0.0240798,1.35314
-352156,0.921125,0.27648,3,15,0,352167,-3.09773,-2.52806,0.0307474,-0.058616,-0.0173126,-0.0121847,-0.0298696,0.00451236,-0.0573329,0.0641085,-0.0025118,0.0231578,0.000338937,0.0133407,-0.00987931,0.0298791,-0.0390642,-0.00459526,-0.00916396,-0.0255588,-0.0268591,1.35999
-352157,0.942838,0.27648,4,15,0,352161,-3.07021,-2.5125,0.0301298,-0.0626614,-0.0175,-0.0132395,-0.0228846,-0.000388003,-0.052603,0.0573454,-0.00478312,0.0152515,0.0053983,0.00844747,-0.00886042,0.0337109,-0.0389106,-0.000339001,-0.0115657,-0.0229549,-0.0223844,1.35161
-352158,0.71053,0.27648,4,15,0,352168,-3.08285,-2.51793,0.0304711,-0.0569752,-0.0154872,-0.010759,-0.0358836,0.00032219,-0.0562702,0.065663,-0.00187341,0.0229361,-0.00016345,0.0150974,-0.0100448,0.0168715,-0.0346522,-0.000509169,-0.00667648,-0.0204691,-0.029218,1.35623
-352158,0.984724,0.27648,4,15,0,352164,-3.07607,-2.51002,0.0302635,-0.057828,-0.0242931,-0.0163356,-0.0272649,-0.00230632,-0.0518796,0.0541278,-0.00279715,0.0200226,0.00808159,0.0130365,-0.00686788,0.0326431,-0.0409034,-0.00115538,-0.0116542,-0.0234333,-0.0229944,1.35342
-352157,0.996915,0.27648,4,15,0,352164,-3.08306,-2.51776,0.0304499,-0.0606759,-0.00714131,-0.00901422,-0.0298272,0.00264678,-0.0562326,0.0673581,-0.00494308,0.0154606,-0.00778923,0.00836693,-0.0114184,0.0252706,-0.0350793,6.09687e-05,-0.00422355,-0.0227942,-0.0257638,1.35594
-352157,0.998295,0.27648,4,15,0,352163,-3.08568,-2.5197,0.0304612,-0.0590946,-0.0238945,-0.0150363,-0.0276712,-0.0038323,-0.0526804,0.0591598,-0.000631622,0.0231754,0.0110711,0.0174624,-0.00575423,0.0274332,-0.0373296,-0.00161721,-0.0122694,-0.0216926,-0.0255822,1.3561
-352158,0.797204,0.27648,4,15,0,352172,-3.07736,-2.50847,0.0301159,-0.062809,-0.0159311,-0.00840113,-0.0343227,0.000537914,-0.0574166,0.0722891,-0.0062027,0.015027,-0.00500652,0.00771972,-0.0091992,0.0289944,-0.0346411,-0.00255945,-0.00552857,-0.0206466,-0.0232765,1.35142
-352158,0.919064,0.27648,4,15,0,352171,-3.09108,-2.51821,0.0304731,-0.0562232,-0.0165432,-0.0152869,-0.0255067,-0.000865093,-0.0520066,0.0522361,0.00144924,0.0221978,0.0107645,0.0137279,-0.0101616,0.0255449,-0.0370244,6.58594e-05,-0.0110149,-0.0273897,-0.0263114,1.35626
-352157,0.936929,0.27648,4,15,0,352167,-3.07528,-2.51292,0.0302362,-0.0630035,-0.0156707,-0.00945132,-0.0334356,0.0024935,-0.0572198,0.0702965,-0.00834616,0.0163467,-0.0053061,0.010843,-0.00811044,0.0252799,-0.0331722,-0.00124822,-0.00624277,-0.0167241,-0.0253807,1.35305
-352157,0.826687,0.27648,4,15,0,352173,-3.07892,-2.51565,0.0302854,-0.0574134,-0.0164434,-0.015134,-0.0261637,-0.00165594,-0.051271,0.0521918,0.000721412,0.0184746,0.00922968,0.0126853,-0.0106578,0.0264804,-0.0376925,0.00190561,-0.00651927,-0.0294948,-0.0242581,1.35372
-352157,0.740914,0.27648,4,15,0,352170,-3.07361,-2.51511,0.0303064,-0.0578773,-0.0154917,-0.0084155,-0.0325166,-0.000749187,-0.057489,0.0708547,-0.0095704,0.0180911,-0.00411649,0.0100923,-0.00776865,0.0254002,-0.0331315,-0.0022869,-0.00931104,-0.0179272,-0.0273931,1.354
-352158,0.988841,0.27648,4,15,0,352164,-3.08801,-2.51655,0.0303607,-0.0551513,-0.013857,-0.0156954,-0.0352599,0.00192286,-0.0542824,0.0717548,0.000200863,0.0144316,0.000941479,0.0146534,-0.0062262,0.0272659,-0.0318651,-0.000510856,-0.00911063,-0.0190884,-0.0308414,1.35474
-352157,0.993199,0.27648,4,15,0,352166,-3.07167,-2.5114,0.0301127,-0.0577526,-0.0181967,-0.0131934,-0.0302202,0.00169894,-0.0559438,0.0576762,-0.00578265,0.0116024,0.0111234,0.00760049,-0.00445761,0.0301888,-0.0335568,0.0028562,-0.0101109,-0.0227261,-0.028799,1.35138
-352160,0.928402,0.27648,4,15,0,352169,-3.0837,-2.51599,0.0303728,-0.0626778,-0.0122244,-0.0160318,-0.0279024,-0.0108882,-0.051739,0.0545008,-0.00818388,0.021542,-0.00118545,0.0205025,-0.0139082,0.0277264,-0.0372466,0.0038923,-0.0107906,-0.0194595,-0.0254447,1.3549
-352162,0.957005,0.27648,4,15,0,352169,-3.08391,-2.51786,0.0304479,-0.0563682,-0.0207452,-0.0116616,-0.0323093,0.00849259,-0.0551449,0.0639015,0.00486738,0.0119046,0.0046208,0.00247635,-0.00519082,0.0256246,-0.0376505,-0.00918842,-0.010088,-0.0223249,-0.0206342,1.35592
-352157,0.995607,0.27648,4,15,0,352168,-3.07478,-2.5121,0.0301733,-0.0615045,-0.011709,-0.0164136,-0.0213513,-0.000581942,-0.0556548,0.0658482,-0.00585265,0.0237715,0.00341098,0.00610941,-0.011672,0.0229016,-0.0377401,0.00353133,-0.00924027,-0.0216049,-0.0299293,1.3522
-352161,0.897106,0.27648,4,15,0,352169,-3.08068,-2.51689,0.030373,-0.0576071,-0.0204585,-0.00927245,-0.0381753,-0.000495175,-0.0558625,0.0562055,-0.00121367,0.0125956,0.00295932,0.0174729,-0.0066754,0.0282994,-0.0324799,-0.00576583,0.000556425,-0.0259037,-0.0244447,1.3549
-352161,0.99494,0.27648,4,15,0,352169,-3.07398,-2.50718,0.0300976,-0.0578438,-0.0129811,-0.0142601,-0.0244021,-0.00740399,-0.0519044,0.0686646,-0.00638555,0.0249734,-0.000586791,0.00825044,-0.00745217,0.0253254,-0.0400531,0.0024008,-0.0160169,-0.0169498,-0.0248222,1.35118
-352161,0.737993,0.27648,3,7,0,352181,-3.06892,-2.51532,0.0302978,-0.0584972,-0.0185407,-0.0120933,-0.0244507,-0.0105566,-0.0553135,0.0716726,-0.0105587,0.0189051,0.00245586,0.0143094,-0.0042475,0.0228769,-0.0364983,-0.004451,-0.0111302,-0.0234779,-0.0280264,1.35389
-352160,0.992563,0.27648,4,15,0,352174,-3.07639,-2.51428,0.0303607,-0.0531669,-0.0189137,-0.0186187,-0.0224617,0.00990085,-0.0591602,0.0564732,0.000685458,0.0189886,0.00457911,0.0135874,-0.0118415,0.022541,-0.0307892,0.00272887,-0.00861235,-0.0198517,-0.0248576,1.35474
-352161,0.957963,0.27648,4,15,0,352172,-3.06296,-2.51005,0.0300756,-0.0660152,-0.0140621,-0.00590983,-0.0383772,-0.00765098,-0.0527834,0.0688588,-0.00346799,0.0225076,0.0020883,0.00734304,-0.00747641,0.0299028,-0.0412852,-0.00362332,-0.0075854,-0.0245894,-0.0256578,1.35088
-352167,0.883238,0.27648,4,15,0,352179,-3.08798,-2.52801,0.0306202,-0.0528094,-0.0178522,-0.0207921,-0.020467,0.00724542,-0.0558902,0.0548126,-0.0033403,0.0134493,0.003199,0.0162763,-0.0124375,0.022101,-0.0281358,0.00348053,-0.00170541,-0.0163179,-0.0238025,1.35826
-352162,0.984424,0.27648,4,15,0,352175,-3.06877,-2.51238,0.0302014,-0.0665512,-0.0142549,-0.00536172,-0.0373854,-0.00768051,-0.0558811,0.0694819,-0.00418679,0.0235707,0.00309313,0.00702882,-0.00640449,0.0275486,-0.0365354,-0.0048278,-0.01434,-0.0262439,-0.0279191,1.35258
-352163,0.968133,0.27648,4,15,0,352175,-3.09347,-2.51977,0.0305089,-0.0607606,-0.0191452,-0.0162739,-0.0238178,-0.00787544,-0.0548988,0.0717493,0.0024253,0.0215871,-0.00744992,0.011593,-0.004078,0.028631,-0.0368425,-0.00538651,-0.0111954,-0.027426,-0.0284403,1.35675
-352165,0.983071,0.27648,4,15,0,352176,-3.07787,-2.51959,0.0303258,-0.0552621,-0.00841709,-0.0123156,-0.026202,-0.00218827,-0.0567778,0.0639344,-0.0192105,0.0143991,0.00481408,-0.00143888,-0.0146292,0.0273671,-0.0343469,0.00448981,-0.00731316,-0.0232162,-0.0238932,1.35426
-352166,0.932926,0.27648,4,15,0,352176,-3.08335,-2.52669,0.0305773,-0.0644147,-0.0238538,-0.0126948,-0.0326194,0.00255168,-0.0525623,0.0587099,0.0109686,0.0208483,0.000863626,0.0237182,-0.00280823,0.0243609,-0.0373029,-0.00447579,-0.00985854,-0.0251768,-0.0257916,1.35767
-352167,0.945342,0.27648,4,15,0,352178,-3.09318,-2.5126,0.0304439,-0.0574157,-0.0160049,-0.0176524,-0.032435,0.000768132,-0.0491021,0.0664152,-0.0207168,0.0180109,-0.00297213,0.00943236,-0.0139304,0.0308694,-0.0364353,0.00333844,-0.00681828,-0.0185591,-0.0307464,1.35586
-352164,0.992416,0.27648,4,15,0,352178,-3.09229,-2.51666,0.0304797,-0.0654412,-0.0142955,-0.00479109,-0.0244603,-0.000627029,-0.0595628,0.0559646,0.00990363,0.015401,0.00783282,0.017627,-0.00621917,0.0217911,-0.0356357,-0.0043633,-0.00952446,-0.0260547,-0.0201083,1.35635
-352159,0.996943,0.27648,4,15,0,352170,-3.0828,-2.52384,0.0304897,-0.0632554,-0.0172867,-0.00580974,-0.0244323,0.00126874,-0.0547664,0.0657892,0.00542313,0.017761,0.00188848,0.0184423,-0.00746297,0.0282185,-0.0317305,-0.00185517,-0.0072552,-0.0186665,-0.0200052,1.35648
-352163,0.934738,0.27648,4,15,0,352172,-3.09361,-2.51888,0.0305646,-0.0682531,-0.0126338,-0.00644606,-0.0266263,0.00124506,-0.0589469,0.0538678,-0.00988064,0.0136094,0.00550603,0.0133289,-0.0177572,0.0326859,-0.0373697,0.00340232,-0.00796409,-0.0198747,-0.0254556,1.3575
-352162,0.731016,0.27648,4,15,0,352175,-3.08481,-2.5256,0.0303751,-0.0622965,-0.00549781,-0.0133585,-0.0321359,-0.0126737,-0.0533253,0.0653143,-0.00259221,0.0210485,0.00103594,0.0140939,-0.0113749,0.0233826,-0.0382467,-0.00160588,-0.0123741,-0.0251441,-0.0277306,1.35493
-352158,0.997297,0.27648,4,15,0,352173,-3.06517,-2.50815,0.0300788,-0.0599242,-0.0249497,-0.00993874,-0.0270743,0.00513441,-0.0545851,0.055215,-0.00362431,0.0180872,0.00952142,0.00634893,-0.00806991,0.0290878,-0.0340017,0.000388155,-0.00401194,-0.019151,-0.0220509,1.35092
-352160,0.914217,0.27648,3,7,0,352166,-3.07095,-2.51449,0.0301566,-0.0604329,-0.025254,-0.0104173,-0.0238935,0.00460438,-0.0588872,0.0513079,0.00180233,0.0162418,0.00740575,0.00538596,-0.00546364,0.0273589,-0.0331036,0.000530638,-0.0102629,-0.0207083,-0.0217878,1.35197
