lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,theta_h.6,theta_h.7,alpha
# Adaptation terminated
# Step size = 0.270012
# Diagonal elements of inverse mass matrix:
# 0.000100163, 6.76743e-05, 6.93655e-05, 3.01255e-05, 3.4965e-05, 3.51349e-05, 3.56427e-05, 3.62159e-05, 3.00141e-05, 3.80831e-05, 3.42307e-05, 3.44508e-05, 3.47473e-05, 3.2651e-05, 2.37133e-05, 2.3712e-05, 2.10431e-05, 2.51543e-05, 2.33453e-05, 2.21661e-05, 2.6378e-05
-352159,0.956704,0.270012,4,15,0,352173,-3.08683,-2.52085,0.0305661,-0.0609858,-0.0239399,-0.00857063,-0.0240046,0.00693404,-0.0493872,0.0607762,-0.00232735,0.0193578,0.0104333,0.0203238,-0.0103687,0.0280427,-0.0338974,0.00197118,-0.0090865,-0.0236651,-0.0249577,1.35752
-352162,0.947592,0.270012,4,15,0,352170,-3.08767,-2.51897,0.0305331,-0.059365,-0.017058,0.000808431,-0.0289221,-0.00323193,-0.0552435,0.0583817,-0.0151141,0.0225937,0.00965421,0.00729306,-0.00662215,0.0262405,-0.0345214,0.00274308,-0.00740553,-0.0200065,-0.0309186,1.35707
-352165,0.56425,0.270012,4,15,0,352177,-3.07874,-2.51373,0.0305611,-0.0537539,-0.0104911,-0.00843931,-0.0301355,0.00179747,-0.057991,0.0661396,-0.0114603,0.00601284,0.00234723,0.0056455,-0.00742808,0.0236901,-0.0342176,-0.00442216,-0.00588666,-0.0225404,-0.0233696,1.35745
-352161,0.99092,0.270012,4,15,0,352173,-3.08606,-2.5196,0.0305227,-0.0648515,-0.0226673,-0.0184763,-0.0331955,-0.00287638,-0.0523191,0.0530522,0.00230594,0.0273472,0.00502142,0.0172131,-0.00945336,0.0318871,-0.0406004,0.00208541,-0.0106123,-0.0199113,-0.0277434,1.35693
-352166,0.751164,0.270012,4,15,0,352176,-3.08687,-2.51215,0.0304259,-0.0562378,-0.0272269,-0.0164158,-0.0355395,-0.00742837,-0.0516445,0.0624164,0.00382429,0.0269101,0.00460618,0.0122027,-0.000510457,0.029646,-0.040625,-0.00481591,-0.00696315,-0.0219644,-0.0217596,1.35562
-352163,0.901489,0.270012,4,15,0,352182,-3.08862,-2.52341,0.0304953,-0.0675297,-0.0130882,-0.0117778,-0.0288915,0.0119158,-0.0584953,0.0658914,-0.00860405,0.00929854,-0.00358157,0.00616042,-0.0149019,0.0278522,-0.0356029,0.00587885,-0.00867972,-0.0233177,-0.0267596,1.35656
-352160,0.995147,0.270012,4,15,0,352170,-3.07465,-2.51717,0.0303079,-0.0528986,-0.0175241,-0.0118009,-0.030914,-0.0102543,-0.0555534,0.0556444,0.00137597,0.025796,0.00321487,0.0175113,-0.00389487,0.0250589,-0.0376253,-0.00667919,-0.00762238,-0.0212288,-0.0240054,1.35402
-352160,0.958911,0.270012,4,15,0,352172,-3.08503,-2.51505,0.0303787,-0.0584414,-0.0205716,-0.0160809,-0.024439,0.0100396,-0.0524348,0.0604789,0.0039559,0.0145037,0.00550806,0.00669648,-0.00997005,0.0264828,-0.0409351,0.00259303,-0.0131995,-0.0159617,-0.0261429,1.35498
-352161,0.963249,0.270012,4,15,0,352171,-3.07678,-2.51477,0.0302037,-0.0524925,-0.0147402,0.000257833,-0.0254012,0.00154155,-0.0461726,0.0669131,-0.00310939,0.0138687,0.00580927,0.00448606,-0.00992504,0.0232521,-0.0365064,-0.00385541,-0.0101674,-0.0198058,-0.0215993,1.35261
-352161,0.834233,0.270012,4,15,0,352168,-3.07276,-2.51136,0.0302986,-0.0657389,-0.0182582,-0.0242944,-0.0276042,-0.00088758,-0.0630988,0.0575438,-0.00629784,0.0204586,-0.00219399,0.0183214,-0.00956582,0.0282913,-0.0362717,0.00445103,-0.00509958,-0.0233029,-0.0286301,1.3539
-352160,1,0.270012,4,15,0,352168,-3.08708,-2.52123,0.0305309,-0.0548711,-0.0137203,-0.00152684,-0.0332801,0.00390645,-0.0457109,0.0664884,-0.00227268,0.0157481,0.00640655,0.00553542,-0.00612995,0.0300035,-0.0380602,0.000487973,-0.0113285,-0.018145,-0.0241383,1.35704
-352162,0.980421,0.270012,4,15,0,352169,-3.07352,-2.50731,0.0300652,-0.0598741,-0.0133204,-0.0146059,-0.0205052,-0.00787101,-0.0661771,0.0547989,-0.00373907,0.0220799,0.0035914,0.0100974,-0.00598344,0.0257978,-0.0370258,-0.00124612,-0.0102295,-0.0137771,-0.0248807,1.35074
-352161,0.957906,0.270012,4,15,0,352171,-3.0823,-2.51395,0.0303594,-0.0614796,-0.019378,-0.0086904,-0.0371865,0.00749191,-0.045199,0.0682574,-0.00194071,0.013391,0.00271991,0.0124428,-0.0125606,0.025701,-0.0350328,0.00171593,-0.0062172,-0.0300519,-0.0280463,1.35472
-352159,0.990965,0.270012,4,15,0,352169,-3.06826,-2.50704,0.0300553,-0.0570667,-0.012251,-0.0157953,-0.0243898,-0.00787522,-0.0562467,0.0568145,-0.00746289,0.02345,0.00597738,0.0080516,-0.00638498,0.0260445,-0.0369531,-0.00293573,-0.0105179,-0.0149412,-0.0220846,1.35061
-352162,0.89642,0.270012,4,15,0,352172,-3.09475,-2.52802,0.0306916,-0.0609072,-0.0174403,-0.0101454,-0.0372217,0.00549244,-0.051795,0.0651376,0.00392938,0.0151478,-0.00103309,0.0167304,-0.00653421,0.0196079,-0.0313573,-0.00398011,-0.00596263,-0.0291389,-0.0258159,1.35923
-352161,0.977835,0.270012,4,15,0,352173,-3.0998,-2.52422,0.0307217,-0.0617675,-0.0153973,-0.0145859,-0.0233905,-0.00669,-0.0521433,0.0654443,-0.00594039,0.0211654,0.00625473,0.0104782,-0.0124268,0.0330415,-0.04059,0.00277489,-0.010592,-0.0161568,-0.0251641,1.35964
-352157,0.924233,0.270012,4,15,0,352174,-3.0907,-2.5204,0.0305198,-0.0586558,-0.0169968,-0.0102141,-0.036062,0.00663301,-0.0573884,0.0565634,-0.00203917,0.0159877,-0.00011767,0.0126796,-0.00790397,0.0239505,-0.0325398,-0.00382396,-0.00994904,-0.0263248,-0.0297153,1.35689
-352154,0.919033,0.270012,4,15,0,352161,-3.07103,-2.50829,0.0300899,-0.060215,-0.014799,-0.00776119,-0.0280624,-0.00616199,-0.0523499,0.0630148,-0.00429273,0.0189752,0.00748397,0.0113187,-0.0116625,0.0247224,-0.0346482,0.00161277,-0.0108137,-0.0209188,-0.0223794,1.35107
-352162,0.754352,0.270012,3,7,0,352168,-3.07882,-2.51405,0.0302654,-0.0483618,-0.025852,-0.00734293,-0.0307067,0.0040116,-0.0517394,0.0507543,-0.003652,0.0161428,-0.00148553,0.00865114,-0.00827369,0.028394,-0.0385729,-0.00178871,-0.00566572,-0.0302231,-0.0274042,1.35345
-352160,0.88616,0.270012,3,15,0,352170,-3.08006,-2.51949,0.0304026,-0.0478446,-0.0202058,-0.00854069,-0.0280042,0.00383077,-0.0523916,0.0584884,-0.00867275,0.0168094,-0.00480056,0.00350484,-0.0117222,0.0253193,-0.0387813,0.000698496,-0.00928385,-0.0280095,-0.0240808,1.3553
-352167,0.822053,0.270012,4,15,0,352178,-3.06065,-2.5038,0.0298981,-0.0698968,-0.0157264,-0.0184115,-0.0375016,-0.00741088,-0.0599876,0.0584952,-0.00486539,0.01791,0.00395609,0.0259411,-0.00997013,0.0207627,-0.0366115,-0.00653493,-0.0121119,-0.0202683,-0.0260112,1.34848
-352168,0.913856,0.270012,4,15,0,352175,-3.08405,-2.52338,0.0304941,-0.0467754,-0.0167852,-0.00586334,-0.0215045,0.00612356,-0.0468754,0.064097,-0.00169789,0.0170994,0.00161049,-0.00366035,-0.00883659,0.0324769,-0.0356674,0.00547281,-0.0036696,-0.0238467,-0.0254869,1.35655
-352169,0.974548,0.270012,4,15,0,352181,-3.07661,-2.5152,0.0302504,-0.0682141,-0.0135513,-0.0169721,-0.0422857,0.00458892,-0.0667242,0.0543417,-0.00162731,0.0167955,0.00663093,0.0201942,-0.00914316,0.0180871,-0.0352633,-0.00630311,-0.014525,-0.0189609,-0.0252978,1.35324
-352167,0.996996,0.270012,4,15,0,352179,-3.07133,-2.50942,0.0300967,-0.0502126,-0.0176918,-0.00634339,-0.0173846,-0.00469959,-0.0426803,0.0684962,-0.00482093,0.0201744,-0.000473984,0.00239375,-0.0106032,0.0332948,-0.0339662,0.00346736,-0.00209805,-0.0239983,-0.0264815,1.35117
-352162,0.952862,0.270012,4,15,0,352174,-3.09082,-2.52453,0.0305832,-0.0660311,-0.0136218,-0.0190076,-0.0371265,0.000589698,-0.0632593,0.0561226,0.000432966,0.0169979,0.00914359,0.0180251,-0.00548142,0.0301085,-0.0396213,0.000470029,-0.00576884,-0.0183193,-0.0298843,1.35775
-352160,0.945648,0.270012,4,15,0,352174,-3.0781,-2.51569,0.0302624,-0.0529821,-0.0178416,-0.00687897,-0.0218629,-0.000562343,-0.0452742,0.0673225,-0.0087798,0.0192581,-0.00360401,0.00510575,-0.0142753,0.0269994,-0.0339241,-0.00284881,-0.0080403,-0.0233545,-0.023625,1.35341
-352160,0.722706,0.270012,4,15,0,352171,-3.08612,-2.52738,0.0304525,-0.0631077,-0.0164728,-0.0130899,-0.036184,-0.00105562,-0.0635358,0.0532692,-0.0012633,0.0208568,0.00567392,0.0175419,-0.00474944,0.0256064,-0.038276,0.00168686,-0.00884726,-0.0204909,-0.0269533,1.35598
-352160,0.986699,0.270012,4,15,0,352168,-3.06418,-2.50866,0.0301851,-0.051708,-0.0177937,-0.00800227,-0.0234478,0.00183777,-0.0475867,0.0668029,-0.00402396,0.0169842,-0.0028448,0.00977599,-0.0140312,0.0270442,-0.0350247,-0.00284197,-0.00784239,-0.0238481,-0.0242189,1.35236
-352164,0.944594,0.270012,4,15,0,352175,-3.06954,-2.51442,0.0300348,-0.0618874,-0.0172645,-0.00809109,-0.0220939,-0.000454666,-0.0541835,0.077279,-0.00106679,0.0234281,0.00397095,0.0192277,-0.00883209,0.0224722,-0.0312672,-0.00157038,-0.0121332,-0.0223079,-0.0270708,1.35033
-352163,0.961473,0.270012,4,15,0,352180,-3.08059,-2.5159,0.0303667,-0.0686016,-0.0142229,-0.00724334,-0.0413402,-0.00210353,-0.0561945,0.0562418,-0.00378373,0.0190888,0.00648156,0.00782695,-0.00932388,0.0184878,-0.0361316,-0.00412285,-0.0155167,-0.0210104,-0.0222765,1.35482
-352165,0.92548,0.270012,4,15,0,352177,-3.0823,-2.5192,0.0303775,-0.0687076,-0.0134519,0.00337524,-0.0360706,-0.00675747,-0.0581105,0.0647258,-0.0150134,0.021315,0.00498929,0.0161591,-0.0120701,0.0218793,-0.0370555,0.000331122,-0.00888482,-0.0208346,-0.0217109,1.35496
-352162,0.99132,0.270012,4,15,0,352177,-3.08231,-2.51675,0.0303337,-0.0669882,-0.00941785,-0.0249909,-0.0256486,-0.00359836,-0.0569969,0.0592955,0.00130243,0.0125194,0.00191411,0.0101333,-0.00542692,0.0250437,-0.0419641,-0.00273961,-0.00506647,-0.0226843,-0.0325233,1.35437
-352161,0.994322,0.270012,4,15,0,352168,-3.08437,-2.51704,0.0304239,-0.050751,-0.0220278,0.000948948,-0.0325446,0.00150798,-0.0533292,0.0661469,-0.00822016,0.0236975,0.00592702,0.0129663,-0.0115192,0.028987,-0.0304934,-0.00382535,-0.00796708,-0.0206841,-0.0224923,1.35559
-352161,0.995009,0.270012,4,15,0,352169,-3.07322,-2.51233,0.0301614,-0.0653055,-0.00931153,-0.0263767,-0.026218,-0.00215769,-0.0575998,0.056467,0.000999074,0.014552,0.00163776,0.00895055,-0.00773552,0.023227,-0.0415632,0.00241938,-0.00815136,-0.0236489,-0.0287945,1.35204
-352156,0.933253,0.270012,3,7,0,352171,-3.08014,-2.51193,0.0302269,-0.0548602,-0.018082,-0.0102139,-0.033174,0.000768229,-0.0532236,0.0542083,-0.00689593,0.0196904,0.00478815,0.0070864,-0.0122378,0.0221801,-0.03939,-0.00033103,-0.0109636,-0.0219485,-0.0215042,1.35293
-352156,0.703788,0.270012,4,15,0,352166,-3.0853,-2.51524,0.0305392,-0.0618459,-0.0130118,-0.0150462,-0.0298938,-0.00387927,-0.05617,0.0688722,-0.00130715,0.016209,0.000642745,0.0155157,-0.0092944,0.0274873,-0.0365637,0.000325086,-0.00482337,-0.0232254,-0.0210316,1.35716
-352162,0.95762,0.270012,3,7,0,352167,-3.08199,-2.52162,0.0306171,-0.0639525,-0.0239246,-0.00600072,-0.0268324,0.00212159,-0.060369,0.0650067,-0.00704114,0.0117893,0.0135538,0.0103393,-0.00882126,0.0241501,-0.0369747,-0.00513985,-0.012572,-0.023677,-0.0270297,1.35821
-352161,0.989384,0.270012,4,15,0,352172,-3.08867,-2.51657,0.0305911,-0.0641803,-0.0142083,-0.00978455,-0.032843,-0.00361068,-0.0488588,0.0648736,-0.00452949,0.0301288,0.00789341,0.00688413,-0.0110497,0.0236402,-0.0362752,0.00545912,-0.0112251,-0.0248411,-0.025825,1.35786
-352158,0.980683,0.270012,4,15,0,352171,-3.09091,-2.51941,0.0303564,-0.0628014,-0.0166799,-0.00769868,-0.0301458,0.00109058,-0.046308,0.0592673,-0.00604713,0.0233131,0.00921921,0.0122424,-0.0091597,0.0285124,-0.0365303,0.00337604,-0.013298,-0.0211913,-0.0241356,1.35468
-352160,0.976582,0.270012,4,15,0,352168,-3.07468,-2.51771,0.0301857,-0.0561652,-0.0180399,-0.0130073,-0.0260754,-0.000284684,-0.0561264,0.0612787,-0.00161115,0.00695406,0.00213942,0.01433,-0.0110328,0.0228671,-0.0379329,-0.00472828,4.02691e-05,-0.0216834,-0.0295447,1.35237
-352159,0.978083,0.270012,4,15,0,352170,-3.07998,-2.51109,0.0302251,-0.0611889,-0.0153196,-0.0166436,-0.0190698,-0.00311654,-0.0504871,0.0642015,0.00279032,0.0206315,-0.0024989,0.0140478,-0.00684528,0.0265971,-0.03895,-8.04255e-05,-0.00797443,-0.0297384,-0.0229419,1.3529
-352164,0.882875,0.270012,4,15,0,352178,-3.11205,-2.53252,0.0309731,-0.0602204,-0.0178678,-0.00874785,-0.0377177,0.00193937,-0.0564922,0.0587343,-0.0112519,0.0148225,0.00832569,0.0098007,-0.0125907,0.0268487,-0.0330862,-0.0011907,-0.00790614,-0.0139794,-0.0270245,1.36306
-352159,0.98119,0.270012,3,7,0,352169,-3.10399,-2.53611,0.0309241,-0.0573135,-0.0127077,-0.0121285,-0.0339742,0.0012952,-0.0602193,0.0606552,-0.00942779,0.0157199,0.00528759,0.0106249,-0.0111197,0.0261937,-0.0333798,-0.00215112,-0.00644912,-0.0177981,-0.0257777,1.36239
-352157,0.912536,0.270012,4,15,0,352168,-3.07109,-2.51347,0.0301786,-0.061986,-0.0193779,-0.0132392,-0.0249325,-0.000145672,-0.0488917,0.0630107,0.00205424,0.0212204,0.000867958,0.0124357,-0.0041302,0.0299318,-0.0356935,0.00336747,-0.0112738,-0.0257921,-0.0244494,1.35227
-352158,0.984348,0.270012,4,15,0,352165,-3.09361,-2.52336,0.0306396,-0.0580204,-0.0133396,-0.0124117,-0.0350115,-0.00416847,-0.0565457,0.0617145,-0.00895475,0.0134176,0.00267836,0.00595232,-0.0141869,0.0227625,-0.0375925,-0.00445726,-0.00497218,-0.0177772,-0.0268471,1.35852
-352158,0.897338,0.270012,4,15,0,352166,-3.08081,-2.51273,0.0303552,-0.0613069,-0.0187264,-0.0124362,-0.0254594,0.00143548,-0.0535751,0.0606884,0.00224618,0.0232236,0.00285712,0.0171115,-0.00621823,0.0316391,-0.0333401,0.00260237,-0.0124153,-0.0270702,-0.0224731,1.35466
-352159,0.98207,0.270012,4,15,0,352168,-3.07976,-2.51509,0.0302475,-0.0595046,-0.0135638,-0.0106441,-0.036522,-0.00229541,-0.0631729,0.0618391,-0.0115336,0.0127366,0.0046108,0.00913551,-0.0118472,0.0207781,-0.0384432,-0.00349282,-0.00456844,-0.018439,-0.0286993,1.3532
-352159,0.95399,0.270012,4,15,0,352167,-3.07479,-2.51293,0.0301619,-0.0601464,-0.0187306,-0.0136653,-0.0198899,-0.000576249,-0.0461457,0.0606457,-0.0011455,0.025412,0.000947885,0.0122593,-0.00720353,0.0319912,-0.0353139,0.00244894,-0.0108438,-0.0256801,-0.0219577,1.35205
-352167,0.82167,0.270012,3,7,0,352177,-3.07011,-2.5082,0.030057,-0.0564338,-0.0176849,-0.0184172,-0.0220219,-0.00333181,-0.0509541,0.0583257,-0.00388142,0.0237979,0.0172085,0.0134097,-0.0103149,0.0311955,-0.0376174,0.00605597,-0.00265248,-0.0256051,-0.035242,1.35063
-352165,0.695109,0.270012,4,15,0,352178,-3.08185,-2.51708,0.0303719,-0.0630438,-0.0141743,-0.00532645,-0.0361496,0.00181743,-0.0553921,0.065249,-0.00601137,0.0139663,-0.0109536,0.00836299,-0.00834339,0.022889,-0.0345419,-0.00681122,-0.0128109,-0.0191306,-0.0158062,1.35489
-352157,0.943907,0.270012,3,7,0,352172,-3.07268,-2.51135,0.0301784,-0.0554487,-0.015322,-0.0134505,-0.0234842,0.00267761,-0.0612117,0.0583561,-0.0016435,0.0205754,0.00674259,0.0156766,-0.00857416,0.0298195,-0.0318259,-0.00108883,-0.0045719,-0.0260156,-0.0289132,1.35227
-352155,0.882485,0.270012,4,15,0,352166,-3.07205,-2.51244,0.0302554,-0.0649102,-0.0119028,-0.0100236,-0.0312953,-0.00108302,-0.0502271,0.0625742,-0.00861516,0.0185331,0.00165188,0.0121692,-0.00950703,0.0229261,-0.0393166,-0.000151387,-0.0116381,-0.0191214,-0.0223953,1.35331
-352156,0.919196,0.270012,4,15,0,352166,-3.0604,-2.50494,0.0298625,-0.0552033,-0.0212872,-0.0130895,-0.028429,0.000187156,-0.058208,0.0610608,0.000129847,0.0164275,0.0036588,0.00860865,-0.00898644,0.0293861,-0.032822,-0.000191205,-0.00581337,-0.0255613,-0.0277311,1.348
-352162,0.585072,0.270012,4,15,0,352170,-3.07289,-2.51526,0.0299841,-0.0641303,-0.00889301,-0.0102561,-0.0288526,0.00311683,-0.0510392,0.0594824,-0.00701054,0.0214389,-0.000186171,0.0153701,-0.01474,0.021534,-0.038706,-0.00168454,-0.00705312,-0.0176222,-0.0280568,1.34964
-352163,0.976589,0.270012,4,15,0,352174,-3.08517,-2.52319,0.0307726,-0.0598359,-0.0237419,-0.0144899,-0.0293411,-0.00425982,-0.0546649,0.0627062,-0.000781074,0.0154605,0.00425131,0.00844866,-0.00234274,0.0308853,-0.0336952,0.00267396,-0.00881901,-0.0274274,-0.0234236,1.36033
-352157,0.99052,0.270012,4,15,0,352171,-3.0853,-2.51969,0.0304527,-0.0626994,-0.0142187,-0.0147087,-0.0286421,3.38065e-05,-0.0560127,0.0604065,-0.0140326,0.0174615,0.003571,0.00827388,-0.00676028,0.0290424,-0.0321496,0.0029819,-0.00580709,-0.0236542,-0.0194279,1.35598
-352155,0.990406,0.270012,4,15,0,352161,-3.087,-2.52007,0.0305231,-0.0583397,-0.0110082,-0.00801495,-0.0315702,-0.00181368,-0.0522822,0.0629953,-0.00315444,0.0185128,-0.00032762,0.0172794,-0.00763969,0.0262834,-0.0363788,-0.00130186,-0.0148062,-0.0214166,-0.0270292,1.35694
-352157,0.845027,0.270012,4,15,0,352168,-3.08074,-2.51253,0.0303135,-0.0605581,-0.0237742,-0.0132274,-0.0214806,0.00382554,-0.0572422,0.0556278,-0.00191236,0.0199591,0.00453075,0.00338483,-0.00891558,0.0272571,-0.0338097,-0.00192612,-0.00630988,-0.026822,-0.0263827,1.3541
-352164,0.422556,0.270012,4,15,0,352176,-3.08514,-2.51125,0.0305396,-0.0520018,-0.0236095,-0.0101231,-0.0294863,-0.00279169,-0.0615691,0.0554049,-0.00599505,0.0199233,-0.000241084,0.0143129,-0.00718844,0.0286393,-0.039624,0.00268841,-0.00167192,-0.0240275,-0.0291518,1.35716
-352163,0.989669,0.270012,4,15,0,352174,-3.08431,-2.51675,0.0301467,-0.0692515,-0.00906243,-0.014232,-0.0278473,0.000332999,-0.0477153,0.0669445,-0.00118427,0.0157134,0.00804112,0.00887918,-0.0110221,0.0229122,-0.0326364,-0.00337769,-0.0129819,-0.0207699,-0.023053,1.35184
-352164,0.980087,0.270012,4,15,0,352173,-3.07469,-2.51474,0.0304894,-0.0479138,-0.0240046,-0.00828381,-0.0302362,-0.0013781,-0.0599002,0.0562609,-0.00408738,0.0206859,-0.00181846,0.0120614,-0.00784413,0.0297627,-0.0395273,0.0013904,-0.00334826,-0.0243445,-0.0278729,1.35648
-352167,0.715034,0.270012,3,15,0,352182,-3.08453,-2.51573,0.0306084,-0.0505566,-0.00985521,-0.0107798,-0.0280326,-0.0007073,-0.0487612,0.0628225,-0.00530889,0.0279199,0.00270012,0.0175145,-0.00641872,0.0227744,-0.0323687,-0.00092836,-0.0119877,-0.0190835,-0.0149823,1.3581
-352160,1,0.270012,4,15,0,352174,-3.07974,-2.51745,0.0301532,-0.0571976,-0.0243433,-0.0100418,-0.0272898,0.00299595,-0.0497167,0.0599839,-0.00807338,0.0166594,0.00574217,0.0208768,-0.00659651,0.0279824,-0.0354539,-0.000869403,-0.00403415,-0.0185353,-0.0237221,1.35193
-352159,0.940204,0.270012,4,15,0,352171,-3.0599,-2.50575,0.029904,-0.0628506,-0.00967945,-0.0177687,-0.0326872,-0.00110427,-0.0561004,0.0645045,0.0027275,0.0203011,-0.000980158,0.00544386,-0.0126035,0.0235749,-0.036885,-0.000357692,-0.0119748,-0.0250513,-0.026521,1.34856
-352155,0.964105,0.270012,3,7,0,352165,-3.06867,-2.50438,0.0300034,-0.0607329,-0.010216,-0.015814,-0.0280946,-0.00114766,-0.0539422,0.0621273,-0.0011144,0.0246496,0.000537582,0.0099316,-0.00890795,0.0224882,-0.0352442,0.00100377,-0.00798668,-0.0242924,-0.0248806,1.3499
-352158,0.87004,0.270012,4,15,0,352167,-3.09902,-2.52809,0.0306993,-0.0596041,-0.0243571,-0.00761556,-0.0334529,0.00201613,-0.0545439,0.0623911,-0.00841885,0.0157968,0.00529392,0.0118107,-0.00414315,0.0252627,-0.0374765,0.00352298,-0.0118857,-0.0196524,-0.0257474,1.35933
-352157,0.874684,0.270012,4,15,0,352168,-3.07269,-2.51285,0.0302401,-0.0598862,-0.00694153,-0.0166277,-0.025012,-0.00298493,-0.0563058,0.0596581,-0.000184417,0.0199423,-0.000917099,0.0141687,-0.0144167,0.0281322,-0.0351638,-0.00563943,-0.00464053,-0.0246628,-0.0263475,1.3531
-352158,0.938705,0.270012,4,15,0,352168,-3.07313,-2.50812,0.0300634,-0.0549756,-0.0214064,-0.00469566,-0.03225,0.00434497,-0.0542015,0.0641144,-0.00797943,0.0197269,0.00225549,0.0114185,-0.00456336,0.0236587,-0.0382625,0.00447564,-0.0117668,-0.0203106,-0.0244901,1.35071
-352156,0.81241,0.270012,4,15,0,352171,-3.07732,-2.50913,0.0303176,-0.0631529,-0.0114949,-0.0186555,-0.0278315,-0.00546583,-0.0549817,0.0578246,-4.91707e-05,0.0161653,0.00515727,0.0110283,-0.0113489,0.0278803,-0.0352786,0.000207783,-0.00778522,-0.0219727,-0.0280723,1.35415
-352158,0.930634,0.270012,3,7,0,352166,-3.07836,-2.51418,0.0302791,-0.0636586,-0.0148536,-0.0220422,-0.0301445,-0.00807575,-0.0597237,0.0632123,0.00467151,0.0133016,0.00443732,0.0115613,-0.010421,0.0287941,-0.0377164,-0.00386821,-0.00424391,-0.0209292,-0.0271834,1.35363
-352160,0.848052,0.270012,4,15,0,352178,-3.08492,-2.51818,0.0304528,-0.0566263,-0.0174416,-0.0025967,-0.0267959,0.00949679,-0.0489273,0.0611975,-0.0105161,0.0236322,0.00229632,0.0114585,-0.00543616,0.027954,-0.0341944,0.0054787,-0.0115419,-0.0220753,-0.0231939,1.35599
-352163,0.608576,0.270012,4,15,0,352174,-3.08581,-2.51923,0.030256,-0.0599757,-0.0142337,-0.0127702,-0.0332266,-0.00997393,-0.053685,0.0582339,0.00303159,0.0118205,0.0146819,0.0117136,-0.0121714,0.0247362,-0.0370234,-0.00678265,-0.00795585,-0.0224528,-0.0299621,1.35332
-352159,1,0.270012,3,7,0,352169,-3.08813,-2.52019,0.0306265,-0.0611318,-0.0157241,-0.0132865,-0.0361677,-0.00730862,-0.0514133,0.0668509,-0.000951279,0.0186468,0.00651904,0.0160872,-0.0128742,0.0206337,-0.0385475,-0.00114422,-0.00739893,-0.0199004,-0.0293428,1.35834
-352161,0.977225,0.270012,4,15,0,352169,-3.08921,-2.52234,0.0305793,-0.0613908,-0.0243761,-0.0192035,-0.0301398,0.0030625,-0.0597405,0.0672007,-0.00742136,0.0223652,0.00114393,0.00850418,-0.000509544,0.0258655,-0.0358645,-0.00542177,-0.00400602,-0.0190362,-0.0257929,1.3577
-352160,0.837117,0.270012,4,15,0,352169,-3.07896,-2.51263,0.0300996,-0.0566802,-0.0108869,-0.0049172,-0.0322554,0.000828026,-0.0504677,0.0589387,0.000480788,0.0149527,0.00260337,0.0135171,-0.0171913,0.0272924,-0.0369366,0.0041642,-0.0129038,-0.0253817,-0.0253743,1.3512
-352166,0.962072,0.270012,3,7,0,352174,-3.06838,-2.51096,0.030039,-0.0602054,-0.0311759,-0.0122209,-0.0330742,0.0145747,-0.0490005,0.0645377,-0.00576021,0.0179469,0.00630546,0.00913295,-0.00148472,0.0283762,-0.0364068,-0.00356672,-0.00675657,-0.0205406,-0.0229719,1.35038
-352167,0.891708,0.270012,4,15,0,352179,-3.0859,-2.52084,0.0306399,-0.0638487,-0.00264816,-0.013959,-0.02992,-0.0121614,-0.0602726,0.0538164,4.87628e-05,0.0175531,-0.00317063,0.0173472,-0.0165915,0.0236397,-0.035675,0.00229163,-0.0104706,-0.0237499,-0.028153,1.35852
-352163,0.99364,0.270012,4,15,0,352180,-3.07838,-2.51606,0.030269,-0.0540174,-0.0287766,-0.0116779,-0.0282042,0.0122912,-0.0498023,0.0700225,-0.00792391,0.0185041,0.00906445,0.00565091,-0.00495342,0.0239746,-0.0384392,-0.00273439,-0.00808591,-0.0215073,-0.0277725,1.35349
-352164,0.635571,0.270012,4,15,0,352176,-3.07412,-2.51081,0.0304181,-0.0659496,-0.0117897,-0.0156546,-0.0312936,-0.0105956,-0.0589144,0.0520181,8.13902e-05,0.0151998,-0.00299556,0.0171249,-0.0137458,0.0280228,-0.0341543,0.00142548,-0.00860897,-0.0222261,-0.0225657,1.35551
-352165,0.951487,0.270012,3,15,0,352177,-3.08402,-2.51612,0.0306208,-0.0649497,-0.0185088,-0.017791,-0.0324158,-0.0109192,-0.0523722,0.0593284,-0.00821983,0.0177619,0.00143426,0.0201844,-0.00596014,0.0266024,-0.0411511,-0.00562342,-0.0131951,-0.0235759,-0.0215773,1.35827
-352161,0.901965,0.270012,4,15,0,352177,-3.06443,-2.50448,0.0298935,-0.0553983,-0.0168419,-0.00644182,-0.0284378,0.00782329,-0.0574288,0.0602956,-0.0010637,0.019559,0.000516973,0.00391044,-0.0125079,0.0224519,-0.0359037,0.00314191,3.70262e-05,-0.0188385,-0.0245113,1.34842
-352161,0.943028,0.270012,4,15,0,352172,-3.07313,-2.50921,0.0300684,-0.0609259,-0.00753179,-0.017415,-0.0327012,-0.00205932,-0.0616874,0.0640065,-0.00696734,0.0171228,0.0117784,0.020597,-0.00575682,0.026299,-0.0360149,-0.00551674,-0.00772075,-0.0237607,-0.0216555,1.35078
