lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,theta_h.6,theta_h.7,tau,stdnormal,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,sigma
# Adaptation terminated
# Step size = 0.0662084
# Diagonal elements of inverse mass matrix:
# 0.000941028, 5.77748e-05, 0.141539, 0.0955838, 0.234035, 0.199899, 0.159624, 0.0619395, 0.0952501, 0.176583, 0.129862, 0.0637131, 0.081159, 0.0703672, 0.0551419, 0.0611531, 0.0431113, 0.0707729, 0.163366, 0.161189, 0.0784539, 0.0960809, 0.0628658, 0.0987991, 0.111421, 0.0828474, 0.0839283, 0.0638973, 0.085995, 0.150564, 0.0846081, 0.0617237, 0.0891988, 0.115701, 6.06297e-05, 3.33746e-05, 3.68396e-05, 3.60886e-05, 3.73737e-05, 3.24339e-05, 3.63652e-05, 3.59059e-05, 3.83072e-05, 3.2133e-05, 3.41416e-05, 3.60413e-05, 2.4407e-05, 2.28305e-05, 2.25992e-05, 2.20334e-05, 2.33213e-05, 2.40334e-05, 2.33264e-05, 0.497113, 0.15311
-351872,0.893318,0.0662084,6,63,0,351900,-3.09567,-2.52086,-0.872659,-1.93101,-2.89419,-0.187518,-0.385891,0.439033,1.96714,-0.782892,0.15151,0.747802,0.74003,-0.986365,-0.621032,1.39015,-0.397651,1.02225,2.42371,-1.29616,-1.39906,1.11042,1.11455,-0.835737,-0.193019,0.55515,-0.975647,0.191659,-0.0334756,0.956144,0.543956,0.537726,-0.911971,-0.700339,0.0304831,-0.0664356,-0.0146126,-0.0177249,-0.0313775,0.00725958,-0.0539657,0.0642259,-0.00165977,0.0135591,0.00748314,0.00810817,-0.00662129,0.0215941,-0.0363946,-0.00124572,-0.00983063,-0.0188697,-0.0280337,0.312669,0.0660706,1.3564,-0.103112,-0.228165,-0.341974,-0.022157,-0.0455964,0.0518755,0.232435,-0.0925055,0.0179022,0.0883594,0.087441,-0.116548,-0.0733804,0.164259,-0.046986,0.120788,0.286383,-0.153153,-0.165311,0.131206,0.131694,-0.0987497,-0.0228069,0.0655958,-0.115281,0.0226462,-0.00395543,0.112977,0.0642732,0.063537,-0.107757,-0.0827512,0.118159
-351878,0.997572,0.0662084,6,63,0,351903,-3.08538,-2.5298,-1.24125,-1.96338,-2.24357,-0.629377,0.511395,0.683239,1.76263,-0.592693,0.0359606,0.373486,0.264948,-0.0570503,-0.314489,1.26098,-0.448217,0.560913,2.45817,-1.51881,-1.34458,0.208284,0.839646,-1.04995,-0.797295,-0.427511,-1.77889,-0.089422,-0.525742,1.46151,-0.162717,0.769696,-0.650904,-0.771623,0.0307582,-0.0641806,-0.0187127,-0.0247036,-0.0398365,-0.00235961,-0.0565096,0.0689868,-0.00367069,0.0208069,0.00220837,0.0111571,-0.00737605,0.0333964,-0.0326824,-0.000136337,-0.00124179,-0.0290973,-0.0260849,0.689322,0.102232,1.36013,-0.15284,-0.241758,-0.276258,-0.0774974,0.0629698,0.0841296,0.217039,-0.0729804,0.00442795,0.0459886,0.032624,-0.00702479,-0.0387241,0.155269,-0.0551905,0.0690671,0.302683,-0.187016,-0.165563,0.0256468,0.103388,-0.129284,-0.0981737,-0.0526409,-0.219041,-0.0110108,-0.0647364,0.179961,-0.0200358,0.0947753,-0.0801481,-0.0950126,0.123133
-351878,0.989097,0.0662084,6,63,0,351908,-3.09772,-2.53909,-0.923711,-1.67787,-3.09321,-0.0254165,0.970108,0.473308,1.5648,-0.953934,-0.0697477,0.60062,0.683257,-0.579928,-0.833894,1.09607,-0.469114,0.737695,2.34376,-2.05303,-1.40393,0.338304,0.647774,-0.974208,-0.462755,-0.050597,-1.49259,-0.124782,-0.264731,1.80466,0.418142,0.680306,-1.00599,-0.414331,0.0310517,-0.072325,-0.0209263,-0.0204134,-0.0374171,0.0101644,-0.0561204,0.0647204,-0.00592718,0.0213092,0.000465147,0.0014952,-0.00637285,0.0319872,-0.0388326,0.00224193,-0.0114553,-0.029418,-0.0234688,0.364241,0.0790484,1.36413,-0.120986,-0.219764,-0.405143,-0.00332901,0.127063,0.0619929,0.204954,-0.124944,-0.00913543,0.0786681,0.0894917,-0.0759578,-0.109222,0.143561,-0.0614437,0.096622,0.306982,-0.268902,-0.183885,0.0443105,0.0848442,-0.1276,-0.0606108,-0.00662711,-0.195497,-0.0163437,-0.034674,0.236371,0.0547675,0.0891052,-0.131763,-0.0542683,0.130978
-351873,0.753062,0.0662084,6,63,0,351904,-3.09238,-2.53084,-1.10603,-1.29917,-2.15667,-0.11777,-0.726208,0.501069,1.69957,-0.813895,0.371696,0.200438,0.0241296,-0.576242,-0.284734,1.11808,-0.417094,0.497586,1.95997,-0.723373,-1.20501,0.449061,0.775708,-0.960623,-0.432316,0.188386,-0.868606,0.272609,-0.323732,0.518519,0.0658631,0.547789,-0.490431,-0.793193,0.0308065,-0.0561873,-0.0168124,-0.0193814,-0.0348382,-0.0034025,-0.053287,0.0689405,0.000102575,0.0124832,0.0113347,0.0183943,-0.0122554,0.0200336,-0.0339798,-0.00328262,-0.00516358,-0.0150797,-0.029197,0.286177,0.0823585,1.36079,-0.170278,-0.200012,-0.332028,-0.0181311,-0.111803,0.0771415,0.261655,-0.125302,0.057224,0.0308581,0.00371485,-0.0887146,-0.0438359,0.172133,-0.0642133,0.0766053,0.301745,-0.111366,-0.185516,0.0691347,0.119423,-0.147892,-0.0665567,0.0290027,-0.133725,0.0419692,-0.0498398,0.0798281,0.0101399,0.0843343,-0.0755038,-0.122115,0.153954
-351861,0.998432,0.0662084,6,63,0,351891,-3.10781,-2.52386,-0.569147,-1.16541,-1.95214,0.24903,0.23696,0.710083,1.62612,-0.662273,0.475325,0.557631,0.95002,-0.394,-0.477328,0.990037,-0.140071,0.737929,2.05556,-1.50252,-1.04303,0.739599,0.662988,-0.509705,-0.275875,-0.0478148,-1.03587,0.215401,-0.150248,1.1076,0.186551,0.748473,-0.401165,-0.331717,0.0305585,-0.0610063,-0.0168309,-0.0228059,-0.0374522,0.00838575,-0.0598865,0.0678445,-0.0075171,0.0215418,0.0111376,0.00902458,-0.0118642,0.0273728,-0.0360728,0.00305959,-0.00938562,-0.0237738,-0.0242432,0.23782,0.0806943,1.35742,-0.0941766,-0.19284,-0.32302,0.0412069,0.0392097,0.117497,0.269073,-0.109586,0.0786519,0.0922712,0.1572,-0.0651952,-0.0789834,0.163821,-0.0231776,0.122105,0.340133,-0.248622,-0.17259,0.122381,0.109705,-0.0843408,-0.045649,-0.00791192,-0.171404,0.0356424,-0.0248616,0.183274,0.0308686,0.12385,-0.0663806,-0.0548891,0.16547
-351871,0.789819,0.0662084,5,63,0,351893,-3.11958,-2.52368,-0.6866,-1.20839,-2.77622,0.0112047,0.848812,0.601016,1.89988,-0.837294,0.171175,0.550674,0.551128,-0.0334241,-0.0475056,1.48497,-0.167212,0.817872,2.50638,-0.538563,-0.902834,0.851122,1.12953,-0.803689,-0.279762,0.229075,-0.528858,0.660934,-0.252382,0.851429,0.677717,0.681544,-0.46033,-0.779341,0.0305571,-0.0649165,-0.0232152,-0.0205916,-0.039144,0.00229606,-0.0450443,0.0679692,-0.00465297,0.0165662,-0.00482381,0.00879553,-0.00313652,0.0254661,-0.0353187,-0.00354179,-0.00804662,-0.0227176,-0.0279078,0.560181,0.116422,1.3574,-0.106801,-0.187967,-0.431844,0.0017429,0.132034,0.0934886,0.295529,-0.130242,0.0266264,0.0856578,0.0857284,-0.00519914,-0.00738955,0.230989,-0.02601,0.127221,0.38987,-0.083774,-0.140437,0.132393,0.175699,-0.125015,-0.0435172,0.0356328,-0.0822644,0.102809,-0.0392583,0.132441,0.10542,0.106015,-0.0716048,-0.121227,0.155551
-351873,0.81608,0.0662084,6,63,0,351902,-3.12692,-2.52003,-0.538002,-1.15876,-1.63305,0.13839,-0.0632108,0.805137,1.99805,-0.810119,0.440077,0.729451,0.614093,-0.240232,-0.229846,1.32497,0.0345503,0.940113,2.45707,-0.533274,-1.04507,0.436104,1.06521,-0.642013,0.0247697,0.587174,-0.659963,0.287971,0.096209,0.819321,0.505207,0.840277,0.235911,-0.628827,0.0305658,-0.0627603,-0.0154761,-0.0244332,-0.0404366,0.00178815,-0.051936,0.0761018,-0.0137867,0.0190965,0.00540296,0.00737103,-0.00652369,0.0295942,-0.0356184,0.00179111,-0.0113627,-0.032289,-0.0321308,0.920162,0.143157,1.35752,-0.0802907,-0.172932,-0.243714,0.0206532,-0.0094335,0.120158,0.298186,-0.120901,0.0656766,0.108862,0.0916464,-0.0358519,-0.0343019,0.197736,0.00515624,0.140301,0.36669,-0.0795851,-0.155965,0.0650836,0.15897,-0.0958132,0.0036966,0.0876291,-0.098492,0.0429764,0.0143581,0.122274,0.0753964,0.125402,0.0352071,-0.0938453,0.149239
-351861,0.79147,0.0662084,5,63,0,351890,-3.14247,-2.52463,-0.813967,-0.84889,-1.97123,-0.0437074,0.3905,0.788448,1.75707,-0.508375,0.329146,0.781837,0.724471,-0.0682292,-0.26497,1.40878,-0.0175577,0.738046,2.29389,-0.579551,-0.602642,0.605188,1.1903,-0.487054,-0.309554,0.447832,-0.810303,0.546976,0.183537,1.16887,0.881049,1.24334,-0.115586,-0.279634,0.0306112,-0.0597941,-0.0216574,-0.0200878,-0.0417692,-0.00296711,-0.0522461,0.0668372,-0.00596211,0.0251213,0.00782559,0.00806998,-0.00554644,0.0270007,-0.039221,-0.00115542,-0.0099159,-0.0229536,-0.0240873,0.668115,0.130345,1.35813,-0.1298,-0.135369,-0.314345,-0.00696986,0.0622717,0.125731,0.280194,-0.0810687,0.0524877,0.124677,0.115529,-0.0108803,-0.0422538,0.224653,-0.00279986,0.117694,0.365799,-0.0924189,-0.0961011,0.0965072,0.189813,-0.0776688,-0.0493635,0.0714142,-0.129216,0.0872243,0.029268,0.186396,0.140498,0.198271,-0.0184322,-0.0445922,0.159466
-351860,0.968915,0.0662084,6,63,0,351891,-3.11563,-2.52007,-0.285435,-1.33877,-2.04495,-0.14519,0.20783,0.972123,1.96922,-0.144877,0.467222,0.696859,0.714691,-0.0958618,-0.204934,1.32357,-0.209319,0.818544,2.4939,-1.32388,-1.12449,1.10904,0.85219,-0.572361,0.0296751,0.267392,-0.776481,0.21662,-0.155344,1.46696,0.247383,0.622561,-0.70475,-0.393526,0.0305249,-0.0687386,-0.0131484,-0.021515,-0.0300563,0.00457094,-0.0561068,0.0657556,-3.77817e-05,0.00998593,-0.000514707,0.0109002,-0.0111393,0.0262851,-0.0326343,-0.00025031,-0.00786915,-0.0213827,-0.0274743,1.44034,0.180426,1.35696,-0.0429116,-0.201268,-0.307433,-0.0218275,0.0312446,0.146147,0.296049,-0.0217804,0.070241,0.104764,0.107445,-0.0144116,-0.0308092,0.198982,-0.0314685,0.123058,0.374927,-0.199029,-0.169054,0.166731,0.128116,-0.0860474,0.00446129,0.0401991,-0.116734,0.0325662,-0.0233541,0.220539,0.0371909,0.0935943,-0.105951,-0.0591618,0.150338
-351866,0.959218,0.0662084,6,63,0,351893,-3.11625,-2.53087,-1.04099,-1.47258,-2.36428,-0.474629,0.226777,0.544064,1.84125,-0.881411,0.230321,0.515485,0.668776,-0.512834,-0.324248,1.23199,-0.314879,0.958562,2.21031,-0.93904,-0.963186,0.285272,1.0483,-0.877417,-0.723729,0.307795,-0.913797,0.424153,-0.0156821,0.93605,0.769119,1.11846,-0.46265,-0.505381,0.0308399,-0.0594866,-0.0204388,-0.0219785,-0.0403411,0.00292176,-0.0557278,0.0676065,-0.00847865,0.0296386,0.0100096,0.00584696,-0.00719642,0.0265101,-0.0398091,-0.00103886,-0.00863137,-0.0231709,-0.0241398,2.05155,0.207979,1.36124,-0.151156,-0.213825,-0.343303,-0.068918,0.0329289,0.0790002,0.267357,-0.127984,0.0334435,0.0748505,0.0971089,-0.0744654,-0.047082,0.17889,-0.0457216,0.139187,0.320945,-0.136352,-0.139858,0.0414226,0.152216,-0.127404,-0.105088,0.044693,-0.132687,0.0615887,-0.0022771,0.135918,0.111679,0.162404,-0.0671786,-0.0733832,0.145204
-351867,0.775007,0.0662084,6,63,0,351889,-3.11966,-2.52831,-0.996484,-1.2817,-2.87642,-0.0910012,0.79179,0.830987,1.91717,-0.596838,0.547197,0.431155,0.390044,-0.17843,-0.485031,1.27774,-0.0922705,0.747215,2.17833,-1.48745,-1.18216,0.308489,0.864562,-0.855826,0.116218,-0.00535516,-1.11546,0.271486,-0.203605,1.34489,0.403797,0.688062,-0.49783,-0.253812,0.0308892,-0.069038,-0.0239194,-0.0253237,-0.0385789,-0.00297987,-0.0560763,0.0669421,0.000873683,0.0141425,0.00606797,0.00941863,-0.0118368,0.0304869,-0.0395759,0.00288535,-0.0102796,-0.0180993,-0.0201521,3.44797,0.275946,1.36191,-0.148085,-0.190471,-0.427458,-0.0135235,0.117666,0.123491,0.284907,-0.0886948,0.0813176,0.0640729,0.0579635,-0.026516,-0.0720793,0.189882,-0.0137121,0.111042,0.323717,-0.221047,-0.175679,0.0458438,0.128481,-0.127182,0.017271,-0.000795818,-0.165766,0.040345,-0.0302573,0.199861,0.0600074,0.102251,-0.0739813,-0.0377184,0.148608
-351864,0.955774,0.0662084,6,63,0,351891,-3.10676,-2.52735,-1.10141,-1.15811,-1.6367,0.390683,-0.235806,0.474847,1.49154,-0.283785,0.376223,0.621934,0.612826,-0.502723,-0.187133,0.984086,-0.268159,0.721157,1.9828,-0.689694,-0.81375,1.04376,0.856886,-0.520018,-0.62112,0.207664,-0.668267,0.0904353,-0.0374184,0.996798,0.308128,0.716864,-0.571633,-0.351407,0.0307163,-0.0667253,-0.0154265,-0.0152933,-0.042123,0.0042903,-0.0539436,0.0635422,-0.00201672,0.0184633,0.00880513,0.00944393,-0.00522884,0.0282808,-0.0352641,-0.00533845,-0.00333346,-0.0261315,-0.0221121,2.2659,0.261815,1.35956,-0.191568,-0.20143,-0.284671,0.0679514,-0.0410136,0.0825901,0.259423,-0.0493588,0.0654364,0.108173,0.106589,-0.0874385,-0.0325479,0.171162,-0.0466408,0.125431,0.344868,-0.119958,-0.141535,0.181541,0.149038,-0.0904466,-0.108031,0.0361189,-0.116232,0.0157294,-0.00650817,0.173373,0.0535927,0.124684,-0.0994241,-0.0611201,0.17393
-351863,0.954226,0.0662084,6,63,0,351887,-3.101,-2.52573,-0.431414,-1.2765,-1.46828,-0.406839,-0.0695123,0.42967,1.49196,-0.812304,-0.0520791,0.423807,0.309503,-0.62066,-0.335449,1.06708,-0.145178,0.512025,2.04285,-1.04437,-0.930092,0.588954,0.734436,-0.72022,-0.537399,0.167424,-0.794274,-0.040782,-0.240871,1.13281,0.265006,0.605127,-0.448077,-0.622452,0.0306803,-0.0703598,-0.0259124,-0.0169238,-0.0235524,-0.000683898,-0.0524404,0.0636578,-0.00907625,0.0140858,-0.0025593,0.00970156,-0.00345577,0.0309269,-0.0343581,-0.00151664,-0.00438635,-0.0233621,-0.0252104,0.860035,0.169862,1.35907,-0.079019,-0.233808,-0.268935,-0.0745179,-0.0127321,0.0786995,0.273271,-0.148784,-0.00953895,0.0776258,0.0566896,-0.113682,-0.0614418,0.19545,-0.0265912,0.0937839,0.374175,-0.191289,-0.170358,0.107874,0.134521,-0.131918,-0.0984316,0.0306658,-0.145482,-0.00746976,-0.0441186,0.207489,0.0485392,0.110837,-0.0820711,-0.11401,0.183163
-351864,0.846936,0.0662084,6,63,0,351889,-3.09677,-2.51954,-0.754452,-1.04935,-2.10201,0.0109998,0.0435717,0.384833,1.45067,-0.346224,0.533285,0.299224,0.257182,-0.271994,-0.390394,0.820791,-0.286647,0.499842,1.5853,-1.08505,-0.921805,0.522886,0.509213,-0.618583,0.221115,0.316143,-0.685591,0.219659,0.0669912,0.978439,0.198123,0.723857,-0.444727,-0.711007,0.0304464,-0.0727045,-0.0180181,-0.0250433,-0.0410979,0.000938347,-0.0495762,0.0719347,-0.00737218,0.0106006,0.00209736,0.0111738,-0.00625935,0.0282408,-0.0374756,-0.0031193,-0.0156776,-0.0260095,-0.0272871,1.07817,0.19741,1.3559,-0.143436,-0.199502,-0.399633,0.00209128,0.00828383,0.0731642,0.275801,-0.0658239,0.101388,0.0568883,0.0488954,-0.0517113,-0.0742215,0.156048,-0.0544971,0.0950297,0.301396,-0.206289,-0.175253,0.0994108,0.0968113,-0.117605,0.0420383,0.0601049,-0.130344,0.0417614,0.0127363,0.18602,0.0376671,0.137619,-0.0845512,-0.135176,0.190119
-351864,0.997071,0.0662084,6,95,0,351885,-3.08824,-2.52263,-0.697515,-1.19205,-2.06399,-0.447793,0.281374,0.571206,1.46048,-0.839325,-0.203893,0.514788,0.617886,-0.498013,-0.375812,0.899913,-0.432413,0.647957,2.21333,-0.836387,-1.13223,0.588531,0.943547,-0.869515,-0.952906,-0.214228,-1.08692,0.0149848,-0.561688,0.981898,0.417815,0.449274,-0.72331,-0.397813,0.0305994,-0.0560076,-0.0208899,-0.0190552,-0.0377418,-0.00295537,-0.0482276,0.0635851,-0.000837407,0.0224438,0.00540256,0.0104775,-0.00855278,0.0262494,-0.0330803,0.00190023,-0.00347188,-0.0177031,-0.0269371,1.12596,0.17764,1.35797,-0.116771,-0.199561,-0.345531,-0.0749647,0.0471047,0.0956252,0.244499,-0.140511,-0.0341336,0.0861802,0.10344,-0.083372,-0.0629144,0.150654,-0.0723899,0.108474,0.370532,-0.140019,-0.189545,0.0985255,0.157959,-0.145565,-0.159525,-0.0358638,-0.18196,0.00250859,-0.0940318,0.164379,0.0699461,0.0752127,-0.121089,-0.0665977,0.167409
-351877,0.558788,0.0662084,6,63,0,351900,-3.0724,-2.52515,-1.17837,-1.51421,-2.73443,-0.126663,0.0244358,0.330381,1.64882,-0.389149,-0.535425,0.112675,0.396711,-0.647554,-0.677603,0.982996,-0.374381,0.393851,1.6463,-1.22863,-1.32001,0.390485,0.212403,-0.783551,-0.243993,-0.0982111,-0.796304,0.200328,-0.36106,1.03986,-0.0222204,0.571321,-1.0096,-0.349189,0.0306594,-0.066217,-0.0198633,-0.0278004,-0.0425013,0.0059322,-0.0426887,0.0708139,-0.00350615,0.0251856,0.00736877,0.00563486,-0.0111018,0.0229539,-0.0332597,0.00350082,-0.000132212,-0.0212059,-0.0231192,2.31612,0.273732,1.35879,-0.211946,-0.272352,-0.491827,-0.0227821,0.00439513,0.0594238,0.296565,-0.069994,-0.0963039,0.0202662,0.0713542,-0.116472,-0.121877,0.176806,-0.0673379,0.0708398,0.296111,-0.220986,-0.237423,0.0702343,0.0382038,-0.140933,-0.0438856,-0.0176647,-0.143227,0.0360319,-0.0649418,0.187033,-0.00399666,0.10276,-0.181591,-0.0628066,0.179864
-351880,1,0.0662084,6,63,0,351906,-3.0859,-2.5375,-0.32833,-1.54848,-1.68626,-0.99407,-0.09501,0.566109,1.44197,-1.22883,-0.476966,0.43679,0.228815,-0.44617,-0.554351,1.00378,-0.429673,0.83969,2.38736,-1.7452,-1.35242,0.363756,1.08964,-1.29217,-0.886949,0.0983207,-1.55776,-0.359424,-0.584748,0.891363,0.226959,0.409957,-0.538064,-0.82452,0.0309421,-0.0570536,-0.0185623,-0.0178928,-0.0290871,-0.00103055,-0.0543851,0.0661631,-0.00488776,0.0121605,-0.00272862,0.0111297,-0.00490778,0.0323059,-0.0395488,-0.00337212,-0.0127025,-0.0246061,-0.0271224,1.54133,0.182909,1.36264,-0.0483725,-0.228136,-0.248434,-0.146455,-0.0139977,0.0834041,0.212443,-0.181042,-0.0702709,0.0643517,0.0337111,-0.0657337,-0.0816718,0.147886,-0.0633032,0.12371,0.351727,-0.257118,-0.199251,0.0535918,0.160535,-0.190374,-0.130673,0.0144855,-0.229503,-0.0529535,-0.0861502,0.131323,0.0334376,0.0603984,-0.0792722,-0.121475,0.147329
-351875,0.980507,0.0662084,6,63,0,351909,-3.07427,-2.51125,-1.58314,-1.33249,-3.16684,0.300915,-0.0135314,0.312977,1.72279,-0.233765,0.60948,0.387317,0.494568,-0.623726,-0.537319,1.03567,-0.340518,0.276133,1.60891,-0.987585,-1.1783,0.584658,0.676351,-0.648581,-0.130689,-0.164908,-0.947117,0.368717,-0.188306,1.17356,0.220638,0.749264,-1.03051,-0.563733,0.0303303,-0.0724459,-0.0176643,-0.0240991,-0.0415545,0.00431585,-0.054175,0.068077,-0.00210473,0.0246969,0.00877041,0.00796806,-0.0143499,0.0221701,-0.0336854,0.00236794,-0.00347257,-0.0198185,-0.0246009,0.604558,0.126607,1.35432,-0.257785,-0.216972,-0.515663,0.0489986,-0.00220335,0.0509626,0.280525,-0.0380644,0.099243,0.0630676,0.0805315,-0.101563,-0.0874928,0.168641,-0.0554472,0.0449633,0.261983,-0.160811,-0.191864,0.095201,0.110132,-0.10561,-0.0212804,-0.0268524,-0.154221,0.060039,-0.0306623,0.191092,0.035927,0.122004,-0.167801,-0.0917938,0.162832
-351877,0.903661,0.0662084,6,63,0,351899,-3.07162,-2.51458,-1.35544,-1.55949,-3.08359,0.283252,0.138567,0.142821,1.79242,-0.582879,0.361819,0.316653,0.61783,-0.705494,-0.342956,0.997393,-0.252048,0.32694,1.84551,-0.607921,-1.18569,0.615322,0.705455,-0.871394,-0.152727,-0.159438,-1.02794,0.196294,-0.224302,1.04091,0.263419,0.658421,-0.947086,-0.751429,0.0302536,-0.0728669,-0.0259638,-0.0219096,-0.0459513,0.00665155,-0.0643083,0.0666086,-0.000836414,0.0228787,0.0102597,0.0094759,-0.0111324,0.02282,-0.0327416,-0.00130397,-0.00939075,-0.0229906,-0.0197013,0.646365,0.120407,1.35329,-0.203,-0.233558,-0.461818,0.0424215,0.0207526,0.0213897,0.268444,-0.0872956,0.0541883,0.047424,0.09253,-0.105659,-0.0513632,0.149376,-0.0377483,0.0489645,0.276395,-0.091046,-0.177576,0.0921544,0.105653,-0.130505,-0.0228734,-0.0238784,-0.15395,0.0293981,-0.0335928,0.155894,0.0394513,0.0986092,-0.141842,-0.112539,0.149766
-351873,0.989446,0.0662084,6,63,0,351902,-3.0777,-2.50747,-0.934761,-1.52797,-2.96549,-0.150652,-0.000181705,0.705612,1.46615,-0.49195,-0.0859946,0.474035,0.802873,-0.634269,-0.625468,1.31805,-0.448191,1.15721,1.96836,-1.29592,-1.25475,0.692776,1.02047,-1.24881,-0.363022,0.0803534,-1.38716,0.110416,-0.11145,1.33509,0.0842966,0.638454,-0.696758,-0.227883,0.0302222,-0.0686304,-0.0144032,-0.0154554,-0.0451626,0.00873623,-0.0523633,0.0593559,0.00565963,0.0188614,0.00460184,0.00653969,-0.0109028,0.0261342,-0.0397859,-0.00373844,-0.00665098,-0.0199868,-0.0262366,0.693393,0.106982,1.35286,-0.120094,-0.196307,-0.380993,-0.0193551,-2.33447e-05,0.0906539,0.188364,-0.0632036,-0.0110482,0.0609019,0.10315,-0.0814881,-0.0803574,0.169338,-0.0575816,0.148674,0.252887,-0.166495,-0.161205,0.0890049,0.131106,-0.160442,-0.0466395,0.0103234,-0.178216,0.0141857,-0.0143186,0.171526,0.0108301,0.0820258,-0.0895164,-0.0292774,0.128476
-351869,0.834403,0.0662084,6,63,0,351895,-3.12847,-2.53517,-0.811551,-1.06012,-1.82993,-0.256986,0.055032,0.618947,2.15899,-0.66367,0.192053,0.60506,0.325666,-0.33574,-0.263508,1.36563,-0.261366,0.423349,2.50316,-1.21225,-1.09411,0.725952,0.978917,-0.44889,-0.363386,0.231206,-0.740402,0.352735,-0.306996,1.16007,0.659188,0.892346,-0.602884,-0.859245,0.03099,-0.0601226,-0.0212132,-0.0271626,-0.0282627,-0.00748325,-0.0546603,0.0738768,-0.0108313,0.0150352,0.00267698,0.0133598,-0.00685585,0.0267851,-0.0315848,0.00133487,-0.00863202,-0.0245462,-0.0252329,2.04963,0.23215,1.36329,-0.131597,-0.171904,-0.296732,-0.0416717,0.00892373,0.100366,0.350092,-0.107618,0.0311424,0.0981137,0.0528084,-0.054442,-0.0427293,0.221444,-0.0423818,0.0686482,0.405901,-0.196572,-0.177415,0.117717,0.158737,-0.0727899,-0.0589249,0.0374912,-0.12006,0.0571979,-0.0497811,0.188111,0.106891,0.144699,-0.0977608,-0.139331,0.162155
-351874,0.998517,0.0662084,6,63,0,351898,-3.12853,-2.53302,-0.589997,-1.43932,-2.24884,-0.309874,-0.102775,0.970768,1.57681,-0.49709,0.0568005,0.662256,0.897133,-0.257216,-0.356097,1.106,-0.19293,1.25508,2.17809,-0.690925,-0.973312,0.554208,1.01638,-1.09622,0.219513,0.191738,-1.00511,0.48953,0.35613,1.4531,0.463539,0.780574,-0.474178,-0.25783,0.0308216,-0.062057,-0.0196123,-0.0144422,-0.0400377,0.00265575,-0.0537942,0.0622976,0.00209163,0.0153164,0.0108462,0.0140959,-0.0168028,0.0280252,-0.0433852,0.001784,-0.00887894,-0.0214337,-0.0293221,1.34096,0.166823,1.36099,-0.084996,-0.207351,-0.323972,-0.044641,-0.014806,0.139851,0.227158,-0.0716117,0.00818279,0.0954057,0.129243,-0.0370551,-0.0513,0.159332,-0.0277938,0.180808,0.31378,-0.0995358,-0.140217,0.0798401,0.146421,-0.157923,0.0316234,0.0276221,-0.144798,0.0705226,0.0513047,0.209337,0.0667783,0.112451,-0.0683109,-0.0371435,0.144062
-351875,0.971743,0.0662084,5,63,0,351906,-3.12257,-2.51841,-0.456438,-0.960186,-1.98148,-0.232869,0.439112,0.501445,1.88684,-0.398823,0.219541,0.413933,0.61077,-0.831335,-0.0652873,1.35481,-0.0940182,0.542302,2.28496,-1.2314,-0.964862,0.924023,0.901189,-0.270474,0.0190769,0.0253086,-0.703536,0.193388,0.105671,1.03458,0.0151249,0.864078,-0.409758,-0.983102,0.0305573,-0.0560247,-0.0206392,-0.0273711,-0.0376371,-0.00274132,-0.0552524,0.0693052,-0.00215429,0.0214287,0.0094948,0.00656648,-0.00956946,0.0187666,-0.0365779,0.00186031,-0.0109416,-0.0243101,-0.0219569,0.438468,0.110493,1.3574,-0.0761634,-0.160221,-0.330638,-0.0388577,0.0732722,0.0836735,0.314846,-0.0665494,0.0366337,0.0690707,0.101916,-0.13872,-0.0108941,0.22607,-0.0156883,0.0904909,0.381279,-0.205478,-0.161001,0.154187,0.150376,-0.0451325,0.00318326,0.0042231,-0.117395,0.0322697,0.0176328,0.172635,0.00252381,0.144184,-0.068374,-0.164045,0.166865
