# 0.0137442, 9.42268e-05, 0.169095, 0.0909207, 0.280178, 0.248656, 0.181152, 0.0814388, 0.102504, 0.20784, 0.190766, 0.0827614, 0.127086, 0.0958008, 0.0705898, 0.0594493, 0.0485876, 0.110564, 0.198492, 0.191341, 0.0974091, 0.136173, 0.076842, 0.155063, 0.142975, 0.126888, 0.0987128, 0.0804738, 0.118928, 0.203797, 0.121962, 0.0890711, 0.122856, 0.130592, 0.223295, 0.239959, 0.185826, 0.325856, 0.149523, 0.183201, 7.66335e-05, 5.7079e-05, 5.76004e-05, 5.64273e-05, 5.76697e-05, 5.35832e-05, 5.7297e-05, 5.13125e-05, 5.61684e-05, 5.1276e-05, 6.54933e-05, 3.26651e-05, 2.73994e-05, 2.99932e-05, 3.04581e-05, 2.828e-05, 0.709345, 0.557425, 0.204671, 0.24759
-210438,0.96807,0.0389112,6,127,0,210466,-3.28045,-2.56081,-1.17343,-0.812899,-0.927924,0.81667,-0.722848,0.424989,0.323728,-0.104129,0.329089,0.427419,0.0548615,0.0293541,-0.119284,0.456535,-0.318615,0.774274,1.78337,-0.897615,-0.652812,-0.280519,0.346035,-1.19728,-0.437216,0.704984,-0.860361,0.268189,0.553143,1.56788,0.689105,0.659786,-0.232922,0.13597,-1.02237,0.460968,0.356456,-1.67323,-0.12319,0.258113,0.0343203,-0.0726261,-0.0300513,-0.017236,-0.0349026,-0.00354281,-0.0432355,0.0130314,0.0466251,0.00161924,0.00847427,-0.0120611,0.0311249,-0.0307059,-0.00626255,-0.0094712,1.75861,1.67024,0.290788,0.322521,1.40945,-0.257304,-0.178249,-0.203472,0.179076,-0.158503,0.0931899,0.0709857,-0.0228331,0.0721613,0.0937228,0.0120298,0.00643665,-0.0261561,0.100107,-0.0698647,0.16978,0.391051,-0.196826,-0.143146,-0.0615112,0.0758771,-0.262535,-0.095871,0.154586,-0.188657,0.0588073,0.121291,0.343799,0.151104,0.144675,-0.0510742,0.029815,-0.255139,0.115038,0.088956,-0.417566,-0.0307429,0.0644139,0.219276,0.249557
-210440,0.873181,0.0389112,6,127,0,210464,-3.29283,-2.56346,-1.20726,-0.783886,-0.798998,0.692378,-0.651485,0.45263,0.331025,-0.169129,0.484962,0.433805,0.14086,0.0534314,-0.158681,0.391888,-0.308805,0.734207,1.69705,-0.982379,-0.700015,-0.203594,0.339925,-1.22444,-0.251329,0.732232,-0.759321,0.252194,0.422198,1.48326,0.543282,0.631753,-0.130103,0.188533,-1.0702,0.437072,0.252156,-1.62714,-0.331492,0.13256,0.0344002,-0.0718163,-0.0271933,-0.0144489,-0.0372693,-0.00676355,-0.0426144,0.0138145,0.0440366,0.000874704,0.0078051,-0.0118948,0.0316329,-0.0302822,-0.00788898,-0.00822362,1.98959,1.45808,0.354211,0.345452,1.41058,-0.303168,-0.196849,-0.200644,0.17387,-0.163601,0.113664,0.0831269,-0.0424718,0.121784,0.108937,0.0353728,0.0134177,-0.0398478,0.0984109,-0.077547,0.184374,0.426164,-0.246695,-0.175788,-0.0511265,0.0853619,-0.307481,-0.0631137,0.183878,-0.190681,0.0633309,0.106022,0.372475,0.136429,0.158646,-0.0326716,0.0473445,-0.306168,0.12504,0.0721382,-0.465502,-0.0948352,0.0379236,0.25112,0.286086
-210434,0.989585,0.0389112,6,63,0,210466,-3.33743,-2.55177,-0.53718,-0.929234,-1.69566,0.522366,-0.697691,0.468623,1.05074,-0.547313,-0.0454707,0.376543,0.384736,-0.528793,0.172086,0.661027,-0.493489,-0.0634277,1.84772,-0.734194,-1.16036,0.0445193,0.445912,-1.08296,-0.271368,0.815569,-1.17027,0.323157,0.473494,0.400181,1.17517,0.932995,0.0242284,0.392896,-0.765758,0.604023,0.422993,-0.955325,-0.0722732,0.434146,0.0341695,-0.0794913,-0.0193975,-0.0237342,-0.02907,0.00142054,-0.0313621,0.00447054,0.0411189,0.0149403,0.030992,-0.00440669,0.0403888,-0.0270925,-0.00809157,-0.00845126,1.11114,0.833398,0.190008,0.276261,1.40733,-0.096829,-0.167499,-0.305651,0.0941589,-0.125762,0.0844714,0.189401,-0.0986555,-0.0081963,0.0678735,0.0693503,-0.0953172,0.0310193,0.119153,-0.0889536,-0.0114331,0.33306,-0.132342,-0.209161,0.0080248,0.0803777,-0.195209,-0.0489154,0.14701,-0.210945,0.0582505,0.0853494,0.0721344,0.211829,0.168177,0.00436727,0.0708212,-0.231731,0.182787,0.128005,-0.289097,-0.0218711,0.13138,0.180254,0.302617
-210445,0.804594,0.0389112,7,191,0,210467,-3.46428,-2.56237,-1.74042,-1.50084,-1.51749,1.27047,-1.2609,0.320705,0.774776,-0.207981,-0.0445661,0.4301,0.4799,-0.495406,-0.509717,0.498051,-0.850994,0.258941,1.62006,-1.64629,-1.40296,-0.784198,0.315553,-1.92377,-1.19496,1.03886,-1.51344,0.275606,0.391477,1.17194,0.510074,1.13419,-0.712409,-0.225386,-0.407683,2.25978,1.83123,-1.04437,0.870976,1.92364,0.0343558,-0.0616524,-0.027445,-0.0118639,-0.0340387,-0.0104267,-0.0328666,0.0192824,0.0151792,-0.00610083,0.00438414,-0.00275463,0.0301691,-0.0286964,-0.00216191,-0.0058479,1.75112,1.80997,0.193014,0.211951,1.40996,-0.253854,-0.218909,-0.221338,0.185309,-0.183912,0.0467774,0.113007,-0.0303356,-0.00650032,0.0627335,0.0699972,-0.0722588,-0.0743462,0.0726446,-0.124124,0.0377686,0.236298,-0.240125,-0.204632,-0.114381,0.0460259,-0.280596,-0.174294,0.151526,-0.220748,0.0401994,0.0571,0.170937,0.0743983,0.165431,-0.10391,-0.0328743,-0.0642277,0.356012,0.288498,-0.164533,0.137216,0.303056,0.145858,0.157543
-210455,0.993125,0.0389112,7,255,0,210481,-3.45641,-2.56192,-1.0242,-1.34765,-0.83798,1.6138,-1.06346,0.635926,0.67072,0.473136,-0.575522,0.65191,0.137971,-0.277601,0.112594,0.674638,-0.556859,0.351397,2.09748,-0.63854,-1.33478,-0.297318,0.597745,-2.03648,-0.803615,0.532694,-1.82463,-0.295876,1.12236,0.906144,1.33082,0.973862,0.168532,-0.296783,-0.791133,2.10069,1.6688,-1.81793,0.388072,1.51347,0.0342858,-0.072587,-0.0194379,-0.00468178,-0.0306284,-0.00865164,-0.021875,0.0131972,0.0306929,0.00161889,0.0131157,0.00340814,0.0377044,-0.0278648,-0.00645468,-0.000796358,1.32784,1.38841,0.179142,0.175676,1.40897,-0.159224,-0.20951,-0.130275,0.250886,-0.165328,0.0988628,0.104272,0.073555,-0.0894722,0.101348,0.0214493,-0.0431566,0.0175042,0.104881,-0.0865709,0.0546292,0.326079,-0.0992692,-0.207508,-0.0462218,0.0929271,-0.316597,-0.124932,0.082814,-0.283662,-0.0459976,0.174486,0.140872,0.206893,0.151399,0.0262004,-0.0461386,-0.117951,0.313195,0.248805,-0.271039,0.0578583,0.225645,0.155463,0.149092
-210451,0.646477,0.0389112,7,127,0,210500,-3.43016,-2.55762,-1.24916,-0.985004,-2.69999,1.58497,-0.0751891,0.939061,0.865818,-0.843632,0.660427,0.0499574,0.712222,-0.400025,-0.128867,0.722071,-0.588549,0.333955,1.16071,-1.43232,-0.980696,-0.2503,1.00059,-1.95051,0.0629207,1.34921,-1.56174,0.447392,0.106632,0.83661,1.14156,0.832631,-0.265813,0.147537,-0.529325,1.18132,0.791901,-0.90956,0.466487,0.821256,0.0342571,-0.0782656,-0.0344208,-0.0246158,-0.0291684,0.000129529,-0.0353354,0.0108573,0.0182665,0.0108032,0.0207714,-0.0091243,0.0384566,-0.0302593,-0.00527915,-0.0131695,1.34179,0.468137,0.172401,0.178884,1.40856,-0.185916,-0.146601,-0.401846,0.235895,-0.0111906,0.139763,0.128862,-0.12556,0.0982931,0.00743529,0.106002,-0.0595367,-0.0191796,0.107468,-0.0875952,0.0497034,0.172751,-0.213176,-0.145959,-0.0372529,0.14892,-0.290299,0.00936465,0.200806,-0.232438,0.0665865,0.0158704,0.124515,0.169901,0.123923,-0.0395617,0.0219583,-0.138391,0.308854,0.207041,-0.237803,0.121962,0.214716,0.148833,0.261448
-210438,0.981019,0.0389112,7,127,0,210474,-3.46266,-2.55938,-1.10624,-1.5179,-1.69648,1.58858,-0.62825,0.709175,0.652645,-1.06132,0.604987,0.333153,0.529706,-0.100742,0.0404771,0.649223,-0.816706,0.39644,1.13482,-1.50923,-1.13538,-0.55735,0.875309,-1.54821,-0.334605,1.13384,-1.5625,-0.000377634,0.385479,1.24611,0.492926,0.821533,-0.511558,-0.140925,-0.378612,0.994791,0.699326,-0.7666,0.435397,0.742937,0.0343166,-0.0710774,-0.0252812,-0.0136364,-0.0262431,-0.00346237,-0.0323919,0.00805088,0.0225099,-0.000399162,0.0240683,0.00147187,0.0329499,-0.026713,-0.00429759,-0.00567116,1.38035,0.955877,0.172685,0.321026,1.4094,-0.162596,-0.223102,-0.249349,0.233491,-0.0923405,0.104235,0.0959261,-0.155993,0.0889213,0.048967,0.0778565,-0.0148071,0.00594934,0.0954231,-0.12004,0.058269,0.166797,-0.221828,-0.166879,-0.0819197,0.128653,-0.227557,-0.0491805,0.166652,-0.229658,-5.55048e-05,0.0566579,0.183153,0.0724506,0.120749,-0.0751891,-0.0207133,-0.124318,0.326642,0.229625,-0.251714,0.142963,0.243945,0.146981,0.328352
-210439,0.943485,0.0389112,7,127,0,210458,-3.36574,-2.55986,-1.50181,-1.023,-1.59659,0.725725,-1.31769,0.389602,0.93919,0.0694236,0.153733,0.387715,0.0668013,-1.00435,-0.202537,0.594394,-0.573032,0.330199,2.5187,-1.22243,-1.58381,-0.0828851,0.191461,-1.89568,-1.19015,0.869304,-1.36975,0.43322,1.01217,0.487591,1.53861,1.06646,-0.150186,-0.0101644,-0.71574,0.835344,0.427202,-1.3343,0.0556571,0.571565,0.0343539,-0.0697543,-0.0227711,-0.0217649,-0.0349389,0.00523015,-0.031637,0.0170414,0.02795,0.00438978,0.0137929,-0.0151572,0.0386253,-0.0330558,-0.00601441,-0.0111046,0.865223,1.19956,0.14253,0.296332,1.40993,-0.230122,-0.156754,-0.244644,0.111202,-0.201909,0.0596985,0.143912,0.0106377,0.0235564,0.0594093,0.0102359,-0.153896,-0.0310346,0.0910787,-0.0878053,0.0505961,0.385938,-0.187312,-0.242686,-0.0127004,0.0293375,-0.290473,-0.182366,0.133203,-0.209885,0.066382,0.155095,0.0747133,0.23576,0.163413,-0.0230129,-0.00155749,-0.193653,0.226013,0.115585,-0.361013,0.0150587,0.154644,0.153229,0.270563
-210444,0.963681,0.0389112,6,63,0,210470,-3.34453,-2.56308,-1.11571,-1.33321,-1.88997,1.65297,-0.936732,0.540429,0.693054,-0.281916,0.125439,0.420479,0.27676,0.146525,0.171139,0.649129,-0.698996,0.780382,1.6848,-1.5425,-0.925817,-0.284182,0.814146,-1.20682,-0.168065,1.3113,-1.40364,0.128872,0.275925,1.2728,0.30501,0.885762,-0.242045,0.491293,-1.16796,0.847597,0.554199,-1.23061,0.123523,0.481435,0.0343545,-0.0692422,-0.0184,-0.0112805,-0.0254763,-0.000885801,-0.0380231,0.00505638,0.0232734,0.00552564,0.0229651,-0.00184797,0.0406227,-0.0202661,-0.00451796,-0.0100303,2.94118,0.280302,0.271931,0.130118,1.40994,-0.176909,-0.211397,-0.299677,0.262098,-0.14853,0.0856914,0.109892,-0.0447011,0.0198898,0.066672,0.0438835,0.0232333,0.0271361,0.102927,-0.110834,0.123739,0.267145,-0.244581,-0.146799,-0.0450604,0.129093,-0.191356,-0.0266486,0.207923,-0.222564,0.0204343,0.0437512,0.201818,0.048363,0.140448,-0.0383792,0.0779003,-0.287046,0.208311,0.136204,-0.302444,0.0303579,0.118321,0.158562,0.245767
-210447,0.93566,0.0389112,7,127,0,210475,-3.26143,-2.56612,-0.938954,-0.900153,-1.31666,0.772115,-1.04221,0.362278,0.753042,0.048222,0.294081,0.356467,0.186436,-0.823373,-0.192803,0.607934,-0.666819,-0.1819,1.91444,-0.219342,-1.45009,-0.633394,0.203019,-1.7392,-0.879637,0.563002,-1.21427,0.406163,0.66369,0.252973,1.392,0.848636,-0.749693,-0.15821,-0.765146,0.234885,0.13175,-0.73152,-0.0663713,0.152418,0.0344157,-0.0710804,-0.0224821,-0.0152491,-0.0408534,-0.00607208,-0.0240547,0.0227495,0.024966,0.00291852,0.0197249,-0.00945107,0.027466,-0.0398778,-0.00243903,0.00271537,1.08548,0.896341,0.16668,0.474192,1.4108,-0.150216,-0.144009,-0.210643,0.123525,-0.166736,0.0579583,0.120474,0.0077147,0.0470479,0.0570286,0.0298265,-0.131725,-0.0308452,0.097259,-0.10668,-0.0291009,0.306278,-0.035091,-0.23199,-0.101332,0.0324795,-0.278241,-0.140727,0.0900706,-0.194263,0.0649791,0.106179,0.0404712,0.222696,0.135767,-0.119938,-0.0253109,-0.383232,0.117645,0.0659883,-0.36639,-0.0332428,0.0763403,0.159983,0.500862
-210438,0.940279,0.0389112,6,63,0,210477,-3.24874,-2.57479,-1.51407,-1.21959,-1.9234,1.53299,-0.736606,0.586195,0.675942,-0.228518,-0.118492,0.542623,0.345664,-0.320287,0.115071,0.582354,-0.665452,-0.0524326,2.56458,-1.09463,-1.18125,-0.212418,0.424233,-0.985339,-0.774378,0.32905,-1.48303,0.0623254,0.639064,1.3926,0.223244,0.712525,-0.694649,-0.567575,-0.943973,0.272693,0.0704593,-1.1274,-0.132249,0.0730365,0.0348061,-0.0673854,-0.0197689,-0.0174289,-0.0366976,-0.00588621,-0.0288071,0.0123915,0.0366099,0.00439942,0.0108608,-0.00680174,0.0360401,-0.0327858,-0.00248891,-0.00568809,0.712857,2.27962,0.141303,0.571409,1.41632,-0.253394,-0.20411,-0.321899,0.25656,-0.123278,0.098105,0.113125,-0.0382446,-0.0198307,0.0908129,0.05785,-0.053603,0.0192582,0.0974623,-0.111369,-0.00877507,0.429207,-0.183196,-0.197692,-0.03555,0.0709992,-0.164905,-0.129599,0.0550696,-0.248199,0.0104307,0.106953,0.233064,0.0373619,0.119248,-0.116256,-0.0949888,-0.357253,0.103202,0.0266658,-0.42667,-0.0500505,0.0276411,0.167359,0.378457
-210450,0.928479,0.0389112,6,63,0,210474,-3.1783,-2.56839,-1.70981,-1.06912,-0.903805,1.22969,-1.03695,0.66676,0.681899,-0.0581294,0.364652,0.494823,0.273716,-0.343054,0.23705,0.380775,-0.80902,-0.192044,2.38967,-1.4554,-1.13512,-0.505624,0.20411,-0.97492,-0.80946,0.353311,-1.01872,0.346997,0.608717,1.13967,0.271331,0.595582,-0.691818,-0.217118,-0.845633,0.073021,0.0423372,-1.24722,-0.378067,-0.070508,0.0347143,-0.0624475,-0.0232548,-0.0114553,-0.0370078,-0.0126586,-0.0331934,0.0148723,0.0399635,0.00263216,0.0109597,-0.00970405,0.0297771,-0.0314242,0.00237341,-0.00281927,0.614966,1.38163,0.143921,0.505346,1.41502,-0.313796,-0.196212,-0.165872,0.225681,-0.190308,0.122368,0.125147,-0.0106683,0.0669234,0.0908131,0.0502341,-0.0629596,0.0435051,0.0698824,-0.148477,-0.0352452,0.438569,-0.267105,-0.208326,-0.0927955,0.0374597,-0.178924,-0.148557,0.0648419,-0.186962,0.0636832,0.111716,0.209159,0.0497964,0.109305,-0.126967,-0.0398469,-0.363559,0.0313936,0.0182018,-0.536212,-0.162541,-0.0303131,0.183527,0.429925
-210437,0.846555,0.0389112,6,63,0,210478,-3.15251,-2.56775,-1.44414,-1.18642,-2.16814,0.39385,-0.796311,0.091744,0.288775,-0.0819004,-0.0233538,0.360383,-0.0272509,-0.478948,-0.368219,0.506836,-0.569976,-0.0833434,1.3267,-1.41354,-1.41913,-0.288061,0.546674,-2.11786,-0.819586,1.31907,-1.4569,0.238628,0.5264,0.357251,1.12153,0.882528,-0.966376,0.256069,-0.797566,0.0491548,-0.0757755,-1.13906,-0.382121,-0.102043,0.0345359,-0.0611646,-0.0354647,-0.0110281,-0.0280322,-0.0070937,-0.029395,0.0122953,0.02787,0.00948015,0.0175657,-0.00392712,0.0355514,-0.0300057,-0.00401856,-0.00358798,0.562134,1.52206,0.118969,0.548449,1.4125,-0.229151,-0.188258,-0.344034,0.062495,-0.126356,0.0145577,0.045822,-0.0129957,-0.00370571,0.0571845,-0.0043241,-0.0759981,-0.0584279,0.0804233,-0.0904422,-0.0132247,0.210518,-0.224296,-0.225184,-0.0457088,0.0867446,-0.336055,-0.13005,0.209307,-0.231177,0.0378648,0.0835276,0.0566875,0.177962,0.140037,-0.153342,0.0406323,-0.354558,0.0218518,-0.033686,-0.506369,-0.169872,-0.0453631,0.158677,0.44455
-210441,0.899453,0.0389112,6,63,0,210468,-3.11528,-2.55443,-1.85659,-1.80242,-1.03518,0.819308,-0.843401,0.891706,0.710938,-0.43754,0.11186,0.217559,0.166771,-0.248686,0.0907706,0.431933,-1.15909,0.195981,1.69361,-1.87893,-1.39605,-0.523376,0.530352,-1.38369,-0.707685,0.71139,-1.91424,0.143772,0.494816,1.73315,0.785841,0.653465,-0.877939,-0.231407,-0.712443,0.0323023,-0.0997743,-1.0062,-0.294693,-0.119487,0.0341732,-0.0719058,-0.0216657,-0.024307,-0.0352485,-0.000611288,-0.0365933,0.00906749,0.023054,0.0142758,0.0213493,-0.00205959,0.0370513,-0.0284647,-0.00970941,-0.00415551,0.514373,0.461586,0.100864,0.368424,1.40738,-0.261102,-0.253484,-0.145583,0.115224,-0.118612,0.125406,0.0999832,-0.0615338,0.0157315,0.0305965,0.023454,-0.0349741,0.0127656,0.0607452,-0.163009,0.027562,0.238182,-0.264245,-0.196334,-0.0736053,0.0745864,-0.194596,-0.0995257,0.100047,-0.26921,0.0202194,0.0695887,0.243743,0.110517,0.0919005,-0.12347,-0.0325441,-0.386342,0.0175168,-0.0541053,-0.545642,-0.159805,-0.0647952,0.140636,0.542277
-210444,0.797077,0.0389112,7,127,0,210472,-3.18942,-2.56766,-0.743731,-1.20024,-2.96668,1.55068,-1.25838,0.172819,1.0304,-0.092104,0.214463,0.660831,0.49257,-0.860952,-0.310054,1.02502,-0.747187,0.563251,2.53728,-1.11871,-1.5622,-0.300059,0.508904,-2.24621,-0.696436,1.35896,-1.11223,0.440174,0.79952,0.220929,1.33318,1.40951,-0.0441167,0.587093,-0.943096,0.103114,-0.101434,-1.23635,-0.367964,-0.109768,0.0343133,-0.0694142,-0.0242072,-0.0156212,-0.0281887,-0.00857115,-0.026417,0.0153844,0.0324496,-0.00353482,0.0128594,-0.0115098,0.0319991,-0.0294078,0.000783344,-0.00771688,0.734836,2.94806,0.111568,0.716466,1.40936,-0.0967964,-0.156211,-0.386113,0.201821,-0.163778,0.0224923,0.134107,-0.0119873,0.0279123,0.086007,0.0641079,-0.112053,-0.0403535,0.133406,-0.0972462,0.0733071,0.330227,-0.1456,-0.203321,-0.0390526,0.0662338,-0.292344,-0.090641,0.176869,-0.144757,0.0572885,0.104057,0.0287539,0.173513,0.183447,-0.00574178,0.07641,-0.393535,0.0430274,-0.0423264,-0.515902,-0.153544,-0.0458038,0.13015,0.41728
-210446,0.934037,0.0389112,6,63,0,210473,-3.17181,-2.56673,-0.53839,-1.12697,-2.75837,1.71863,-1.25837,0.215956,0.960953,0.0754217,0.309512,0.690336,0.400548,-0.881402,-0.138828,0.825093,-0.71768,0.556777,2.64772,-1.1389,-1.70548,-0.225395,0.533872,-2.21783,-0.756417,1.35883,-0.921494,0.415764,0.966315,-0.00911818,1.3296,1.29964,0.0767599,0.497717,-0.904139,0.0504895,-0.0406324,-1.23226,-0.462569,-0.124102,0.0344112,-0.0682158,-0.0228192,-0.0164037,-0.0283135,-0.00740201,-0.0258609,0.0160431,0.0302827,-0.00316629,0.0141291,-0.0108078,0.0323738,-0.0271709,0.00102965,-0.00907686,0.689214,3.80214,0.108607,0.85087,1.41074,-0.070433,-0.147432,-0.360855,0.224834,-0.164621,0.0282517,0.125713,0.00986678,0.0404909,0.0903109,0.0524004,-0.115306,-0.0181617,0.10794,-0.093888,0.0728384,0.346379,-0.148993,-0.223113,-0.0294865,0.069842,-0.29014,-0.0989556,0.177765,-0.120551,0.0543909,0.126415,-0.00119285,0.17394,0.170021,0.0100418,0.0651121,-0.394534,0.0220318,-0.0177305,-0.537716,-0.201849,-0.0541537,0.130822,0.436365
-210451,0.744174,0.0389112,7,127,0,210489,-3.25149,-2.55677,-2.07419,-1.36332,-0.695271,1.09706,-0.232184,1.31006,1.13618,-0.388835,0.372828,0.606367,0.497266,0.0771718,0.0872784,1.2045,-0.864127,0.539224,1.86175,-1.39118,-1.13057,-0.279622,0.899147,-1.24879,-0.415905,1.24999,-1.75882,0.524247,0.652036,2.04553,1.08791,1.07357,-0.823046,0.185937,-1.91163,0.481996,0.097806,-2.03697,-0.399982,0.171321,0.0342962,-0.070949,-0.0249608,-0.0217341,-0.0361146,-0.0028669,-0.0356238,0.00692397,0.0288242,0.0148239,0.0106638,-0.00131316,0.0420347,-0.0310149,-0.00805846,-0.00255019,1.80299,0.711808,0.172452,0.169188,1.40911,-0.266391,-0.175092,-0.0892945,0.140897,-0.0298197,0.168253,0.145921,-0.0499386,0.0478827,0.0778764,0.0638645,0.00991126,0.0112093,0.154695,-0.110981,0.0692532,0.239107,-0.178671,-0.145201,-0.0359122,0.115479,-0.160383,-0.0534152,0.160537,-0.225887,0.0673297,0.0837418,0.26271,0.139721,0.13788,-0.105705,0.0238801,-0.383346,0.0966565,0.0196134,-0.408482,-0.0802099,0.0343557,0.128431,0.200534
-210446,0.943471,0.0389112,7,127,0,210481,-3.33213,-2.56827,-0.457978,-1.00529,-2.66551,1.63483,-1.44483,0.137521,1.00052,-0.226287,0.324238,0.657084,0.622643,-1.08543,0.0729813,0.669784,-0.651851,0.555044,2.61762,-1.15415,-1.49756,-0.169398,0.325597,-1.96219,-0.587263,1.23762,-1.07804,0.37438,0.951055,0.154403,1.20967,1.13514,0.103525,0.515339,-1.15975,0.885911,0.368137,-1.68604,-0.291272,0.513353,0.0344793,-0.0721883,-0.0172669,-0.019196,-0.0280359,-0.00188933,-0.0229773,0.0175258,0.0233615,-0.00642219,0.0194997,-0.00897078,0.0309819,-0.0285543,-0.00118828,-0.00760455,0.876508,1.91057,0.12875,0.277139,1.4117,-0.0629817,-0.138249,-0.366565,0.224824,-0.198696,0.0189121,0.137592,-0.0311193,0.0445897,0.090363,0.0856267,-0.149269,0.0100365,0.0921096,-0.0896434,0.0763304,0.359979,-0.15872,-0.205946,-0.0232959,0.0447765,-0.269842,-0.0807612,0.170199,-0.148254,0.0514853,0.13079,0.0212338,0.166355,0.156106,0.0142369,0.0708701,-0.23253,0.177626,0.0738116,-0.338052,-0.0584001,0.102928,0.137521,0.200501
-210445,0.999657,0.0389112,7,127,0,210470,-3.31237,-2.55276,-1.59517,-1.55368,-0.58216,1.02657,-0.595201,1.0297,0.82981,-0.247781,-0.0726592,0.253507,0.0149056,0.0861449,-0.147806,0.664703,-0.798876,0.328707,1.55962,-1.62948,-1.3696,-0.835466,0.845555,-1.58286,-0.948361,0.990967,-2.06448,0.367222,0.34221,1.52222,0.924721,1.03061,-0.628491,0.210052,-0.888007,0.855025,0.709628,-1.88233,0.103968,0.559806,0.0342699,-0.0699621,-0.026739,-0.0212782,-0.0323146,-0.00457967,-0.037307,0.00831223,0.0324645,0.0159539,0.0111858,-0.00486036,0.0397658,-0.0274621,-0.00795374,-0.00622928,2.75011,1.07232,0.222304,0.216848,1.40874,-0.213835,-0.208274,-0.0780395,0.137613,-0.0797877,0.138034,0.111237,-0.0332155,-0.00974009,0.0339831,0.00199812,0.0115479,-0.0198136,0.0891046,-0.107091,0.0440637,0.20907,-0.218434,-0.183598,-0.111996,0.113348,-0.212186,-0.127129,0.132841,-0.276748,0.0492267,0.0458738,0.204056,0.12396,0.138156,-0.0842503,0.0281578,-0.185956,0.179049,0.148602,-0.394175,0.0217718,0.117228,0.134052,0.209408
-210441,0.828786,0.0389112,6,127,0,210473,-3.35058,-2.5584,-1.72688,-1.39889,-0.710589,1.08686,-0.666533,1.12961,0.951497,-0.432825,0.130946,0.342126,0.239144,-0.06648,-0.000586858,0.725173,-0.744665,0.0757016,1.63377,-1.35247,-1.53876,-0.990719,0.771126,-1.81359,-0.913202,0.910346,-1.94633,0.48157,0.446037,1.64591,1.18661,1.05457,-0.549076,0.356066,-0.965753,0.986642,0.725924,-1.41742,0.131587,0.590885,0.0343367,-0.0694313,-0.0295741,-0.0234275,-0.0318794,0.000172087,-0.0341753,0.0126874,0.0325103,0.0112659,0.0132932,-0.0105324,0.0393238,-0.0300198,-0.00883825,-0.00508698,3.1443,0.902413,0.250818,0.218327,1.40969,-0.244264,-0.19787,-0.100511,0.153734,-0.0942798,0.159781,0.134587,-0.0612222,0.0185221,0.048393,0.0338264,-0.00940347,-8.30099e-05,0.102574,-0.105331,0.0107078,0.231093,-0.191305,-0.217655,-0.140135,0.109074,-0.256529,-0.129171,0.128767,-0.275304,0.0681171,0.063091,0.232811,0.167844,0.149167,-0.0776657,0.0503648,-0.221958,0.226759,0.166838,-0.325764,0.0302426,0.135802,0.141448,0.229829
-210449,0.566183,0.0389112,6,63,0,210475,-3.43978,-2.54452,-1.46305,-1.4107,-2.28629,0.913778,-0.713622,0.333571,0.545528,0.189795,-0.445876,0.480209,0.634027,-0.889262,0.175852,0.598917,-0.850111,0.518702,1.87121,-1.66427,-1.5115,-0.89268,0.316765,-1.63651,-0.289875,1.0965,-1.2813,-0.226043,0.978847,0.418436,1.4514,1.07057,-0.491771,0.734769,-0.131693,0.693494,0.560111,-0.349464,0.285951,0.515189,0.0339538,-0.0654349,-0.00909545,-0.00644684,-0.0288137,-0.0180502,-0.0281991,0.00802258,0.0308793,0.0153284,0.0169526,-0.00599967,0.0383652,-0.0236362,0.0028372,-0.0126331,0.499076,0.374975,0.104144,0.29041,1.4043,-0.21568,-0.207963,-0.337041,0.134708,-0.105201,0.0491745,0.0804208,0.0279793,-0.0657302,0.0707915,0.0934672,-0.131094,0.0259238,0.0882914,-0.125322,0.0764661,0.275851,-0.245344,-0.222823,-0.131597,0.0466969,-0.241252,-0.0427329,0.161644,-0.188887,-0.033323,0.1443,0.0616852,0.213963,0.157822,-0.0724961,0.108318,-0.0624556,0.328891,0.265634,-0.165734,0.135613,0.24433,0.147418,0.474253
-210447,0.196353,0.0389112,7,127,0,210480,-3.42213,-2.5462,-1.23744,-1.27954,-1.54895,2.163,-1.14425,0.853858,1.28616,-0.16168,-0.363596,0.306049,0.0670445,-0.700952,-0.194455,0.738481,-0.67706,0.430547,2.5155,-1.1112,-1.49564,0.0299682,0.865667,-2.27707,-0.524168,0.445569,-1.83232,0.675468,0.014146,0.952479,0.422013,1.13339,-0.00821809,0.103283,-0.43947,1.05485,0.699429,-0.944219,0.351692,0.81977,0.0338543,-0.064494,-0.0328995,-0.0262955,-0.0402213,-0.00384701,-0.0322123,0.0118757,0.0222307,-0.00271617,0.0164149,-0.00664651,0.0276423,-0.0284943,-0.00998308,-0.00529972,1.03529,2.04755,0.136455,0.414907,1.4029,-0.165952,-0.171599,-0.207729,0.290079,-0.153454,0.11451,0.172486,-0.0216828,-0.0487616,0.041044,0.00899128,-0.0940042,-0.0260782,0.0990372,-0.0908,0.0577404,0.337352,-0.149022,-0.200579,0.00401902,0.116094,-0.305377,-0.0702958,0.0597549,-0.245731,0.0905866,0.00189711,0.127736,0.0565959,0.151999,-0.00110212,0.0138512,-0.127427,0.30586,0.202804,-0.273783,0.101976,0.237698,0.134109,0.289957
