# 0.0196813, 5.51996e-05, 0.119008, 0.0872881, 0.193737, 0.156093, 0.153294, 0.0591275, 0.0830038, 0.179892, 0.0993156, 0.0531159, 0.0662891, 0.0653219, 0.0496903, 0.0496282, 0.0397741, 0.060157, 0.137605, 0.138325, 0.0777723, 0.074313, 0.0626422, 0.0820247, 0.101475, 0.0756031, 0.0763947, 0.0594283, 0.0765847, 0.12682, 0.0620342, 0.0502033, 0.0891069, 0.0949394, 0.177825, 0.209977, 0.1804, 0.318708, 0.138518, 0.154318, 5.28133e-05, 3.57441e-05, 3.34274e-05, 3.72311e-05, 3.27123e-05, 3.38405e-05, 3.5743e-05, 3.72618e-05, 3.49869e-05, 3.62459e-05, 3.48122e-05, 2.87591e-05, 2.34526e-05, 2.11868e-05, 2.0044e-05, 2.28202e-05, 2.39534e-05, 2.26128e-05, 2.47033e-05, 0.658104, 0.604105, 0.182578, 0.250543
-351551,0.844357,0.0224549,7,255,0,351578,-3.20712,-2.54118,-1.10291,-1.62604,-2.95317,-0.346701,-0.760229,1.28337,1.36611,-1.26275,0.22999,0.730086,0.891449,-0.127149,-0.217859,1.3991,-0.453425,1.26235,2.56351,-1.72433,-1.11725,0.729472,1.58851,-0.935922,-0.484245,0.375074,-1.46873,0.145648,0.427421,1.47367,0.529939,0.960994,-0.791592,-0.606626,-1.14294,0.6288,0.391739,-2.28448,-0.380742,0.0854498,0.0312351,-0.0614285,-0.0141791,-0.0239711,-0.0324678,0.0117787,-0.0440946,0.073441,-0.0121424,0.018792,0.00910099,0.0117082,-0.00728753,0.0217956,-0.0339701,-0.00172546,-0.0120044,-0.0333749,-0.0243574,1.46858,1.1231,0.138489,0.272521,1.36663,-0.12604,-0.185822,-0.337484,-0.0396206,-0.086878,0.146662,0.156117,-0.144306,0.026283,0.0834333,0.101874,-0.0145305,-0.0248967,0.159887,-0.0518169,0.14426,0.292955,-0.197054,-0.127678,0.0833633,0.181533,-0.106956,-0.0553389,0.042863,-0.167845,0.0166445,0.0488452,0.168409,0.0605608,0.109821,-0.0904622,-0.0693246,-0.29391,0.161697,0.100737,-0.587461,-0.0979087,0.0219737,0.114279,0.257153
-351560,0.896733,0.0224549,7,127,0,351588,-3.24684,-2.54168,-1.087,-2.0119,-2.74026,-0.131761,-0.213465,1.12423,1.33335,-1.24805,-0.188905,0.619407,1.08701,-0.489153,-0.299281,1.72195,-0.166672,1.41916,2.59544,-1.80061,-0.883399,0.714502,1.21014,-1.12042,-0.63018,0.351591,-1.44674,0.408383,0.720938,1.1021,0.719575,1.08708,-0.625967,-0.932411,-0.98476,0.611821,0.408867,-1.68292,-0.0437234,0.207503,0.0312566,-0.0663998,-0.0211855,-0.017295,-0.0400421,0.00839273,-0.0545347,0.0722374,-0.00736202,0.0224769,0.0107733,0.0129959,-0.0109448,0.0235838,-0.037127,0.00156746,-0.0118345,-0.0319691,-0.0271321,2.3114,0.942084,0.168886,0.312158,1.36693,-0.12075,-0.223493,-0.304403,-0.0146367,-0.0237129,0.124885,0.148116,-0.13864,-0.0209846,0.068807,0.120751,-0.0543378,-0.0332457,0.191284,-0.0185149,0.157648,0.288316,-0.200022,-0.0981327,0.0793707,0.134429,-0.124462,-0.0700038,0.0390566,-0.160712,0.0453654,0.0800857,0.122428,0.0799342,0.120759,-0.0695357,-0.103577,-0.316709,0.196768,0.131496,-0.541245,-0.0140619,0.0667353,0.111085,0.321611
-351553,0.922511,0.0224549,7,127,0,351595,-3.24831,-2.54599,-1.27839,-1.17329,-2.95656,-1.1418,0.693965,0.88004,1.86474,-0.455509,-0.219824,0.885985,0.898881,-0.171711,-0.455617,1.17383,-0.267258,1.05231,1.98456,-1.28919,-1.4389,0.572787,1.51848,-1.12202,-0.689935,0.101079,-0.865326,0.386828,0.0887185,0.598639,0.57995,1.19806,-0.580072,-0.490703,-0.904329,0.710892,0.42777,-1.8694,-0.0779288,0.174191,0.0312359,-0.0712498,-0.00670184,-0.0330705,-0.0353157,0.00970483,-0.0367852,0.0711544,-0.00463939,0.0133996,-0.00150098,0.00545998,-0.010081,0.0266784,-0.0402518,-0.00746475,-0.0097165,-0.0199618,-0.0265554,1.21225,4.14706,0.146594,0.581976,1.36664,-0.170209,-0.156216,-0.393646,-0.152023,0.0923967,0.117171,0.248277,-0.0606479,-0.0292681,0.117963,0.11968,-0.0228621,-0.0606623,0.156287,-0.0355835,0.140107,0.26423,-0.171647,-0.19158,0.0762627,0.202175,-0.14939,-0.0918601,0.0134579,-0.115212,0.0515034,0.0118123,0.0797046,0.0772164,0.159514,-0.0772326,-0.0653337,-0.258441,0.20316,0.122249,-0.53424,-0.0222707,0.0497807,0.133143,0.285782
-351547,0.850525,0.0224549,7,127,0,351585,-3.29494,-2.54048,-1.04706,-1.27085,-2.62498,-0.546758,0.605031,1.02928,1.61979,-1.10901,-0.167171,0.648388,1.1977,-0.235819,-0.436826,1.46602,-0.074439,0.972171,2.17015,-1.36051,-0.957937,0.797406,1.31223,-0.863899,-0.69901,-0.0425192,-1.02979,0.0948536,0.199422,0.861148,0.688958,1.02909,-0.781271,-0.685789,-0.754678,0.567273,0.418278,-1.26828,-0.0893895,0.295279,0.0313039,-0.0792841,-0.0166665,-0.0268318,-0.0378859,0.0109941,-0.0459185,0.076808,-0.00903052,0.0186155,-0.00167729,0.00486058,-0.0078306,0.0265562,-0.0395212,-0.00657088,-0.0130129,-0.0172918,-0.0294088,3.02032,1.69756,0.236641,0.496585,1.36757,-0.142572,-0.173045,-0.357429,-0.074449,0.0823836,0.140151,0.220558,-0.151007,-0.0227627,0.0882873,0.163085,-0.0321101,-0.0594801,0.19962,-0.0101359,0.132375,0.295497,-0.185252,-0.130437,0.108578,0.178679,-0.117632,-0.0951802,-0.00578959,-0.140221,0.0129157,0.0271542,0.117258,0.0938114,0.140126,-0.106381,-0.0933799,-0.287636,0.216209,0.159421,-0.483388,-0.0340696,0.112542,0.136164,0.381137
-351548,0.948073,0.0224549,7,127,0,351583,-3.30085,-2.53925,-1.10357,-1.28835,-2.62167,-0.439189,0.304766,0.853417,1.72352,-1.28254,-0.167557,0.950022,1.08202,-0.413457,-0.526873,1.32069,-0.113412,1.03996,2.18371,-1.44795,-0.923801,0.59723,1.36668,-0.83858,-0.591568,-0.145111,-0.980241,0.257623,0.120773,0.487262,0.553453,0.800642,-0.716889,-0.922006,-0.556202,0.541021,0.350857,-1.23706,-0.0132404,0.197598,0.0313288,-0.0765826,-0.0136098,-0.025234,-0.0347783,0.0132548,-0.0440125,0.0778501,-0.00740421,0.012173,0.000886434,0.00638842,-0.00734866,0.0223567,-0.0377717,-0.00660531,-0.0101117,-0.0189179,-0.028526,3.58304,1.49506,0.264992,0.542872,1.36792,-0.154493,-0.180361,-0.367016,-0.0614836,0.0426652,0.119473,0.241281,-0.179547,-0.0234569,0.132997,0.151475,-0.0578812,-0.0737588,0.184887,-0.015877,0.145587,0.305705,-0.202704,-0.129326,0.0836082,0.191326,-0.117396,-0.0828157,-0.0203145,-0.137227,0.0360655,0.0169074,0.0682134,0.0774797,0.112085,-0.10036,-0.129075,-0.246945,0.240205,0.155775,-0.549234,-0.00587854,0.0877306,0.139993,0.443984
-351535,0.931578,0.0224549,7,127,0,351571,-3.33201,-2.54017,-1.30188,-1.48385,-2.38297,-0.893538,-0.185385,0.395558,1.26997,-0.781747,0.0149811,0.248167,0.503046,-0.151706,-0.149011,0.972578,-0.247564,0.651774,1.92123,-1.18717,-1.38801,0.733033,0.998708,-0.937768,-0.533041,0.498291,-1.15143,-0.0788691,0.137671,0.637689,0.1265,0.669092,-0.548789,-0.380655,-0.423282,0.601608,0.445138,-0.87886,0.166536,0.350785,0.0313694,-0.0606338,-0.0134072,-0.0236352,-0.0303172,0.00883247,-0.058288,0.0553824,-0.000146084,0.0174958,-0.00236987,0.0058435,-0.012089,0.0268266,-0.0329082,0.00316931,-0.00608487,-0.0242971,-0.0250706,1.54839,1.5254,0.199782,0.603204,1.36847,-0.20902,-0.238236,-0.382592,-0.14346,-0.0297641,0.0635079,0.203897,-0.125511,0.00240524,0.0398438,0.0807653,-0.0243567,-0.0239241,0.15615,-0.039747,0.104644,0.308458,-0.190603,-0.222848,0.11769,0.160345,-0.150561,-0.085581,0.0800019,-0.184865,-0.0126626,0.0221034,0.102383,0.0203099,0.107424,-0.0881094,-0.0611151,-0.20673,0.293823,0.217404,-0.429232,0.0813356,0.171322,0.160552,0.488397
-351530,0.907293,0.0224549,7,127,0,351558,-3.33466,-2.54084,-1.33823,-1.05058,-2.0349,-0.374962,-0.0229567,0.871296,1.28439,-0.626408,0.0305804,0.51935,0.455712,-0.167655,-0.371848,1.01351,-0.269415,0.731573,1.82406,-1.05048,-0.665958,0.553108,1.03798,-0.90164,-0.334325,0.0165084,-0.801262,0.0143579,0.0270835,0.429629,0.0780509,0.656803,-0.131248,-0.404369,-0.60655,0.813611,0.674118,-1.25714,0.246465,0.463941,0.0309681,-0.0648984,-0.0114634,-0.0205385,-0.0323598,0.00766789,-0.0541172,0.0616113,-0.00842306,0.0160396,0.0103633,0.00870134,-0.0138677,0.0258088,-0.034947,-0.00136933,-0.0158671,-0.0240115,-0.0294422,0.98016,1.24582,0.175439,0.389032,1.36299,-0.237142,-0.186169,-0.360596,-0.0664456,-0.00406807,0.154399,0.227601,-0.111003,0.00541903,0.092032,0.080755,-0.0297095,-0.0658937,0.1796,-0.047742,0.129639,0.323235,-0.186151,-0.118012,0.0980141,0.183936,-0.159776,-0.0592444,0.00292539,-0.141989,0.0025443,0.00479937,0.0761329,0.0138311,0.11639,-0.023258,-0.0716566,-0.211409,0.283579,0.23496,-0.438167,0.0859039,0.161704,0.177206,0.348544
-351533,0.782142,0.0224549,7,127,0,351559,-3.18316,-2.54373,-0.599873,-0.929146,-1.71915,-0.450001,0.168313,0.15457,0.903943,-0.304168,-0.071589,0.36442,0.352482,-0.276565,-0.173402,0.746122,-0.229703,0.454832,1.28864,-0.801286,-0.962965,0.573242,0.691691,-0.646217,-0.262823,0.360891,-0.719258,0.173116,0.356421,0.84893,0.120254,0.559369,-0.73406,-0.57598,-0.889579,0.290716,0.121952,-1.15596,-0.170171,0.0112119,0.031344,-0.0589739,-0.0165751,-0.0254326,-0.030503,0.00509618,-0.04928,0.0568552,-0.00971632,0.0143438,0.0019559,0.00477249,0.00294472,0.0271206,-0.0339432,0.000234091,-0.00384762,-0.0228656,-0.0216114,0.82853,1.76581,0.198326,0.628801,1.36812,-0.130703,-0.202446,-0.374576,-0.0980481,0.0366727,0.0336784,0.196955,-0.0662734,-0.0155981,0.0794014,0.0768002,-0.0602592,-0.0377816,0.162568,-0.0500486,0.0991008,0.280774,-0.174588,-0.209815,0.1249,0.150709,-0.140801,-0.057265,0.0786325,-0.156715,0.0377192,0.0776585,0.184968,0.0262015,0.121878,-0.15994,-0.125497,-0.420945,0.137566,0.0577074,-0.546996,-0.080524,0.00530545,0.217884,0.473196
-351532,0.876667,0.0224549,7,127,0,351564,-3.30807,-2.54877,-1.29137,-0.953748,-1.73803,-0.430278,-0.165393,0.62414,0.958858,-0.4744,-0.135494,0.272535,0.39487,-0.210712,-0.424535,0.814088,-0.270182,0.490006,1.30021,-0.858416,-0.794067,0.197098,0.772327,-0.87227,-0.626591,-0.158964,-0.742325,-0.0933894,-0.261547,0.397846,0.097287,0.39835,-0.14045,-0.388138,-0.925578,0.879543,0.655651,-1.43787,0.145104,0.435757,0.0313476,-0.0694735,-0.0102142,-0.0144411,-0.0358607,0.00961936,-0.0506493,0.062522,-0.00206949,0.0169707,0.000602994,0.0139914,-0.0143198,0.0255911,-0.0346492,-0.000894766,-0.00759947,-0.0191947,-0.0294749,0.658691,0.899761,0.173174,0.296529,1.36817,-0.275544,-0.203505,-0.37085,-0.0918102,-0.0352906,0.133175,0.204595,-0.101225,-0.0289109,0.058152,0.084255,-0.0449606,-0.0905848,0.173705,-0.0576498,0.104555,0.277432,-0.183164,-0.169433,0.0420555,0.164794,-0.18612,-0.133698,-0.0339188,-0.158393,-0.0199269,-0.0558074,0.08489,0.0207585,0.0849976,-0.0299683,-0.0828185,-0.289345,0.274955,0.204963,-0.449494,0.045361,0.136222,0.213374,0.312611
-351542,0.926067,0.0224549,7,127,0,351573,-3.4302,-2.54711,-1.32701,-1.38597,-2.27435,-0.673431,-0.0959496,0.13604,0.963716,-0.764281,-0.0556227,0.576229,0.191624,-0.640106,-0.355624,0.631847,-0.437392,0.475155,1.32394,-1.4639,-1.21791,0.431029,0.810881,-0.926508,-0.292392,0.265736,-0.982987,0.169191,0.19753,0.657186,-0.111645,0.643903,-0.941114,-0.780196,-0.450363,1.00008,0.875048,-0.851629,0.41046,0.679134,0.0313415,-0.0615539,-0.0159714,-0.0249822,-0.0316771,0.0131624,-0.0404051,0.0667727,-0.00489588,0.0118342,0.00901205,0.00514638,-0.0109071,0.0268474,-0.0371247,-0.00354889,-0.0180104,-0.0184446,-0.0207396,0.52955,0.540249,0.127426,0.300011,1.36809,-0.232369,-0.242694,-0.398256,-0.117923,-0.0168015,0.0238216,0.168754,-0.133832,-0.00973996,0.100902,0.0335549,-0.112088,-0.0622725,0.110641,-0.0765908,0.0832035,0.231832,-0.256341,-0.213266,0.0754766,0.141992,-0.162239,-0.0512001,0.0465325,-0.172129,0.0296266,0.034589,0.115079,-0.0195499,0.112752,-0.164796,-0.136619,-0.183824,0.408199,0.357167,-0.347608,0.167537,0.277201,0.175108,0.408169
-351551,0.875213,0.0224549,7,127,0,351581,-3.37527,-2.52364,-1.55199,-1.93898,-3.33532,-0.798004,-0.586131,0.701947,1.42258,-1.04538,-0.449889,0.00291125,0.375041,-0.554603,-0.942318,0.823772,-0.765341,0.551445,2.32024,-1.43696,-1.96211,0.167133,1.16005,-1.65503,-1.14083,-0.459955,-1.38299,-0.370719,-0.536987,0.798582,0.0742427,0.512212,-0.800642,-0.725033,-0.496575,1.17129,0.858285,-1.02188,0.564162,0.818506,0.0305613,-0.0655164,-0.0142242,-0.0204709,-0.0314711,0.000829309,-0.0571709,0.0685212,-0.00692787,0.017761,-0.00264187,0.00994846,-0.00830018,0.0244512,-0.0354318,-0.000102341,-0.000181225,-0.0262693,-0.0281347,1.47453,0.278159,0.165267,0.184135,1.35746,-0.211225,-0.263895,-0.453937,-0.108608,-0.0797724,0.095535,0.193613,-0.142276,-0.06123,0.000396221,0.0510431,-0.0754815,-0.12825,0.112115,-0.104163,0.0750517,0.315785,-0.19557,-0.267044,0.0227469,0.157883,-0.225249,-0.155267,-0.0625999,-0.188226,-0.0504548,-0.0730839,0.108687,0.0101044,0.0697121,-0.108968,-0.0986771,-0.17337,0.408935,0.299655,-0.356772,0.196967,0.285767,0.1361,0.349132
-351538,0.999924,0.0224549,8,383,0,351574,-3.1729,-2.54646,-1.25322,-1.177,-2.38699,-0.615086,-0.0288341,0.0833651,1.14621,-0.614354,-0.0707839,0.416589,0.205225,-0.395804,-0.425652,0.913668,-0.329354,0.582645,1.85821,-1.6608,-1.15778,0.564902,1.07081,-1.32039,-0.340901,-0.052536,-0.699892,0.091041,0.154014,0.863278,-0.0516847,0.890343,-0.885233,-1.206,-1.17123,0.414724,0.1783,-1.927,-0.386704,0.0120914,0.0314843,-0.0608485,-0.0193696,-0.0168761,-0.0299314,0.00913258,-0.0443078,0.0641446,-0.00355007,0.00827625,0.00489433,0.0109747,-0.00839055,0.0230456,-0.0381147,-0.000639985,-0.00985636,-0.0234386,-0.0292297,0.83326,3.66134,0.148196,0.602212,1.37004,-0.203458,-0.191083,-0.387523,-0.0998577,-0.00468114,0.0135341,0.186085,-0.099739,-0.0114916,0.0676323,0.0333177,-0.0642579,-0.0691036,0.148332,-0.0534698,0.0945911,0.301677,-0.269627,-0.187962,0.0917106,0.173844,-0.214363,-0.0553445,-0.00852911,-0.113626,0.0147803,0.0250037,0.140151,-0.00839089,0.144545,-0.143716,-0.195792,-0.368613,0.130523,0.0561152,-0.606474,-0.121705,0.00380547,0.162348,0.314724
-351535,0.734824,0.0224549,7,127,0,351569,-3.24775,-2.54319,-1.23281,-1.30183,-2.51823,-0.591221,-0.023797,0.435447,1.39883,-0.734636,0.434827,0.451948,0.483559,-0.290783,-0.377268,1.04115,-0.249991,1.05987,1.58329,-0.855987,-1.02007,0.711475,0.822031,-0.701309,-0.540146,-0.168617,-0.945544,0.408245,0.222382,0.803993,0.0672883,0.63627,-0.788085,-0.753963,-0.592006,0.381384,0.231039,-1.03697,-0.0520695,0.150186,0.0311442,-0.0706889,-0.01668,-0.0202105,-0.0385539,0.0109702,-0.057541,0.0571388,0.00122942,0.0222688,0.00245461,0.00653733,-0.00839162,0.0251578,-0.0354725,0.0023765,-0.00778841,-0.0260414,-0.0283448,0.408899,1.59187,0.106285,0.644063,1.36539,-0.20491,-0.216382,-0.418563,-0.0982688,-0.00395538,0.0723771,0.232504,-0.122106,0.0722739,0.0751197,0.0803738,-0.0483319,-0.0627069,0.173053,-0.0415518,0.176165,0.263164,-0.142276,-0.169549,0.118256,0.136632,-0.116567,-0.0897795,-0.0280263,-0.157162,0.0678558,0.0369628,0.133634,0.0111842,0.105756,-0.13099,-0.125319,-0.302204,0.194687,0.11794,-0.529346,-0.0265802,0.076666,0.166213,0.510475
-351539,0.982648,0.0224549,7,127,0,351566,-3.29361,-2.54349,-0.829616,-1.25488,-2.69461,-0.132248,0.669432,0.699654,1.42091,-0.634347,-0.297135,0.661496,0.352707,-0.460536,-0.234455,1.17993,-0.219841,0.296645,1.81262,-0.74696,-1.11379,0.868482,1.391,-0.969973,-0.6638,0.131972,-0.828346,0.00935067,-0.0700649,1.02136,0.247967,1.08703,-0.311355,-0.728323,-0.465158,0.414559,0.304118,-0.910322,-0.0685919,0.182895,0.0313957,-0.0613484,-0.0182884,-0.0212475,-0.0432544,0.00802434,-0.0442233,0.0766061,-0.00169794,0.0136114,0.00576932,0.0110453,-0.0134014,0.0217567,-0.042385,5.80232e-05,-0.00772885,-0.0222039,-0.0268231,1.01985,1.67837,0.151812,0.695445,1.36883,-0.124714,-0.188642,-0.405075,-0.0198805,0.100634,0.105177,0.213601,-0.0953599,-0.0446675,0.099441,0.0530215,-0.0692313,-0.035245,0.177376,-0.0330482,0.0445939,0.272487,-0.112289,-0.167433,0.130557,0.209106,-0.145814,-0.0997875,0.019839,-0.124523,0.00140566,-0.0105327,0.153539,0.0372763,0.16341,-0.0468052,-0.109487,-0.249701,0.222538,0.163253,-0.488668,-0.0368206,0.0981793,0.150328,0.536808
-351547,0.760897,0.0224549,7,255,0,351576,-3.38604,-2.53711,-0.977355,-1.2465,-2.7706,-0.103626,-0.102983,0.789604,1.71056,-1.00817,-0.35067,0.44848,0.608172,-0.129958,-0.234209,1.42206,-0.17033,0.336867,1.95805,-0.362603,-1.0969,0.461897,1.32916,-0.891607,-0.219242,0.646125,-1.13862,0.616514,0.15951,1.05162,0.0267681,1.00518,-0.390657,-0.692145,-0.259552,0.661249,0.58592,-0.827129,0.264088,0.422613,0.0308773,-0.0628529,-0.0194047,-0.0181584,-0.0334442,0.00326871,-0.0494974,0.0714588,0.0056919,0.00299974,-0.000205403,0.0134905,-0.00835898,0.0290798,-0.0387507,0.00228243,-0.0140168,-0.0237106,-0.0268293,0.759973,3.28807,0.131377,0.889765,1.36175,-0.147289,-0.187851,-0.417535,-0.0156167,-0.0155198,0.118995,0.257785,-0.151933,-0.0528466,0.0675869,0.0916527,-0.019585,-0.0352957,0.214307,-0.0256691,0.0507666,0.295083,-0.0546451,-0.165305,0.0696089,0.200307,-0.134367,-0.0330402,0.0973724,-0.171593,0.09291,0.0240385,0.158481,0.00403401,0.151483,-0.0588727,-0.104308,-0.127359,0.324466,0.287503,-0.405862,0.129585,0.207371,0.150702,0.490687
-351554,0.99503,0.0224549,7,255,0,351578,-3.2481,-2.52392,-1.10728,-1.347,-2.02653,-0.0843142,0.66607,0.981414,1.67502,-0.340559,0.617587,1.19912,0.899034,-0.158217,-0.15475,1.52353,0.0333188,1.73577,2.59792,-1.87149,-1.04365,0.99975,1.17783,-0.921327,-0.63202,0.184053,-0.731589,0.0557132,0.448402,1.46919,0.752114,1.06432,-0.579829,-0.235251,-0.703142,0.55602,0.364058,-1.55907,-0.0290783,0.174017,0.0305079,-0.063924,-0.0104195,-0.0257848,-0.0271754,0.00999896,-0.0496297,0.0631198,-0.0158932,0.0284691,0.00667589,0.00259999,-0.0103024,0.0241135,-0.0338452,-0.00411407,-0.0040616,-0.0202783,-0.0230542,2.72762,0.512334,0.228508,0.238163,1.35673,-0.153203,-0.186371,-0.28039,-0.0116657,0.0921571,0.135788,0.231755,-0.0471197,0.085449,0.165909,0.12439,-0.0218908,-0.0214111,0.210795,0.00460997,0.240161,0.359447,-0.258939,-0.144399,0.138325,0.162964,-0.127474,-0.087446,0.0254655,-0.101222,0.00770846,0.0620407,0.203277,0.104062,0.147259,-0.080225,-0.0325492,-0.23396,0.185007,0.121134,-0.518755,-0.00967533,0.0579014,0.13836,0.332734
-351554,0.987208,0.0224549,7,127,0,351582,-3.36743,-2.53179,-0.848164,-0.745097,-2.62635,-0.338405,-0.00595842,1.07459,1.91974,-0.192736,0.389254,0.667291,0.907576,0.162127,0.0843801,1.49066,0.308808,0.738688,2.20816,-0.182745,-0.728721,0.740617,1.8677,-0.382718,0.201839,0.976149,-0.743334,0.881439,0.552261,1.57958,0.215346,1.17673,0.193766,-0.235131,-1.00368,1.07249,0.680015,-1.9988,-0.057263,0.564556,0.0308337,-0.0662566,-0.0151308,-0.0185928,-0.0347698,0.00321143,-0.0520334,0.066397,0.00567225,0.001905,-0.00145402,0.0135443,-0.00977635,0.027191,-0.0386526,0.00149674,-0.0111525,-0.0240813,-0.0274994,0.731697,3.85585,0.131145,0.484993,1.36116,-0.130037,-0.114235,-0.402662,-0.051883,-0.000913522,0.164751,0.294327,-0.0295495,0.0596789,0.102306,0.139146,0.0248566,0.0129368,0.228543,0.0473453,0.113253,0.338546,-0.0280178,-0.111725,0.113548,0.286349,-0.0586768,0.0309451,0.149659,-0.113965,0.135139,0.0846704,0.242175,0.033016,0.180411,0.0297075,-0.0360493,-0.247897,0.264893,0.167955,-0.493678,-0.0141433,0.139438,0.153316,0.246988
-351553,0.974489,0.0224549,7,127,0,351592,-3.35167,-2.53637,-0.682412,-1.19199,-1.35189,-0.0179422,1.20105,1.14521,1.95706,0.0710731,0.520837,1.30836,0.903464,0.0979894,0.0566382,1.64397,0.148888,1.79482,2.77863,-1.37148,-0.689499,0.925483,1.66163,-0.979584,-0.173112,0.304649,-0.618277,0.28026,0.551453,1.51682,0.756223,1.37656,-0.540554,-0.203505,-0.462261,0.482689,0.419192,-0.900364,0.0376459,0.250615,0.0309737,-0.0611669,-0.0154963,-0.0251588,-0.0307789,0.00927498,-0.0465948,0.0685901,-0.0177028,0.0308318,0.00814658,-0.00216918,-0.00848193,0.025769,-0.0336135,-0.00306821,-0.00327376,-0.0216811,-0.0233304,2.48246,0.155345,0.211506,0.208614,1.36307,-0.0916068,-0.160012,-0.181477,-0.00240856,0.161229,0.153733,0.262715,0.00954083,0.0699171,0.175634,0.121281,0.0131541,0.0076031,0.220686,0.0199866,0.240936,0.373003,-0.184107,-0.0925582,0.124237,0.223057,-0.131499,-0.0232385,0.040896,-0.0829974,0.037622,0.0740269,0.203617,0.101515,0.184789,-0.0725638,-0.0273184,-0.244671,0.255484,0.221875,-0.476556,0.0199257,0.132648,0.13424,0.529292
-351553,0.898021,0.0224549,7,255,0,351593,-3.33709,-2.53612,-1.02126,-1.02089,-3.7152,-0.584069,-0.705134,0.996903,1.88163,-1.04917,0.720837,0.706857,1.43279,-0.161624,-0.0758414,1.66265,-0.231636,0.853776,2.10504,-0.942939,-1.11164,1.58739,1.61033,-0.675536,0.0429193,0.782967,-0.947702,0.631067,0.123766,1.37031,0.725355,0.911446,-0.36274,-0.784761,-0.633347,0.843289,0.757456,-1.25669,0.230263,0.467847,0.030953,-0.0622673,-0.012582,-0.0170081,-0.0357433,0.00339117,-0.0518406,0.0725145,0.000814416,0.0130016,0.00618435,0.00955496,-0.0112777,0.0269585,-0.0394999,0.000143876,-0.0136179,-0.0229302,-0.0299051,0.563239,0.550521,0.095818,0.230498,1.36278,-0.130388,-0.13034,-0.474333,-0.0745701,-0.0900269,0.127278,0.240235,-0.133951,0.0920318,0.0902468,0.182929,-0.0206351,-0.00968294,0.212276,-0.0295737,0.109005,0.268758,-0.120388,-0.141927,0.202667,0.205596,-0.086248,0.00547965,0.0999641,-0.120996,0.0805705,0.0158016,0.174952,0.0926086,0.116367,-0.0463123,-0.100193,-0.196753,0.261973,0.235308,-0.390398,0.0715326,0.14534,0.127673,0.310656
-351560,0.966644,0.0224549,7,255,0,351590,-3.40865,-2.52531,-1.21084,-1.7065,-3.60187,-1.23481,-0.992312,1.07224,2.39864,-0.859325,0.377543,0.746103,0.892201,0.0099306,-0.375197,1.44621,-0.0415041,1.27131,3.03462,-1.30161,-1.37463,1.88955,1.63407,-0.954443,-0.348968,0.738358,-1.47391,0.403926,0.103254,0.791957,0.34345,0.937193,-0.15724,-0.755016,-0.440312,0.911974,0.707343,-0.865955,0.326008,0.529535,0.0307955,-0.0688575,-0.0212156,-0.0241645,-0.0350446,0.0120288,-0.039974,0.0690391,-0.0149071,0.0153909,0.00630035,0.00459846,-0.0153897,0.0295409,-0.0338235,0.00224756,-0.00633632,-0.0263117,-0.0270792,1.16834,0.409146,0.122283,0.25735,1.36064,-0.136984,-0.193058,-0.407483,-0.139696,-0.112261,0.121304,0.27136,-0.0972162,0.0427118,0.0844072,0.100935,0.00112346,-0.0424464,0.163611,-0.00469539,0.143825,0.343309,-0.147252,-0.155513,0.213766,0.184864,-0.107977,-0.0394791,0.0835311,-0.166745,0.0456965,0.0116812,0.0895948,0.0388548,0.106025,-0.0177887,-0.0854156,-0.177152,0.366917,0.284587,-0.348402,0.131163,0.213049,0.113131,0.402332
-351556,0.88793,0.0224549,7,127,0,351586,-3.35005,-2.53378,-1.48716,-1.36769,-2.8241,-0.129465,0.730686,0.843349,1.77698,-0.519132,0.485124,0.943598,0.422087,-0.474561,-0.224611,1.74431,-0.289792,1.34722,2.17128,-1.80485,-1.22014,0.866209,1.49022,-1.41418,-0.058315,0.375015,-0.989585,0.414062,-0.00992272,2.25796,0.400643,1.31569,-0.451964,-0.1677,-0.978904,1.18019,0.835615,-1.80808,0.33983,0.632553,0.0310285,-0.0604176,-0.00392016,-0.0198684,-0.0240696,-0.000916267,-0.0526483,0.0641416,0.000783055,0.0193291,-0.00751931,0.0107445,-0.00511599,0.0233842,-0.0423564,-0.0023021,-0.00818396,-0.0190975,-0.0237659,1.30371,0.257162,0.145139,0.126298,1.36381,-0.189039,-0.173853,-0.358984,-0.0164568,0.0928806,0.107202,0.22588,-0.0659891,0.0616662,0.119945,0.0536533,-0.0603235,-0.0285513,0.221726,-0.0368367,0.171251,0.276,-0.229422,-0.155098,0.110108,0.189428,-0.179763,-0.00741267,0.0476698,-0.12579,0.0526332,-0.00126132,0.287019,0.0509275,0.167243,-0.057451,-0.0213171,-0.243799,0.293931,0.208113,-0.450307,0.0846357,0.157539,0.127114,0.249053
