# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = ModeloQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/sin_jer.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_1.json
# random
#   seed = 1973430008 (Default)
# output
#   file = /scratch/juandiaz/sinjer/sin_jer_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 b0a4f0db
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,alpha
-210686,0.80444,0.274637,4,15,0,210695,-3.1632,-2.53993,0.0334751,-0.0734702,-0.0374132,-0.0026452,-0.0379389,-0.00599311,-0.0264686,0.0246753,0.0192359,0.0156485,0.00445702,-0.00620308,0.041481,-0.0330415,-0.00645513,-0.00545893,1.39759
-210684,0.97872,0.274637,4,15,0,210698,-3.17049,-2.53138,0.0334909,-0.0744139,-0.0295634,-0.01257,-0.0382089,-0.0051433,-0.0488648,0.00190859,0.0219506,0.0118414,0.012313,0.00159564,0.0300146,-0.0347208,-0.00397722,-0.00302082,1.39781
-210684,0.999502,0.274637,4,15,0,210691,-3.18847,-2.5462,0.0337992,-0.067657,-0.0298924,-0.0178271,-0.0174294,-0.00141577,-0.0216315,0.0237886,0.0228106,-0.00443241,0.0226525,-0.0141663,0.0413296,-0.0204954,-0.00494221,-0.00870554,1.40213
-210684,0.997874,0.274637,4,15,0,210689,-3.19021,-2.54851,0.0338636,-0.0779898,-0.0306168,-0.0136991,-0.040357,-0.00659086,-0.0478631,0.00606317,0.0237256,0.0146632,0.0115475,0.00212351,0.0295672,-0.0359402,-0.00602444,-0.00419611,1.40303
-210686,0.924666,0.274637,4,15,0,210692,-3.20289,-2.55086,0.0341422,-0.0708915,-0.0283844,-0.0186654,-0.0187309,-0.000260161,-0.0232541,0.0200996,0.0218074,-0.0111584,0.0202346,-0.0162163,0.0401199,-0.0197378,-0.00411235,-0.00912507,1.40695
-210678,0.966923,0.274637,3,7,0,210690,-3.19519,-2.55633,0.0342108,-0.0682451,-0.0369063,-0.0106741,-0.0256135,-0.00421047,-0.031136,0.0119931,0.0224297,-0.000508429,0.026021,-0.0112283,0.0375,-0.0298802,-0.00281841,-0.0127587,1.40791
-210678,0.977663,0.274637,4,15,0,210684,-3.18269,-2.5495,0.0339688,-0.0775918,-0.0245649,-0.0152406,-0.0357172,-0.00893773,-0.0386082,0.0190018,0.0281234,0.011186,0.0215461,-0.00348266,0.0367834,-0.0266916,-0.0119478,-0.00563348,1.40451
-210678,0.960593,0.274637,4,15,0,210683,-3.18084,-2.53743,0.0337089,-0.0737518,-0.0224973,-0.0179084,-0.0245367,-0.0122515,-0.0304946,0.00746038,0.0282305,0.0058155,0.0251232,-0.00771682,0.0348724,-0.0300563,0.00336232,-0.0059075,1.40086
-210682,0.977048,0.274637,4,15,0,210687,-3.19924,-2.55761,0.0342545,-0.0764135,-0.0355045,-0.00833272,-0.0293892,0.00616411,-0.0369898,0.026216,0.0159787,0.00565138,0.0118634,-0.00563874,0.0416874,-0.0281348,-0.0113053,-0.00797717,1.40853
-210678,0.996817,0.274637,4,15,0,210685,-3.19575,-2.55003,0.0339298,-0.0750936,-0.0392526,-0.0117901,-0.0341615,0.00125181,-0.0346702,0.0193611,0.0179981,0.0103152,0.019256,-0.00849561,0.0386616,-0.0337247,-0.00430711,-0.00870022,1.40396
-210681,0.877728,0.274637,4,15,0,210686,-3.19301,-2.55587,0.0339248,-0.0854897,-0.027898,-0.0189611,-0.0355614,-0.00390147,-0.0305726,0.0166008,0.0291608,-0.00443859,0.0166324,-0.0106292,0.0416591,-0.0214579,-0.00775577,-0.00574447,1.40389
-210679,0.968455,0.274637,4,15,0,210691,-3.19415,-2.55112,0.0340076,-0.0754842,-0.0264579,-0.0151398,-0.0344338,-0.00590213,-0.0319455,0.00666416,0.0210079,-0.00361016,0.0172018,-0.0127935,0.0446287,-0.0220555,-0.00471811,-0.00650461,1.40505
-210681,0.921039,0.274637,4,15,0,210690,-3.18752,-2.55267,0.033974,-0.0744607,-0.0431644,-0.0181872,-0.0289601,-0.00511161,-0.0363518,0.00576109,0.0114965,-0.000316277,0.0211899,0.00220924,0.0352929,-0.0250637,-0.00542468,-0.0105823,1.40458
-210682,0.850701,0.274637,4,15,0,210695,-3.1655,-2.54227,0.0335578,-0.0692497,-0.0158246,-0.0131,-0.0292368,-0.00218849,-0.0346619,0.0209762,0.0326364,0.0102203,0.0162364,-0.0156749,0.0349236,-0.0323139,-0.00290345,-0.00206538,1.39875
-210684,0.996354,0.274637,4,15,0,210693,-3.20923,-2.56287,0.0343468,-0.0817461,-0.0332731,-0.0157183,-0.0308828,-0.0030274,-0.0358157,0.00249042,0.011652,-0.00955461,0.0127656,8.27843e-05,0.0363867,-0.0232981,-0.00317507,-0.0125532,1.40983
-210685,0.942351,0.274637,4,15,0,210696,-3.17909,-2.53807,0.0335391,-0.0659778,-0.016892,-0.0257983,-0.0223291,-0.0128147,-0.0259174,0.0229487,0.0172366,0.0192582,0.0220573,-0.0118395,0.0351702,-0.030832,-0.00273637,-0.000809867,1.39849
-210680,1,0.274637,4,15,0,210692,-3.17821,-2.54483,0.0336621,-0.0799215,-0.0351122,-0.018422,-0.0357318,-0.00103713,-0.0388252,0.00476461,0.0230201,0.00248576,0.0179244,-0.00194874,0.0360711,-0.0246842,-0.013933,-0.0133364,1.40021
-210680,0.923459,0.274637,4,15,0,210689,-3.18257,-2.54932,0.0339778,-0.0658746,-0.0232316,-0.0135,-0.0208975,-0.00777633,-0.03319,0.0220347,0.0246005,0.00699418,0.017067,-0.00786747,0.0340022,-0.0345653,0.00348576,-0.000819411,1.40464
-210682,0.981065,0.274637,4,15,0,210688,-3.15382,-2.52987,0.0332058,-0.080252,-0.0355482,-0.0176546,-0.0369735,-0.00175097,-0.0373327,0.00421025,0.0220892,0.00165898,0.0202391,-0.0064361,0.0366835,-0.0235964,-0.0123863,-0.0121726,1.39383
-210685,0.910709,0.274637,4,15,0,210692,-3.16045,-2.5316,0.0332215,-0.0854255,-0.0401193,-0.0227878,-0.0391576,-0.00568359,-0.0365449,0.00261022,0.0205794,0.00689928,0.0187816,-0.0127093,0.0366404,-0.0267545,-0.0103674,-0.013441,1.39405
-210678,0.999573,0.274637,4,15,0,210688,-3.17564,-2.53356,0.0334667,-0.0658543,-0.0219163,-0.0151319,-0.020276,0.00284799,-0.038485,0.0161867,0.0205147,0.00926138,0.0180855,-0.00466672,0.0323455,-0.0286429,-0.00278217,-0.00500855,1.39747
-210679,0.978433,0.274637,4,15,0,210683,-3.16522,-2.53865,0.0335503,-0.0654233,-0.0252495,-0.0213632,-0.0205221,-0.0146946,-0.0325306,0.0205821,0.0199873,0.00219123,0.0210593,-0.00950213,0.0364029,-0.0281706,-0.00285204,-0.00747613,1.39864
-210678,0.914816,0.274637,3,15,0,210686,-3.18597,-2.54401,0.0336759,-0.078915,-0.0255584,-0.00687241,-0.0336833,-6.91165e-05,-0.0310808,0.0105911,0.0198024,0.00929712,0.0135449,-0.0101428,0.0381298,-0.0309073,-0.00836936,-0.00883657,1.4004
-210680,0.980905,0.274637,4,15,0,210686,-3.18085,-2.53988,0.0336955,-0.0675179,-0.0249321,-0.027238,-0.0213311,-0.0048137,-0.0369174,0.0139184,0.0214277,0.00220444,0.0245986,-0.00032153,0.0294773,-0.0244192,0.000374315,-0.00876803,1.40068
-210678,0.951466,0.274637,4,15,0,210687,-3.17937,-2.54086,0.0336288,-0.0676078,-0.0268245,-0.0257645,-0.0221631,-0.00290571,-0.0357582,0.0186787,0.0195782,0.00272792,0.0221153,-0.000535686,0.0324905,-0.0249935,-0.000796767,-0.00961121,1.39974
-210680,0.930694,0.274637,4,15,0,210687,-3.2049,-2.55644,0.0342875,-0.084093,-0.0250896,-0.0145156,-0.0373836,0.00280487,-0.0375666,0.0149159,0.0351605,0.00418296,0.0160375,-0.00740229,0.0334601,-0.0293672,-0.00753593,-0.0119622,1.40899
-210683,0.939154,0.274637,4,15,0,210689,-3.18889,-2.55601,0.034117,-0.0570975,-0.02746,-0.00255165,-0.0242555,-0.00892748,-0.0261332,0.0165271,0.0166139,0.00654996,0.0133302,-0.00215251,0.0377469,-0.0319988,-0.00242762,-0.00450003,1.40659
-210682,0.993302,0.274637,4,15,0,210689,-3.16871,-2.54093,0.0336199,-0.0853839,-0.033056,-0.0275187,-0.030553,0.00030525,-0.0458013,0.0113416,0.0271368,0.00752927,0.0192182,-0.00855805,0.0295391,-0.0267625,-0.012132,-0.0102777,1.39962
-210682,0.898031,0.274637,4,15,0,210691,-3.18632,-2.55281,0.034056,-0.0601564,-0.0267013,-0.00378762,-0.0270934,-0.00674376,-0.0245439,0.0159031,0.0179451,0.00288312,0.0169359,-0.00577224,0.0401583,-0.0309037,0.00289697,-0.00293205,1.40573
-210679,0.959052,0.274637,4,15,0,210688,-3.19358,-2.54456,0.0338579,-0.0760547,-0.0284406,-0.0242811,-0.0307772,0.00321052,-0.0446709,0.00746856,0.017534,-0.0065076,0.019237,-0.00973666,0.0329483,-0.0264887,-0.00561608,-0.00897259,1.40295
-210679,0.914956,0.274637,4,15,0,210685,-3.20004,-2.55015,0.0340556,-0.0720197,-0.0284983,-0.0100269,-0.0288925,-0.0115879,-0.0283723,0.0128895,0.0263555,0.0162759,0.0125288,-0.00620507,0.0392406,-0.0225863,-0.00574755,-0.0019393,1.40573
-210680,0.980807,0.274637,4,15,0,210687,-3.16773,-2.52784,0.0333156,-0.0732353,-0.0274449,-0.0204594,-0.0292051,0.00386212,-0.0422691,0.017175,0.0194719,-0.00583015,0.0222177,-0.00946787,0.0360558,-0.0296122,-0.00165289,-0.0107656,1.39537
-210678,0.939459,0.274637,4,15,0,210688,-3.1949,-2.54935,0.0339099,-0.0739418,-0.0312275,-0.00797922,-0.031474,-0.0127802,-0.0279913,0.0122023,0.0271179,0.015274,0.0125642,-0.0068638,0.0326985,-0.028971,-0.00626055,-0.00340511,1.40368
-210681,0.915744,0.274637,3,15,0,210687,-3.17099,-2.54218,0.0334938,-0.0734931,-0.0251081,-0.0133603,-0.0252006,0.00469187,-0.0473531,0.0172029,0.0164357,0.00545447,0.029178,-0.00364295,0.0313298,-0.027471,-0.000628631,-0.00888712,1.39785
-210679,0.967877,0.274637,4,15,0,210688,-3.17845,-2.53947,0.0335427,-0.0728221,-0.0298594,-0.0150365,-0.0326079,-0.00134039,-0.0299739,0.0309029,0.0263012,0.00631928,0.0150525,-0.00582337,0.03882,-0.0280316,-0.00911871,-0.0040582,1.39854
-210689,0.89658,0.274637,4,15,0,210696,-3.16409,-2.5352,0.0333049,-0.0795199,-0.0176821,-0.00376049,-0.0287898,-0.0068061,-0.0384564,0.0103753,0.0311564,0.0098093,0.00996848,0.00115918,0.0311824,-0.0178706,0.0049786,-0.0151919,1.39522
-210686,0.928525,0.274637,4,15,0,210697,-3.1946,-2.5558,0.0339322,-0.0700153,-0.0387489,-0.0285446,-0.0336757,-0.00143322,-0.0301278,0.0117348,0.0123968,0.00211282,0.0226298,-0.0127318,0.0440064,-0.0258077,-0.00955298,0.00205577,1.404
-210686,0.843192,0.274637,4,15,0,210699,-3.20381,-2.55765,0.0340341,-0.0605564,-0.0268754,0.000504114,-0.0380331,-0.00916299,-0.0447441,0.0124929,0.0220859,0.0188648,0.0157435,-0.00377181,0.0371422,-0.0329831,-0.00289747,-0.012551,1.40543
-210681,0.998038,0.274637,4,15,0,210694,-3.18525,-2.54944,0.0338462,-0.0729687,-0.0393728,-0.0290175,-0.0185384,-0.000506298,-0.0362961,0.0220952,0.0284107,-0.00576149,0.0202402,-0.00557862,0.0338285,-0.0267877,-0.00777729,-0.00626028,1.40279
-210683,0.853504,0.274637,4,15,0,210692,-3.18037,-2.54606,0.0337855,-0.0759143,-0.0199103,-0.00269564,-0.0361106,-0.010089,-0.0276774,0.00412819,0.0208095,0.0145335,0.0153772,0.000264689,0.0387969,-0.0340907,-0.00759082,-0.00474347,1.40194
-210682,0.990295,0.274637,4,15,0,210690,-3.181,-2.54145,0.0337694,-0.0849253,-0.0269342,-0.0150889,-0.0201626,-0.00690533,-0.0379159,0.0235675,0.0286972,-0.00206304,0.014675,-0.014751,0.0300913,-0.0211881,-0.000323544,-0.00928857,1.40171
-210684,0.981104,0.274637,4,15,0,210692,-3.17313,-2.53922,0.0335535,-0.0578005,-0.0305856,-0.0167607,-0.0375303,0.00160741,-0.0346513,0.00177551,0.0186098,0.0139861,0.0249299,-0.000852216,0.0400401,-0.0345591,-0.00848191,-0.00735257,1.39869
-210677,0.909601,0.274637,3,15,0,210692,-3.184,-2.541,0.0337233,-0.0728881,-0.0262321,-0.0102268,-0.0285365,-0.0109191,-0.0252583,0.0156564,0.0235097,-9.18409e-05,0.0159649,-0.0139099,0.0329896,-0.0288397,-0.00517287,-0.00438059,1.40107
-210677,0.889186,0.274637,4,15,0,210685,-3.17829,-2.53909,0.0337267,-0.0687358,-0.0252197,-0.0236125,-0.022675,-0.00512558,-0.0393991,0.00736182,0.0231977,0.0106853,0.0257569,-0.00893412,0.0360131,-0.0297786,-0.00398723,-0.00471693,1.40111
-210679,0.897421,0.274637,4,15,0,210688,-3.19518,-2.55326,0.0341229,-0.0775323,-0.0266933,-0.0168393,-0.0307391,-0.00416348,-0.0265195,0.0193779,0.0213448,-0.00171432,0.0126946,-0.0046823,0.0300951,-0.0357768,-0.0095454,-0.00985397,1.40668
-210681,0.844861,0.274637,4,15,0,210691,-3.19551,-2.55146,0.0338909,-0.0630666,-0.0256839,-0.0170462,-0.022324,-0.00505295,-0.0361827,0.00343795,0.0194063,0.00140303,0.0261353,-0.0111903,0.0372745,-0.0215778,0.00040607,-0.00166672,1.40342
-210679,1,0.274637,4,15,0,210686,-3.19053,-2.55616,0.0339407,-0.077486,-0.0289417,-0.0136397,-0.0429073,0.00372753,-0.0372789,0.0171675,0.0287234,0.000991101,0.0213732,-0.00691561,0.0366933,-0.0334831,-0.00813773,-0.00625887,1.40411
-210678,0.996968,0.274637,4,15,0,210683,-3.18319,-2.55207,0.0339925,-0.0757268,-0.0330587,-0.0138014,-0.0200874,-0.00991616,-0.0363569,0.00827714,0.0158779,0.00540718,0.0148835,-0.00940278,0.03249,-0.0224093,-0.00146576,-0.00804054,1.40484
-210677,0.969933,0.274637,4,15,0,210684,-3.18272,-2.55128,0.0338098,-0.0713829,-0.0261689,-0.0171829,-0.0378376,0.00109992,-0.0343749,0.020004,0.0310922,0.00450004,0.0206235,-0.00508134,0.0375596,-0.0315242,-0.0073373,-0.00599169,1.40228
-210678,0.914488,0.274637,4,15,0,210685,-3.17791,-2.5456,0.0338874,-0.0739241,-0.0307924,-0.0117846,-0.0180652,-0.00956534,-0.0364554,0.00583851,0.0155124,0.00832683,0.0177533,-0.010127,0.0319178,-0.0247445,-0.00267645,-0.00861866,1.40337
-210689,0.809511,0.274637,4,15,0,210697,-3.14753,-2.53041,0.0331951,-0.0807253,-0.0273698,-0.013762,-0.0304971,0.0029415,-0.0370421,0.0209938,0.0359244,0.00817738,0.0297167,-0.00026834,0.0380657,-0.0309572,0.00180352,0.00362448,1.39368
-210685,1,0.274637,4,15,0,210694,-3.18391,-2.5431,0.0337699,-0.061225,-0.0299781,-0.0162208,-0.0283632,-0.00873356,-0.0364927,0.00668241,0.00966714,0.00246351,0.00377312,-0.0162063,0.0332673,-0.023488,-0.011034,-0.0150797,1.40172
-210682,0.974814,0.274637,4,15,0,210693,-3.17747,-2.54915,0.0338452,-0.0616878,-0.0227633,-0.0158856,-0.0289752,-0.0070114,-0.0315001,0.00738685,0.0161531,-0.00271815,0.00372005,-0.0109479,0.0346912,-0.0235247,-0.0077599,-0.0118621,1.40277
-210680,0.986624,0.274637,4,15,0,210687,-3.20189,-2.56253,0.0343556,-0.0821531,-0.0352827,-0.0133398,-0.0333103,-0.00485237,-0.0402859,0.0117908,0.0266815,0.014107,0.03092,-0.00491465,0.0368595,-0.030489,-0.00191319,-0.00220378,1.40995
-210682,0.967507,0.274637,4,15,0,210690,-3.14748,-2.5281,0.0331786,-0.0685016,-0.0187176,-0.0173531,-0.029736,-0.00562743,-0.0248652,0.017893,0.0203913,0.00184252,0.0128103,-0.00103731,0.0338535,-0.0274172,-0.00814825,-0.00739687,1.39345
-210684,0.677447,0.274637,4,15,0,210689,-3.15905,-2.53328,0.0330407,-0.0689452,-0.0211223,-0.0170644,-0.0271234,-0.00493206,-0.0253842,0.014232,0.0196802,0.00318722,0.0176528,-0.00206814,0.0341645,-0.0290445,-0.0115318,-0.00973842,1.39153
-210685,0.991755,0.274637,4,15,0,210691,-3.15209,-2.51984,0.0332779,-0.0709373,-0.0413161,-0.0133519,-0.0298788,-0.0040196,-0.0244316,0.0111003,0.0195439,0.00254829,0.0255561,-0.00361445,0.0343757,-0.0241114,-0.00978238,-0.00477039,1.39484
