# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = ModeloQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/sin_jer.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_1.json
# random
#   seed = 1973430008 (Default)
# output
#   file = /scratch/juandiaz/sinjer/sin_jer_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 b0a4f0db
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,alpha
-210680,0.973196,0.274637,4,15,0,210690,-3.18865,-2.54273,0.0337835,-0.0751031,-0.0250394,-0.00902167,-0.0303811,-0.0146681,-0.0350487,0.0225038,0.0265229,0.00160293,0.00466456,-0.0120539,0.0314098,-0.0245374,-0.00384306,-0.00186311,1.40191
-210682,0.923238,0.274637,4,15,0,210687,-3.18246,-2.55655,0.0340707,-0.0691966,-0.033425,-0.0205305,-0.0253489,0.00208407,-0.0374362,0.00839869,0.0174342,0.00374126,0.0316777,-0.00102417,0.0429776,-0.0313089,-0.00455744,-0.0103965,1.40594
-210681,0.811636,0.274637,4,15,0,210691,-3.1809,-2.53558,0.0334322,-0.0744177,-0.032735,-0.0110271,-0.0249486,-0.00456112,-0.0289261,0.0173175,0.0357656,0.0140265,0.0165026,-0.0103094,0.0342103,-0.0305526,-0.00238292,-0.000370082,1.39699
-210678,0.997005,0.274637,4,15,0,210690,-3.18951,-2.55299,0.0340229,-0.0709347,-0.0241742,-0.0202068,-0.0381103,-0.00989332,-0.0425913,0.0151959,0.016708,-0.00149041,0.0140989,-0.00579589,0.0334753,-0.0252008,-0.00679296,-0.00270473,1.40527
-210688,0.759836,0.274637,3,7,0,210694,-3.17976,-2.56093,0.0340608,-0.0685584,-0.0171951,-0.0236757,-0.0337523,-0.00422189,-0.0481093,0.0182777,0.0110474,-0.00160544,0.00674027,-0.00825703,0.0345955,-0.0224962,-0.0105228,-0.00191253,1.4058
-210688,0.958471,0.274637,4,15,0,210702,-3.20293,-2.54208,0.0339309,-0.0611491,-0.0189737,-0.0174811,-0.0181974,0.00210303,-0.0290909,0.00759827,0.0282742,0.0189614,0.00803448,-0.0012721,0.0342893,-0.0215014,-0.00214017,-0.00903456,1.40398
-210685,1,0.274637,4,15,0,210694,-3.18621,-2.53505,0.0336526,-0.0819001,-0.0380061,-0.016313,-0.0401259,-0.0122857,-0.043242,0.0152512,0.0176806,-0.00688874,0.0271676,-0.0082489,0.033323,-0.0321145,-0.00215576,0.000258421,1.40008
-210680,0.967411,0.274637,4,15,0,210693,-3.19115,-2.5422,0.0339211,-0.0659238,-0.0269938,-0.0162096,-0.0222036,0.000297238,-0.0310324,0.0131764,0.0259824,0.012856,0.0199979,-0.0013564,0.0403317,-0.0230037,-0.00931367,-0.010651,1.40384
-210685,0.873498,0.274637,4,15,0,210692,-3.17573,-2.5363,0.0333857,-0.0793276,-0.0265444,-0.0172713,-0.0346793,-0.0145775,-0.0323121,0.0114786,0.026173,-0.00264841,0.0216076,-0.0155823,0.0276922,-0.031522,-0.00146475,0.002215,1.39634
-210679,0.991063,0.274637,4,15,0,210692,-3.18538,-2.54844,0.0338418,-0.0808918,-0.0256474,-0.00914435,-0.0281984,-0.0144742,-0.0398692,0.0221382,0.0313877,0.00641294,0.015194,-0.00492971,0.0359535,-0.0292713,0.00103843,-0.0109179,1.40273
-210685,0.872228,0.274637,4,15,0,210692,-3.20689,-2.57078,0.0344544,-0.0736666,-0.028855,-0.0232853,-0.0313388,0.00447346,-0.026098,0.00182419,0.00989262,0.0115294,0.0224008,-0.00763559,0.0392723,-0.0271101,-0.00903878,-0.0009663,1.41135
-210683,0.997513,0.274637,4,15,0,210691,-3.20471,-2.55761,0.0342531,-0.070336,-0.036334,-0.00259939,-0.0313128,-0.0113066,-0.0506205,0.0207952,0.032392,-0.00231566,0.016778,-0.0101598,0.0337889,-0.0283618,-0.00204917,-0.00953959,1.40851
-210682,0.97717,0.274637,4,15,0,210691,-3.19045,-2.54582,0.0339559,-0.0770169,-0.0220357,-0.024752,-0.0246636,0.00273901,-0.0226043,0.00507707,0.0139901,0.0115286,0.0180083,-0.00215028,0.0327803,-0.0224317,-0.00756644,-0.00484085,1.40433
-210682,0.994572,0.274637,4,15,0,210690,-3.20362,-2.56258,0.0343139,-0.0707045,-0.0293566,-0.0108294,-0.0370238,-0.00315196,-0.0455663,0.022085,0.0309274,0.0058089,0.0157467,-0.00705502,0.0377251,-0.0323312,0.00718097,-0.00750998,1.40936
-210681,0.93592,0.274637,4,15,0,210688,-3.18016,-2.54317,0.0338356,-0.0760529,-0.0285873,-0.0203334,-0.021574,-0.00760332,-0.0246365,0.00598591,0.0156179,0.0046734,0.0194857,-0.00606867,0.0318565,-0.0246704,-0.015969,-0.00662885,1.40264
-210678,0.988504,0.274637,4,15,0,210690,-3.18438,-2.54325,0.0338895,-0.0702317,-0.0266363,-0.0115895,-0.033751,-0.0056934,-0.0458802,0.0253305,0.0291643,0.0033398,0.0130815,-0.00520371,0.0397211,-0.0256799,-0.00249868,-0.00475967,1.4034
-210685,0.917552,0.274637,4,15,0,210694,-3.19726,-2.54882,0.0341072,-0.0664803,-0.0250523,-0.0332287,-0.0280641,0.00347141,-0.0346338,0.00464145,0.0189483,0.00603312,0.0172072,-0.0035945,0.0356297,-0.0323468,-0.00141912,-0.0188829,1.40645
-210683,0.999363,0.274637,4,15,0,210693,-3.18922,-2.54369,0.0339302,-0.0815724,-0.0331718,0.00236403,-0.0317484,-0.0129403,-0.0387472,0.0194568,0.0267526,0.00395256,0.0170056,-0.00992128,0.0334351,-0.0259442,-0.00439024,0.00448813,1.40397
-210681,0.87145,0.274637,4,15,0,210693,-3.18879,-2.55381,0.033887,-0.0667735,-0.0262277,-0.0170147,-0.0389777,-0.00141971,-0.0270671,0.0155395,0.0326675,0.00852573,0.0219253,-0.00972901,0.0310037,-0.0190793,0.000500592,-0.00427054,1.40336
-210682,0.946482,0.274637,4,15,0,210694,-3.19302,-2.54849,0.0339627,-0.0763969,-0.0332942,-0.0191048,-0.0177432,-0.00399013,-0.047981,0.0213335,0.0145563,0.0124346,0.0182516,-0.00280164,0.0371974,-0.021107,-0.00178705,-0.00158955,1.40442
-210683,0.953054,0.274637,4,15,0,210692,-3.1654,-2.53892,0.0334988,-0.0621634,-0.0145678,-0.0116363,-0.0276493,-0.00073461,-0.0229266,0.00729692,0.0209903,0.00272155,0.0068766,-0.00520098,0.0332266,-0.0293302,-0.00915485,-0.0103279,1.39792
-210680,0.995817,0.274637,4,15,0,210689,-3.21053,-2.55893,0.0343655,-0.0777465,-0.0380941,-0.0114708,-0.0404062,-0.00702785,-0.0345441,0.0104042,0.0217798,0.00279495,0.0193046,-0.006611,0.0324944,-0.0222144,0.000610804,-0.00434567,1.41009
-210681,0.80797,0.274637,4,15,0,210693,-3.19943,-2.54875,0.0339068,-0.0764577,-0.023725,-0.0173914,-0.0174789,-0.00309793,-0.0298436,0.0185334,0.0325173,0.00114865,0.0154761,-0.0117171,0.04091,-0.0246879,-0.000214525,-0.00552244,1.40364
-210689,0.882375,0.274637,3,7,0,210700,-3.17572,-2.53874,0.0335091,-0.065637,-0.0257089,-0.0285642,-0.0426428,-0.00277566,-0.0359443,0.0200496,0.01927,0.00861312,0.0324377,9.02299e-05,0.0309911,-0.0272904,-0.0178604,-0.00957035,1.39807
-210686,0.977369,0.274637,4,15,0,210699,-3.1682,-2.53321,0.0334454,-0.0833891,-0.0309926,-0.0113532,-0.0215216,-0.00511511,-0.0331634,0.00455308,0.0196213,-0.0101258,0.0198868,-0.00963237,0.03582,-0.0283288,0.00717984,0.00242617,1.39718
-210691,0.800748,0.274637,4,15,0,210700,-3.2095,-2.55693,0.0344466,-0.061451,-0.015057,-0.0202626,-0.0377123,-0.00278308,-0.0411369,0.00322013,0.0237812,0.0125691,0.0169017,0.00604448,0.0280079,-0.0301759,-0.00805511,-0.0135511,1.41124
-210682,0.895653,0.274637,3,7,0,210697,-3.204,-2.56023,0.0339922,-0.0709776,-0.0239428,-0.0207495,-0.0383541,-0.00984937,-0.0346882,0.00929651,0.0313715,0.00910125,0.013313,-0.00538384,0.0352499,-0.0291443,-0.00513575,-0.0131084,1.40484
-210685,0.964908,0.274637,4,15,0,210691,-3.18599,-2.55225,0.0336642,-0.0739967,-0.0302016,-0.00679081,-0.0157404,0.000691657,-0.0351813,0.0202074,0.014137,0.00229861,0.019225,-0.00221826,0.0302222,-0.0346143,-0.00589839,0.000103468,1.40024
-210685,0.981806,0.274637,4,15,0,210691,-3.17934,-2.54101,0.034002,-0.0736262,-0.0283393,-0.0215919,-0.0414057,-0.00441752,-0.0336758,0.00647981,0.0338143,0.00366604,0.0144057,-0.0109279,0.0407155,-0.0205902,-0.00345513,-0.0141394,1.40498
-210685,0.977169,0.274637,4,15,0,210695,-3.16137,-2.52766,0.0335384,-0.0634646,-0.0378182,-0.00707706,-0.030225,0.00199605,-0.0290527,0.00578749,0.0232171,0.007744,0.0182897,-0.0044925,0.0369039,-0.0325346,-0.000149202,0.00041873,1.39848
-210687,0.876689,0.274637,4,15,0,210696,-3.17155,-2.53905,0.0332332,-0.0634574,-0.0271911,-0.0228982,-0.0318067,0.00715834,-0.0332536,0.020676,0.0223036,-0.00376041,0.01674,-0.0160286,0.0350767,-0.0262296,0.0022616,-0.00619597,1.39422
-210684,0.881317,0.274637,4,15,0,210693,-3.16703,-2.53008,0.0336673,-0.0712651,-0.0324737,-0.0205994,-0.0307279,0.00354169,-0.0305938,0.020357,0.0169244,-0.00309169,0.0168276,-0.0120532,0.0368324,-0.0215804,-0.000140918,-0.00265519,1.40028
-210681,0.995471,0.274637,4,15,0,210692,-3.17368,-2.53773,0.03353,-0.0747733,-0.0231824,-0.00966282,-0.0339901,-0.00583427,-0.0433846,0.00949218,0.0359346,0.00896423,0.0064205,-0.0029266,0.0349095,-0.0347074,-0.00837563,-0.00639983,1.39836
-210682,0.86694,0.274637,4,15,0,210693,-3.18028,-2.53979,0.0335684,-0.0669298,-0.0408978,-0.0220738,-0.0246537,0.00107054,-0.0246795,0.0178268,0.0163269,0.00388494,0.0273149,-0.0127417,0.0376974,-0.0254505,0.00209015,-0.00941047,1.3989
-210683,0.904212,0.274637,4,15,0,210690,-3.19855,-2.55745,0.0339799,-0.0745942,-0.0276221,-0.00411147,-0.0390663,-0.0110048,-0.0500331,0.0146084,0.0259349,0.00511058,0.00608897,-0.00350336,0.038574,-0.0269583,-0.0051332,-0.00302831,1.40467
-210682,0.991429,0.274637,4,15,0,210691,-3.18074,-2.54666,0.0339474,-0.0722908,-0.031645,-0.0271789,-0.0189393,0.00313746,-0.0209303,0.0112912,0.0212665,0.00463885,0.0271848,-0.0105595,0.0328595,-0.0291579,-0.00206455,-0.0104597,1.40421
-210681,0.967709,0.274637,4,15,0,210691,-3.17493,-2.53976,0.0337712,-0.07006,-0.0313783,-0.0126902,-0.0340852,-0.0159484,-0.0405689,0.00276374,0.0179626,0.00899474,0.0210301,-0.00528407,0.0383411,-0.0258484,-0.0142805,-0.00677145,1.40174
-210682,0.930423,0.274637,4,15,0,210689,-3.19711,-2.55664,0.0339526,-0.0655478,-0.026611,-0.0194486,-0.016207,0.000738655,-0.0257731,0.00807053,0.0207723,-0.00412654,0.0190028,-0.0080479,0.0373564,-0.0239862,-0.00986131,-0.00163179,1.40428
-210683,0.99316,0.274637,4,15,0,210692,-3.19266,-2.55046,0.0339793,-0.058068,-0.0314039,-0.0217845,-0.0416043,-0.0111384,-0.0328688,0.0265584,0.00996634,0.00179996,0.018539,-0.00615665,0.0325595,-0.0303354,-0.00570953,-0.0071231,1.40466
-210686,0.85088,0.274637,4,15,0,210697,-3.17144,-2.52625,0.033375,-0.0858462,-0.0336546,-0.00779705,-0.0209906,-0.00182564,-0.0302146,0.00203259,0.0430052,0.00328815,0.0163826,-0.00944829,0.0357155,-0.0295169,-0.00151608,-0.00550726,1.39619
-210681,0.991677,0.274637,4,15,0,210693,-3.20168,-2.55771,0.0341731,-0.062955,-0.0246461,-0.0148314,-0.035648,-0.00853253,-0.0376135,0.0192338,0.0121721,0.00965575,0.0125272,-0.000135744,0.0408683,-0.0277375,-0.000123691,-0.0116571,1.40738
-210680,0.826502,0.274637,4,15,0,210689,-3.20485,-2.56618,0.0343498,-0.0815784,-0.0235937,-0.0156268,-0.0290732,-0.00579526,-0.0377763,0.00761043,0.0298256,-0.00418467,0.0166354,-0.0043685,0.0299117,-0.0331225,-0.0037366,-0.00519224,1.40987
-210686,0.676847,0.274637,4,15,0,210698,-3.17879,-2.53893,0.0334252,-0.0763404,-0.0211889,-0.0157296,-0.0153809,-0.0176245,-0.0400974,0.0155968,0.0301422,0.0115815,0.0199837,-0.000582843,0.0266983,-0.0271272,-0.0049092,0.000954504,1.3969
-210690,0.985353,0.274637,3,7,0,210695,-3.16959,-2.53733,0.0337347,-0.0766464,-0.0239856,-0.025553,-0.0127847,-0.0137787,-0.0394818,0.0158003,0.0228621,0.00607933,0.0143609,-0.00025368,0.0227494,-0.0263783,-0.00629088,0.00418264,1.40122
-210683,0.989294,0.274637,4,15,0,210698,-3.19133,-2.55107,0.0341884,-0.0745826,-0.0249629,-0.0010417,-0.0363736,-0.00106278,-0.0338142,0.0186319,0.022731,-0.00222738,0.0121905,-0.0124849,0.0357955,-0.0312329,-0.00431615,-0.0170088,1.4076
-210682,0.995149,0.274637,4,15,0,210691,-3.17959,-2.54239,0.0338126,-0.0710496,-0.0340269,-0.0299337,-0.02326,-0.00689144,-0.0331429,0.0109069,0.0251464,0.0131313,0.0218256,-0.000944828,0.0390332,-0.0254913,-0.00219915,0.00407233,1.40232
-210681,0.932694,0.274637,4,15,0,210693,-3.17131,-2.53494,0.0336361,-0.0659582,-0.02644,-0.0148636,-0.0321024,-0.00874802,-0.0366361,0.00323656,0.0224109,0.000449475,0.0141446,-0.0114903,0.0289487,-0.022398,0.00283818,-0.00758824,1.39984
-210682,0.993541,0.274637,4,15,0,210688,-3.18655,-2.55564,0.0339851,-0.0760835,-0.0259332,-0.013714,-0.0269017,0.00449797,-0.0391599,0.0222772,0.0276349,0.0106763,0.0232309,0.00152233,0.0408724,-0.032555,-0.0127201,-0.00454808,1.40474
-210687,0.755973,0.274637,4,15,0,210702,-3.18483,-2.54691,0.0337565,-0.070704,-0.0430862,-0.0135867,-0.0353341,-0.00736373,-0.0278946,0.00264126,0.019388,-0.000910911,0.00743903,-0.0159142,0.0323831,-0.0385125,0.00275293,-0.00880342,1.40153
-210688,0.999352,0.274637,4,15,0,210695,-3.18996,-2.5477,0.0339927,-0.0723831,-0.0122219,-0.0134291,-0.0235684,-0.00792035,-0.0427325,0.0269134,0.025095,0.00998849,0.0270334,0.000660219,0.0379494,-0.0170861,-0.0118987,-0.00311359,1.40485
-210679,0.998174,0.274637,4,15,0,210695,-3.19375,-2.55028,0.0340376,-0.0689344,-0.0332072,-0.0250904,-0.0302868,-0.00481541,-0.0414095,0.0150523,0.0275679,0.00372441,0.0184512,-0.00851423,0.0356357,-0.0371211,0.0033763,-0.0110857,1.40548
-210680,0.902586,0.274637,4,15,0,210686,-3.2051,-2.55789,0.0343592,-0.077803,-0.0262941,-0.00648949,-0.0285134,-0.00227528,-0.0297333,0.0110861,0.0189105,0.00858771,0.0163605,-0.00534956,0.0352787,-0.0207189,-0.0126258,-0.00272564,1.41
-210681,0.997365,0.274637,4,15,0,210688,-3.16998,-2.53674,0.0335575,-0.0643558,-0.027957,-0.0164395,-0.0241476,-0.0113672,-0.0367117,0.00833971,0.0211035,0.0109714,0.0122457,-0.0121317,0.037547,-0.0329115,0.0046067,-0.0109933,1.39874
-210678,0.968388,0.274637,4,15,0,210687,-3.19556,-2.55383,0.03412,-0.0812854,-0.0317622,-0.0135661,-0.0359416,0.00199992,-0.0323496,0.017667,0.0248829,-0.00140064,0.02297,-0.00292218,0.0365448,-0.0298094,-0.00998601,-0.00284762,1.40663
-210682,0.68836,0.274637,4,15,0,210689,-3.16008,-2.53075,0.0331179,-0.0659049,-0.0264977,-0.0174768,-0.021869,-0.0124092,-0.0381351,0.00886305,0.0231158,0.010125,0.0123075,-0.0113411,0.0348657,-0.0299656,0.00172308,-0.0110023,1.39261
-210682,0.938139,0.274637,4,15,0,210691,-3.17192,-2.53045,0.0335876,-0.0714666,-0.0309569,-0.0182912,-0.0244032,-0.0085379,-0.028307,0.00782344,0.01483,0.0072284,0.0165919,-0.0113243,0.0276236,-0.0266899,0.00309168,-0.0136886,1.39917
-210688,0.983124,0.274637,4,15,0,210694,-3.1757,-2.54079,0.033474,-0.0711858,-0.0259319,-0.0180277,-0.026561,-0.01476,-0.0319614,0.00238324,0.0125641,0.010004,0.0138977,-0.00387073,0.0286517,-0.0277282,-0.00512946,-0.023023,1.39758
-210683,1,0.274637,4,15,0,210692,-3.18979,-2.55218,0.0339802,-0.0724344,-0.0371325,-0.00833143,-0.0281402,0.0048522,-0.0355619,0.0199933,0.0256539,-0.00147465,0.0189642,-0.00968399,0.0403571,-0.027455,-0.00579489,0.00781201,1.40467
-210681,0.905884,0.274637,4,15,0,210693,-3.19852,-2.55626,0.0341276,-0.0735013,-0.0274783,-0.0210401,-0.0227883,-0.00527889,-0.0391314,0.00900148,0.0269256,0.0130503,0.0157059,-0.0174854,0.0365957,-0.032392,0.0031351,-0.00923617,1.40674
-210682,0.813742,0.274637,4,15,0,210689,-3.18908,-2.55032,0.0341205,-0.0721589,-0.0311432,-0.0100656,-0.0353709,-0.00463699,-0.0307457,0.0184118,0.0187078,-0.000753326,0.0195883,0.00472551,0.033166,-0.0248436,-0.0125279,-0.00498023,1.40664
-210682,0.998788,0.274637,4,15,0,210686,-3.18013,-2.53983,0.0338259,-0.0772911,-0.0225967,-0.0206384,-0.0242148,-0.00356677,-0.0357216,0.00812674,0.0275242,0.00849308,0.021888,-0.017966,0.0428769,-0.02983,0.00106914,-0.00915104,1.4025
-210682,0.865467,0.274637,4,15,0,210692,-3.20394,-2.56167,0.0343397,-0.0707197,-0.0362705,-0.0105205,-0.0340734,-0.00622044,-0.0345249,0.0184542,0.0166794,0.000995275,0.0153241,0.00441766,0.0274766,-0.026688,-0.00997559,-0.00462326,1.40973
-210686,0.902045,0.274637,4,15,0,210696,-3.16245,-2.52918,0.033364,-0.0775208,-0.01737,-0.0261387,-0.0213103,0.00216581,-0.0303367,0.0112569,0.0332241,0.00783046,0.0148765,-0.0152814,0.045813,-0.0290257,-0.000538262,-0.00549324,1.39604
-210688,0.985176,0.274637,4,15,0,210694,-3.16235,-2.52778,0.033145,-0.0772109,-0.0199839,-0.0293924,-0.0151861,0.00264199,-0.0274136,0.00926717,0.0353547,0.00706136,0.0187914,-0.0113049,0.0418306,-0.02738,0.00156653,-0.00724081,1.39299
-210688,0.97818,0.274637,4,15,0,210695,-3.20825,-2.56312,0.0342152,-0.0697382,-0.0430026,0.000573069,-0.0369832,-0.0141475,-0.0373884,0.020781,0.0115212,-0.00287881,0.0145286,-0.00500726,0.0269008,-0.0276665,-0.00702998,-0.00928907,1.40797
-210682,1,0.274637,4,15,0,210694,-3.21067,-2.56698,0.0343127,-0.0788986,-0.0230051,-0.0313637,-0.0283716,-0.00239553,-0.0365071,0.0117082,0.0247413,0.00152704,0.0114621,-0.00266046,0.0329145,-0.0288479,-0.00824891,-0.00969181,1.40935
-210682,0.995108,0.274637,4,15,0,210688,-3.20482,-2.55607,0.0343666,-0.0722936,-0.0324458,-0.0231255,-0.0384065,-0.00418344,-0.0357314,0.00698565,0.0403868,0.00262107,0.0116194,-0.00340829,0.0334777,-0.0278441,-0.00582944,-0.0107032,1.41011
-210683,0.755962,0.274637,4,15,0,210690,-3.17175,-2.53278,0.033675,-0.0752999,-0.0321276,-0.00783499,-0.0181282,-0.00584294,-0.0337461,0.0145638,0.00873677,0.0089572,0.0210638,-0.00670711,0.034867,-0.0228972,-0.00482369,0.000383552,1.40039
-210683,0.999017,0.274637,4,15,0,210690,-3.18368,-2.54098,0.033526,-0.076816,-0.0297499,-0.0228358,-0.0405653,-0.000404207,-0.038251,0.0102508,0.0392343,0.00179219,0.0121414,-0.00623259,0.0361052,-0.0321275,-0.0044766,-0.0133958,1.3983
-210683,0.999554,0.274637,4,15,0,210688,-3.20108,-2.55481,0.0343642,-0.0678107,-0.0289113,-0.0102844,-0.0193159,-0.0088851,-0.0328078,0.0179322,0.00721858,0.00793643,0.0209203,-0.00805625,0.0334045,-0.0229363,-0.00506568,-0.00102367,1.41007
-210681,0.974855,0.274637,4,15,0,210693,-3.19893,-2.55045,0.0339092,-0.0791415,-0.029831,-0.0205325,-0.0386601,-0.00113384,-0.0380962,0.009152,0.0390414,0.00436028,0.0113597,-0.00520181,0.0357415,-0.0308338,-0.00420869,-0.0122873,1.40367
-210683,0.965161,0.274637,4,15,0,210692,-3.22127,-2.56026,0.0344763,-0.0669421,-0.0373567,-0.0149795,-0.0200837,-0.00634417,-0.0263446,0.0155217,0.0144435,0.00474283,0.0185678,-0.0114595,0.0351977,-0.0242386,-0.0066164,-0.00358588,1.41166
-210681,0.975397,0.274637,4,15,0,210689,-3.1938,-2.56343,0.0341959,-0.0673053,-0.0384663,-0.0237582,-0.0251939,-0.00748909,-0.0270548,0.0134882,0.0259447,0.0101448,0.00784925,-0.00681294,0.0402881,-0.027703,-0.00469612,-0.0118432,1.4077
-210682,0.98006,0.274637,4,15,0,210690,-3.17733,-2.53945,0.0336531,-0.0821466,-0.0254548,-0.00575524,-0.0341003,-0.00769585,-0.0396743,0.016319,0.0208324,0.0154791,0.0236122,-0.00962578,0.0318323,-0.0321049,-0.00226524,0.00448317,1.40008
-210681,0.984653,0.274637,4,15,0,210690,-3.18221,-2.54592,0.0337827,-0.0777243,-0.0357847,-0.016809,-0.0336178,-0.0177229,-0.0319625,0.00784082,0.0345001,0.00581618,0.0193939,0.00035654,0.0356071,-0.0195993,-0.00792013,-0.00491497,1.4019
-210684,0.962982,0.274637,4,15,0,210691,-3.18365,-2.54435,0.03382,-0.0780887,-0.0344979,-0.031053,-0.0345848,-0.0206361,-0.0402219,0.0115598,0.0283083,0.00996393,0.0197209,-0.00479584,0.0420935,-0.0204477,-0.00341013,-0.00861487,1.40242
-210683,0.992033,0.274637,4,15,0,210691,-3.21226,-2.5685,0.0344911,-0.0688767,-0.025899,-0.00247325,-0.0236316,0.00570824,-0.0300258,0.015732,0.0163657,0.00438453,0.0148079,-0.00951836,0.0282481,-0.0352817,-0.00515983,-0.00774493,1.41186
-210684,0.758977,0.274637,4,15,0,210693,-3.19264,-2.54927,0.0337824,-0.076553,-0.0338763,-0.0277363,-0.0394813,-0.00661233,-0.0447532,0.00662066,0.0244205,0.00797087,0.0238719,-0.00296445,0.0421215,-0.0184774,-0.00592959,-0.0048451,1.40189
-210679,0.967086,0.274637,3,15,0,210691,-3.17074,-2.53675,0.0333151,-0.0688625,-0.0397087,-0.0198575,-0.0279268,-0.00206489,-0.0382866,0.0170428,0.0285737,0.00245486,0.0130087,-0.00453522,0.0304159,-0.0298419,-0.00444093,-0.00654889,1.39536
-210680,0.965201,0.274637,4,15,0,210687,-3.18497,-2.54464,0.0337045,-0.0730587,-0.0278024,-0.0149601,-0.0218729,-0.00312412,-0.0329409,0.0177507,0.0261591,0.0173588,0.011585,-0.00940719,0.0361916,-0.0217394,0.00401609,-0.0031583,1.4008
-210678,0.960535,0.274637,4,15,0,210686,-3.18437,-2.54185,0.0336167,-0.0745388,-0.0265117,-0.0186066,-0.0349904,-0.00682457,-0.0386163,0.00854596,0.0194143,-0.00926451,0.0223704,-0.0100642,0.0326837,-0.0295081,-0.00451384,-0.0092993,1.39957
-210681,0.96599,0.274637,4,15,0,210688,-3.1911,-2.54494,0.0337665,-0.0751248,-0.0205527,-0.0110352,-0.0231301,0.000870694,-0.0287791,0.00896366,0.0259608,0.0188517,0.0122871,-0.00590751,0.0359542,-0.0190894,-0.00588162,-0.00535536,1.40167
-210684,0.92721,0.274637,4,15,0,210695,-3.17091,-2.54783,0.0336044,-0.0674837,-0.0257157,-0.0194101,-0.0299665,-0.0165748,-0.0407615,0.00519319,0.0296645,0.00813114,0.0043664,-0.00598217,0.03973,-0.0351124,-0.00133485,-0.0021904,1.3994
-210689,0.771793,0.274637,4,15,0,210698,-3.19541,-2.53938,0.0336696,-0.0706898,-0.0226474,-0.00918557,-0.0255469,-0.0170651,-0.0273427,0.0111021,0.0369489,0.00480448,0.00289406,-0.0146216,0.0385783,-0.0244232,-0.00961152,0.000162679,1.40031
-210686,1,0.274637,4,15,0,210694,-3.18959,-2.53577,0.0337307,-0.067629,-0.0242145,-0.0103863,-0.0202937,-0.0152873,-0.0337219,0.0150371,0.0398347,0.00422254,0.00861211,-0.014986,0.0385339,-0.0241312,-0.00946709,-0.00167477,1.40117
-210686,0.995552,0.274637,4,15,0,210693,-3.18815,-2.53472,0.0336286,-0.0668188,-0.0232535,-0.0103296,-0.0186686,-0.0134417,-0.0316136,0.0144023,0.0382517,0.00590027,0.0132062,-0.0156443,0.0403097,-0.0245262,-0.00919037,-0.00108445,1.39974
-210678,0.996445,0.274637,4,15,0,210695,-3.18429,-2.54812,0.0338794,-0.0705906,-0.0323747,-0.0137821,-0.0379569,0.00169559,-0.0365549,0.00946375,0.0196123,0.00763717,0.0106677,0.00124732,0.0312369,-0.0321366,-0.00392852,-0.00431028,1.40325
-210680,0.950594,0.274637,4,15,0,210685,-3.18554,-2.53995,0.033709,-0.0733604,-0.030253,-0.0179011,-0.01176,-0.0106853,-0.0386828,0.018259,0.0247792,0.00224286,0.0199406,-0.0142903,0.0334315,-0.027991,-0.00269158,-0.00774473,1.40087
-210682,0.928017,0.274637,4,15,0,210689,-3.18302,-2.55016,0.0338036,-0.0660867,-0.0319133,-0.0258104,-0.0239614,-0.00526331,-0.0339849,-0.000576964,0.0153667,-0.00171236,0.0302674,-0.0058034,0.031576,-0.0311819,-0.00668933,-0.008429,1.40219
-210676,0.838638,0.274637,3,7,0,210688,-3.18826,-2.54552,0.0337471,-0.0671121,-0.0280729,-0.0184682,-0.0271126,-0.00631921,-0.0369498,0.0141247,0.0167722,0.0123938,0.0217306,-0.00663873,0.0379914,-0.0308445,-0.00560593,-0.0058653,1.4014
-210678,0.975478,0.274637,4,15,0,210682,-3.16844,-2.53692,0.0334053,-0.0751129,-0.02804,-0.0193569,-0.0214124,-0.00462856,-0.029096,0.0214442,0.0205853,0.0107961,0.0157523,-0.00969887,0.0387193,-0.0263229,-0.000395149,-0.00946348,1.39662
