# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = ModeloQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/sin_jer.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_3.json
# random
#   seed = 1973430025 (Default)
# output
#   file = /scratch/juandiaz/sinjer/sin_jer_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 b0a4f0db
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,alpha
# Adaptation terminated
# Step size = 0.267274
# Diagonal elements of inverse mass matrix:
# 0.00018828, 9.93915e-05, 8.11692e-05, 4.90669e-05, 5.0076e-05, 5.32697e-05, 5.51778e-05, 5.9236e-05, 5.00262e-05, 5.2293e-05, 5.22431e-05, 4.64494e-05, 4.78576e-05, 3.01989e-05, 2.80462e-05, 3.24298e-05, 3.12916e-05, 2.50562e-05
-210687,0.839924,0.267274,3,7,0,210700,-3.18572,-2.54668,0.0339598,-0.0687327,-0.0269303,-0.0369748,-0.0312817,-0.0110992,-0.0529841,0.0113555,0.0362184,0.0125903,0.0176696,-0.00964794,0.0304404,-0.0312947,-0.00707707,-0.0102567,1.40438
-210683,1,0.267274,3,7,0,210690,-3.18776,-2.54928,0.0339194,-0.071362,-0.0264572,-0.0309231,-0.0299693,-0.00393844,-0.0529474,0.0138623,0.0322118,0.0139857,0.0175707,-0.00722246,0.0307313,-0.032659,-0.00710613,-0.0104672,1.40382
-210679,0.959485,0.267274,4,15,0,210689,-3.17746,-2.54541,0.0338343,-0.0660227,-0.0243532,-0.0201466,-0.0383896,-0.00664935,-0.0421977,0.0199621,0.0231573,0.00995068,0.0233576,-0.00947898,0.0353851,-0.0255832,-0.00176748,-0.0130465,1.40262
-210679,1,0.267274,4,15,0,210684,-3.17725,-2.54342,0.0337823,-0.0814814,-0.0307794,-0.0124872,-0.0217865,-0.00490727,-0.0293869,0.00677003,0.0217611,0.000138395,0.0099609,-0.00657773,0.0396518,-0.0337568,-0.00416413,0.000506991,1.40189
-210681,0.873233,0.267274,4,15,0,210691,-3.18041,-2.54319,0.0338073,-0.064756,-0.0278515,-0.0191771,-0.0362459,-0.00205817,-0.040562,0.0209035,0.0247523,0.0100604,0.0248618,-0.0136209,0.0323645,-0.023316,-0.0113036,-0.0134306,1.40224
-210681,0.981236,0.267274,3,7,0,210687,-3.18559,-2.54753,0.0338153,-0.0647788,-0.0324399,-0.0235337,-0.0396132,-0.00170078,-0.0407177,0.0153923,0.0240049,0.0117568,0.0140467,-0.00649606,0.0339019,-0.018297,-0.00969832,-0.0141909,1.40235
-210676,1,0.267274,4,15,0,210685,-3.18493,-2.54508,0.0338233,-0.0736522,-0.034509,-0.0138321,-0.0241724,-0.00257296,-0.0439859,0.01271,0.0176821,0.013491,0.0199003,-0.00696986,0.0341971,-0.0272009,-0.000597616,-0.00351784,1.40247
-210680,0.911024,0.267274,4,15,0,210684,-3.17637,-2.54201,0.0335904,-0.060165,-0.0264984,-0.0256139,-0.0361808,-0.00543174,-0.0387523,0.0197063,0.0313781,0.00748498,0.014347,-0.00475987,0.0335557,-0.0307541,-0.00815883,-0.00184819,1.3992
-210682,0.944743,0.267274,4,15,0,210688,-3.19001,-2.5533,0.033921,-0.0859527,-0.0321636,-0.00480072,-0.019998,-0.0033513,-0.0321422,0.00602541,0.01563,0.00180958,0.0203293,-0.00983438,0.0332518,-0.0251364,0.00230476,-0.0121487,1.40384
-210684,0.970278,0.267274,4,15,0,210690,-3.19721,-2.55545,0.0341056,-0.0608331,-0.026301,-0.0264978,-0.0393908,-0.0044697,-0.0379022,0.0214785,0.0313871,0.00828587,0.0150502,-0.00279776,0.0347556,-0.0290296,-0.0147919,0.000412434,1.40643
-210680,0.78945,0.267274,4,15,0,210693,-3.1958,-2.54892,0.0340251,-0.0769744,-0.0314733,-0.0191505,-0.0184282,0.00336475,-0.0237865,0.0120508,0.0268195,0.0044091,0.0222002,-0.00205685,0.0401075,-0.0284285,0.00204717,-0.00564425,1.4053
-210681,0.95446,0.267274,4,15,0,210690,-3.16343,-2.53902,0.0335198,-0.0660517,-0.032003,-0.0066371,-0.0156369,-0.00244445,-0.0327459,0.00670818,0.0168726,0.00968098,0.0117664,-0.00747907,0.0322743,-0.0258893,-0.00798099,-0.0029684,1.39822
-210682,0.995347,0.267274,4,15,0,210689,-3.17599,-2.53468,0.0335713,-0.0832825,-0.0270641,-0.0162841,-0.0415967,-0.0101486,-0.0223094,0.0174727,0.0289646,-0.000245504,0.0261715,-0.00794931,0.0416509,-0.0296489,-0.00630253,-0.00452039,1.39894
-210681,1,0.267274,4,15,0,210687,-3.1977,-2.55442,0.0340841,-0.0662101,-0.0366479,-0.0130512,-0.0147785,-0.000927877,-0.0438829,0.0116832,0.0200773,0.00875031,0.00847394,-0.00565958,0.0291068,-0.0262896,-0.00281789,-0.00856022,1.40613
-210681,0.939491,0.267274,4,15,0,210688,-3.20465,-2.55748,0.0341955,-0.0805043,-0.0232309,-0.0181961,-0.0445448,-0.00803111,-0.0269851,0.0158245,0.0274619,0.00106058,0.0270021,-0.00655908,0.0414229,-0.0281238,-0.00586748,-0.00444936,1.4077
-210678,0.796139,0.267274,3,15,0,210691,-3.179,-2.54806,0.0338222,-0.0811065,-0.0265142,-0.0106422,-0.0378898,-0.00076671,-0.0363745,0.0138477,0.0284703,0.00842684,0.0146279,0.000318858,0.0363083,-0.0299105,-0.00452045,-0.00191943,1.40245
-210678,0.941942,0.267274,4,15,0,210683,-3.17822,-2.53582,0.0335461,-0.0669999,-0.0266373,-0.0195191,-0.0310056,-0.00353903,-0.0347332,0.00323939,0.0188796,0.00411723,0.0118509,-0.011151,0.0315117,-0.0206595,-0.00441674,-0.00763185,1.39858
-210683,0.847475,0.267274,4,15,0,210692,-3.18784,-2.53698,0.0337155,-0.067481,-0.0327345,-0.0216007,-0.0215785,-0.00322814,-0.0420316,0.0096762,0.0225727,-0.00932084,0.0189468,-0.0141477,0.0255738,-0.0264534,-0.0047774,-0.00646473,1.40096
-210684,0.985502,0.267274,4,15,0,210694,-3.19814,-2.54565,0.0339008,-0.0788523,-0.0253133,-0.0108217,-0.0384237,-0.0019419,-0.0279598,0.0190409,0.0231894,0.0203649,0.0156253,-0.000814214,0.0445998,-0.029115,-0.00746273,-0.00861728,1.40356
-210683,0.94687,0.267274,4,15,0,210691,-3.18199,-2.53288,0.0337154,-0.067842,-0.0331299,-0.0189517,-0.0187049,-0.00471793,-0.0427223,0.00808192,0.0236899,-0.0100598,0.0193706,-0.0123566,0.0278015,-0.0265331,-0.00518701,-0.00669635,1.40096
-210681,1,0.267274,4,15,0,210689,-3.16598,-2.54029,0.0336923,-0.068706,-0.0191645,-0.0153475,-0.0254595,-0.00910872,-0.0301953,0.0220159,0.0183948,0.00925859,0.018812,0.00142219,0.0383103,-0.029045,-0.00636893,-0.00786197,1.40063
-210677,0.988576,0.267274,4,15,0,210687,-3.18762,-2.55531,0.0340706,-0.0710876,-0.0350573,-0.018941,-0.0331294,0.000267573,-0.0362104,0.0123283,0.0327544,0.00013948,0.0247598,-0.011772,0.0338208,-0.0257997,-0.00276989,-0.00935876,1.40594
-210681,0.980997,0.267274,4,15,0,210685,-3.20715,-2.5544,0.0342623,-0.0727307,-0.0243975,-0.0232904,-0.0276832,0.00447284,-0.0313821,0.0151874,0.0307283,-0.00477563,0.0174167,-0.00934882,0.0388486,-0.0260125,-0.00701895,0.000800958,1.40864
-210683,0.930758,0.267274,4,15,0,210689,-3.17458,-2.53137,0.033461,-0.0769781,-0.0276087,-0.00827233,-0.0288096,-0.00805146,-0.0360772,0.00308434,0.0106646,0.0149857,0.0157388,-0.00777158,0.0274105,-0.0253947,-0.00477762,-0.0151446,1.3974
-210677,0.997602,0.267274,3,7,0,210686,-3.16916,-2.54149,0.0335423,-0.0748458,-0.0347899,-0.0159307,-0.0237438,-0.000545421,-0.0308631,0.00900878,0.0210272,0.00385515,0.0108448,-0.0083438,0.0386312,-0.0277388,0.00113244,-0.00740634,1.39853
-210678,0.92781,0.267274,4,15,0,210688,-3.17167,-2.54091,0.0336828,-0.0736408,-0.0242545,-0.0153541,-0.0335465,-0.00896298,-0.037969,0.0176127,0.0254146,0.00783026,0.0263865,-0.00712906,0.0319849,-0.0305156,-0.0119518,-0.00662933,1.4005
-210678,0.943614,0.267274,4,15,0,210685,-3.1862,-2.54066,0.0337075,-0.0773432,-0.0308998,-0.0118108,-0.0276094,-0.0015678,-0.0320997,0.0116322,0.0190705,-0.00369839,0.0101745,-0.00698785,0.037737,-0.025337,0.00296173,-0.0076328,1.40084
-210678,0.918518,0.267274,4,15,0,210686,-3.18746,-2.54102,0.033761,-0.0645613,-0.0310597,-0.0181603,-0.0308651,-0.00316221,-0.0399857,0.0178417,0.0287117,0.00866965,0.0250572,-0.00657594,0.0320008,-0.0304748,-0.011971,-0.00896301,1.40159
-210679,0.843765,0.267274,4,15,0,210685,-3.18174,-2.54645,0.0339202,-0.0690677,-0.0285805,-0.0151616,-0.0303009,-0.0043451,-0.0417883,0.0101287,0.0206115,0.00231283,0.0112362,-0.0125091,0.0397339,-0.0278968,0.00258559,0.000488785,1.40383
-210681,0.903805,0.267274,4,15,0,210691,-3.1849,-2.55077,0.0337674,-0.0612247,-0.0331155,-0.0155777,-0.0292662,-0.00958935,-0.0319999,0.011026,0.0208332,0.000174074,0.00696817,-0.00816176,0.0404983,-0.0285042,-0.00241532,0.00254647,1.40168
-210679,1,0.267274,4,15,0,210686,-3.1948,-2.55028,0.0338496,-0.0796961,-0.0216226,-0.0146289,-0.0284341,-0.00292683,-0.0389157,0.0101511,0.0259024,-0.0106134,0.0140465,-0.00812765,0.0360213,-0.02861,-0.0057073,-0.0122999,1.40284
-210680,0.857195,0.267274,4,15,0,210691,-3.19278,-2.55085,0.0338424,-0.0664719,-0.0350236,-0.0162839,-0.030056,-0.00113014,-0.029121,0.0234061,0.0192933,0.0176408,0.0148358,-0.000933228,0.0355816,-0.0299322,-0.000449981,-0.00570341,1.40274
-210680,0.962936,0.267274,4,15,0,210689,-3.21431,-2.56407,0.0344688,-0.071146,-0.0334207,-0.0148785,-0.0257944,-0.0050286,-0.0382852,0.0159716,0.0232008,0.014147,0.0144143,-0.00336773,0.0381595,-0.0193774,-0.00273442,-0.00295031,1.41155
-210678,0.88402,0.267274,4,15,0,210684,-3.19277,-2.55142,0.034143,-0.0763697,-0.033518,-0.0175238,-0.0283423,-0.00685475,-0.0357016,0.00925273,0.0204878,-0.00624788,0.0200029,-0.00950042,0.0312776,-0.0341992,-0.00746975,-0.0119377,1.40696
-210678,0.999092,0.267274,4,15,0,210682,-3.1803,-2.548,0.0339607,-0.0745268,-0.0246247,-0.0114228,-0.027045,-0.00356417,-0.0372061,0.0189647,0.0250761,0.0142239,0.0135742,-0.00153572,0.0365147,-0.0279882,-0.00704284,-0.00130533,1.4044
-210679,0.93362,0.267274,4,15,0,210686,-3.17325,-2.53878,0.0336117,-0.0644021,-0.0405948,-0.0180909,-0.0318688,-0.0108761,-0.0312417,0.013409,0.018398,0.00880168,0.0196315,-0.00968519,0.0273419,-0.0273283,-0.0048833,-0.0113936,1.3995
-210677,0.989204,0.267274,4,15,0,210683,-3.17232,-2.5382,0.0335468,-0.0693025,-0.0198578,-0.00854962,-0.0312103,-0.000512778,-0.036477,0.015814,0.0244761,-0.00158852,0.0196714,-0.00572616,0.041036,-0.028212,-0.00695869,-0.00604891,1.3986
-210677,0.914261,0.267274,4,15,0,210683,-3.18606,-2.54924,0.0338527,-0.0685913,-0.0312554,-0.0200686,-0.0188362,0.000421571,-0.0378107,0.012712,0.0310194,0.004594,0.0219759,-0.00259522,0.0341679,-0.0302549,-0.00426158,-0.0063992,1.40288
-210680,0.916528,0.267274,3,15,0,210687,-3.18144,-2.54488,0.0338685,-0.0626264,-0.0321391,-0.0178389,-0.0163851,-0.005822,-0.0414164,0.00309859,0.0306233,0.00929982,0.0200296,-0.0030313,0.031621,-0.0315393,-0.00329265,-0.00951414,1.4031
-210680,0.989086,0.267274,4,15,0,210686,-3.19677,-2.54959,0.0340737,-0.0846722,-0.0250705,-0.0135209,-0.0405461,-0.00238476,-0.0275715,0.0251136,0.0216521,-0.000446928,0.016269,-0.00942329,0.0376188,-0.0319379,-0.0058929,-0.00519823,1.40598
-210681,0.929744,0.267274,4,15,0,210688,-3.16713,-2.53682,0.0335814,-0.0627292,-0.032067,-0.0194277,-0.022494,-0.00948942,-0.0417406,0.00110544,0.0289626,0.00984028,0.0206628,-0.00309397,0.0397693,-0.0247662,-0.00307563,-0.0084516,1.39908
-210685,0.94657,0.267274,4,15,0,210693,-3.16815,-2.5309,0.0333718,-0.0804736,-0.0225587,-0.0113094,-0.0288331,-0.00857085,-0.0295279,0.0180289,0.0233992,-0.000587167,0.00994423,-0.00292157,0.0217553,-0.0251621,-0.0110761,-0.0126409,1.39615
-210682,0.995125,0.267274,4,15,0,210693,-3.19632,-2.55653,0.0341276,-0.0737265,-0.0336886,-0.0173989,-0.0261134,-0.00377602,-0.0387509,0.0163494,0.0222565,0.0137614,0.0197847,-0.010549,0.0484358,-0.0307397,0.00241962,-0.00124712,1.40674
-210683,0.853706,0.267274,4,15,0,210693,-3.18459,-2.54646,0.0336871,-0.0727665,-0.0254268,-0.0129936,-0.0325462,-0.00488425,-0.0311919,0.0120672,0.0254779,-0.00443571,0.0154461,-0.00793627,0.0215783,-0.0273936,-0.01263,-0.0137215,1.40056
-210684,0.982821,0.267274,4,15,0,210690,-3.17581,-2.54166,0.0334771,-0.0818356,-0.0402946,-0.0188983,-0.0202478,0.00276953,-0.0326501,0.0164034,0.0180568,0.00606242,0.0155582,-0.00285623,0.0445188,-0.0287425,0.00385951,-0.00342469,1.39762
-210677,0.938263,0.267274,4,15,0,210691,-3.19587,-2.55464,0.0341232,-0.0695011,-0.02381,-0.0130966,-0.0264307,0.000358383,-0.0308461,0.013853,0.0127729,0.0039259,0.0225655,-0.00780709,0.0342129,-0.025972,-0.00940162,-0.00501283,1.40668
-210682,0.664604,0.267274,4,15,0,210692,-3.19474,-2.55899,0.03438,-0.0661155,-0.0197038,-0.0154502,-0.0312719,-0.00643341,-0.0359864,0.0230122,0.0121709,0.00191956,0.0162441,-0.00733375,0.0363109,-0.0233124,-0.0101959,-0.00255948,1.4103
-210681,0.900958,0.267274,4,15,0,210689,-3.17397,-2.53948,0.033891,-0.0788574,-0.036574,-0.0147452,-0.0256292,-0.00287547,-0.0296202,0.00492976,0.0333727,0.00678687,0.020336,-0.00514867,0.0304278,-0.0289101,-0.00231765,-0.0112565,1.40342
-210680,1,0.267274,4,15,0,210687,-3.18771,-2.54745,0.0339788,-0.067073,-0.0271308,-0.0232495,-0.0286419,0.0068187,-0.0421337,0.0172449,0.010441,0.00188005,0.00801421,-0.00531993,0.0359752,-0.0297585,-0.00581549,-0.00523097,1.40465
-210685,0.953101,0.267274,4,15,0,210690,-3.18429,-2.54797,0.0339221,-0.0882835,-0.0275489,-0.00837326,-0.0343985,-0.00512857,-0.0281698,0.0145003,0.0350729,0.00710206,0.0273818,-0.00286877,0.0276108,-0.0180122,-0.0044626,-0.00993811,1.40385
-210681,0.873204,0.267274,4,15,0,210695,-3.17572,-2.54928,0.0337577,-0.0736981,-0.0269108,-0.0270743,-0.0311826,-0.00407488,-0.0292996,0.0105023,0.0193401,0.0181226,0.017609,-0.00641439,0.0429521,-0.0339793,-0.00350023,-0.00421367,1.40155
-210679,0.983525,0.267274,4,15,0,210687,-3.1979,-2.55697,0.0341653,-0.0727189,-0.0319332,-0.0053938,-0.0261487,-0.00612581,-0.0430832,0.00997998,0.0278208,-0.00727257,0.0166683,-0.00389917,0.0299261,-0.0242907,-0.00187535,-0.00898335,1.40727
-210678,0.956099,0.267274,4,15,0,210687,-3.18025,-2.53922,0.0337232,-0.0734925,-0.0300873,-0.0213917,-0.0232888,-0.00464825,-0.0261143,0.0144288,0.0238418,0.0113783,0.018426,-0.0115846,0.040286,-0.0333959,-0.00950493,-0.0089145,1.40106
-210684,0.950428,0.267274,4,15,0,210691,-3.19121,-2.55219,0.0340669,-0.0657202,-0.0316606,-0.0140806,-0.0345792,-0.00330641,-0.0338772,0.0205374,0.0171043,0.0292359,0.0151526,-0.0112978,0.0310718,-0.0221933,-0.00744838,-0.00647856,1.40589
-210682,0.693512,0.267274,4,15,0,210696,-3.1879,-2.54535,0.0339109,-0.0760771,-0.0202379,-0.0140024,-0.01904,-0.00610373,-0.0387952,0.00736269,0.0300236,-0.0104456,0.0200552,-0.00296037,0.0408558,-0.0336484,-0.00159266,-0.00845957,1.4037
-210683,0.956758,0.267274,4,15,0,210691,-3.19797,-2.5604,0.0342019,-0.0610458,-0.0381109,-0.0263093,-0.0263267,-0.00260291,-0.03112,0.0181272,0.0167183,0.0198393,0.0080424,-0.00908098,0.0321551,-0.0239722,-0.00498309,-0.00962602,1.40779
-210691,0.955301,0.267274,4,15,0,210698,-3.21861,-2.57509,0.0347817,-0.080366,-0.0170953,-0.0110504,-0.0351834,-0.00571786,-0.0330019,0.013293,0.0396272,-0.0173465,0.0193036,-0.00429652,0.0388859,-0.0322808,-0.004216,-0.00604176,1.41597
-210685,1,0.267274,4,15,0,210697,-3.17628,-2.54616,0.0336692,-0.0592464,-0.0403091,-0.017281,-0.0234042,-0.0013474,-0.0331082,0.0177461,0.00840261,0.0221077,0.0135962,-0.00977277,0.0314054,-0.0237515,-0.00487337,-0.00848724,1.40031
-210678,0.983133,0.267274,3,7,0,210689,-3.18259,-2.54837,0.0338968,-0.0669046,-0.0318278,-0.0134916,-0.0187504,-4.48609e-05,-0.0367532,0.0115856,0.016785,0.0157515,0.0231864,-0.00860637,0.0340071,-0.0267294,-0.00320928,-0.00709786,1.4035
-210683,0.886714,0.267274,4,15,0,210688,-3.17611,-2.53536,0.0336651,-0.063155,-0.0340756,-0.0241333,-0.0298771,-0.00699687,-0.0354684,0.0136143,0.0315493,-0.00203837,0.0179313,-0.0115929,0.0383897,-0.0264197,-0.0125267,-0.0160052,1.40025
-210686,0.968883,0.267274,4,15,0,210696,-3.22034,-2.5608,0.0343996,-0.0786545,-0.0287868,-0.0114018,-0.0344572,3.65864e-05,-0.0246457,0.0151215,0.0108007,-0.00144514,0.0244199,-0.000296104,0.0335186,-0.0302203,0.00262278,-0.000830953,1.41057
-210682,1,0.267274,4,15,0,210691,-3.18207,-2.53649,0.033575,-0.0709397,-0.0317114,-0.0180427,-0.0214328,-0.0125201,-0.046432,0.0109916,0.0366246,0.0123429,0.0084422,-0.00796483,0.0396884,-0.0271308,-0.0055765,-0.0114023,1.39899
-210680,0.985615,0.267274,4,15,0,210689,-3.16806,-2.54422,0.0336333,-0.0733671,-0.027573,-0.00810533,-0.0302774,-0.00142504,-0.0353805,0.0124573,0.0101491,0.00583902,0.0230197,-0.0113773,0.0300406,-0.0329083,-0.00533086,-0.000751646,1.39981
-210682,0.835966,0.267274,4,15,0,210689,-3.18268,-2.53264,0.0337636,-0.087653,-0.0297104,-0.00303831,-0.0277168,-0.0059498,-0.0381932,0.0165617,0.0205238,-0.00154516,0.014119,-0.0109906,0.0345183,-0.0264615,-0.00733744,-0.00585029,1.40163
-210681,0.994365,0.267274,4,15,0,210687,-3.17165,-2.54046,0.0338176,-0.0668943,-0.0257661,-0.0225113,-0.0353172,-0.00105562,-0.0349731,0.00337593,0.0257128,0.0072766,0.00735596,-0.00123561,0.0341855,-0.0310638,0.000110624,-0.00820598,1.40239
-210680,0.989011,0.267274,4,15,0,210690,-3.18317,-2.54765,0.0336776,-0.0791165,-0.034536,-0.0100935,-0.0241112,-0.00750652,-0.0365705,0.0231872,0.0211843,0.00463207,0.029708,-0.0125401,0.0370931,-0.0234606,-0.00825965,-0.00571066,1.40043
-210682,0.821395,0.267274,4,15,0,210691,-3.18427,-2.53725,0.0339166,-0.0706028,-0.0264811,-0.0206861,-0.0325553,0.000698364,-0.0357776,0.00258858,0.0239257,-0.00126152,0.00938466,-0.000637454,0.0335286,-0.0322703,-0.000711151,-0.0107131,1.40378
-210679,0.941218,0.267274,4,15,0,210689,-3.18392,-2.55078,0.0338737,-0.074168,-0.0241093,-0.00827164,-0.0409714,-0.00385744,-0.0330806,0.00806049,0.0286317,-0.00411335,0.0160472,-0.0092777,0.0363613,-0.0232426,0.00141962,-0.00448184,1.40317
-210679,0.885709,0.267274,4,15,0,210692,-3.19094,-2.55796,0.0340151,-0.0684294,-0.0384303,-0.0175285,-0.0161684,-0.00330933,-0.0412395,0.0141215,0.0187013,0.0132418,0.0180119,-0.0111756,0.0360082,-0.0292287,-0.00309268,-0.00706819,1.40516
-210678,0.995269,0.267274,4,15,0,210684,-3.18283,-2.5399,0.0337349,-0.0761291,-0.0302217,-0.0102341,-0.033438,-0.0191948,-0.0336118,0.0153927,0.0229101,0.000902024,0.0139036,-0.0100261,0.0327571,-0.0235541,-0.00583071,-0.00346978,1.40123
-210682,0.880945,0.267274,4,15,0,210689,-3.18184,-2.54906,0.0339231,-0.0631199,-0.0334813,-0.00821842,-0.0295744,-0.00222986,-0.0270089,0.0213216,0.0295888,0.00397522,0.0101491,-0.0091163,0.0344438,-0.0243755,-0.0119672,-0.0156994,1.40387
-210678,0.993982,0.267274,4,15,0,210686,-3.18093,-2.53892,0.0337529,-0.0782527,-0.0304835,-0.0206125,-0.0247984,0.000770868,-0.0318532,0.00435538,0.0292147,0.00376386,0.0118801,-0.008365,0.0338513,-0.0292062,0.00153213,-0.00187547,1.40148
-210680,0.909778,0.267274,4,15,0,210691,-3.17177,-2.5334,0.0335343,-0.0671138,-0.0296915,-0.010771,-0.0321299,-0.0154663,-0.0392017,0.0234641,0.0165911,0.00652354,0.0221537,-0.00973308,0.0362003,-0.0258095,-0.0104503,-0.0118479,1.39842
-210683,0.860705,0.267274,4,15,0,210698,-3.1721,-2.52886,0.0334568,-0.0684448,-0.0329058,-0.00971754,-0.0317699,-0.0173938,-0.0378736,0.0245233,0.012932,0.00820121,0.025362,-0.00552063,0.0400109,-0.0266078,-0.00949462,-0.0119598,1.39734
-210680,0.996713,0.267274,4,15,0,210690,-3.16838,-2.53916,0.0335965,-0.0696625,-0.0127009,-0.0212781,-0.0300333,0.00365808,-0.0298283,0.0111079,0.0264156,0.0120194,0.0125768,-0.00436028,0.0347393,-0.0263298,-0.0062347,-0.0077524,1.39929
-210681,0.979861,0.267274,4,15,0,210689,-3.19523,-2.55857,0.0341841,-0.0770684,-0.0446763,-0.0100759,-0.0262231,-0.0125688,-0.0411208,0.0155456,0.019871,-0.00253547,0.0223979,-0.0110819,0.034928,-0.0223555,-0.00361814,-0.00668867,1.40754
-210685,0.929971,0.267274,4,15,0,210690,-3.18807,-2.54509,0.0339352,-0.0710682,-0.00731801,-0.019972,-0.0225256,0.00487812,-0.0306542,0.00540757,0.0331453,0.0153029,0.0166737,-0.00460865,0.0334811,-0.0320555,-0.00583918,-0.00802049,1.40404
-210688,0.965187,0.267274,4,15,0,210697,-3.18359,-2.55138,0.0338392,-0.0740412,-0.0503931,-0.0107123,-0.0373444,-0.0156357,-0.0312127,0.0221762,0.0122523,-0.00590528,0.0290324,-0.0087603,0.0365207,-0.0237658,-0.00307757,-0.00835957,1.40269
-210686,0.962633,0.267274,4,15,0,210701,-3.18508,-2.54371,0.0336869,-0.0777853,-0.0157547,-0.0182963,-0.0306012,-0.00877593,-0.0303562,0.025868,0.03951,0.0168484,0.0228001,-0.0150907,0.0326919,-0.0277392,-0.00581906,-0.0127737,1.40056
-210685,0.998605,0.267274,4,15,0,210695,-3.18828,-2.54913,0.0338061,-0.0783158,-0.0420427,-0.0143689,-0.0274592,0.00396141,-0.0416198,0.00558006,0.00526011,-0.00334551,0.0111554,-0.00298244,0.0343771,-0.0260389,-0.0130184,-0.00738606,1.40223
-210684,0.897639,0.267274,4,15,0,210692,-3.18992,-2.54852,0.033928,-0.0697868,-0.0164793,-0.0174945,-0.0315304,-0.0133209,-0.0276207,0.022371,0.0410844,0.0111012,0.0238347,-0.00952662,0.0351614,-0.0288169,0.00342375,-0.00654195,1.40394
-210680,0.697489,0.267274,4,15,0,210693,-3.18788,-2.5538,0.0337948,-0.0692627,-0.0297058,-0.0131118,-0.0408046,0.000803865,-0.0387605,0.017209,0.0291248,0.00729123,0.0241013,-0.00583616,0.0355002,-0.0344246,-0.00612544,-0.0122959,1.40207
-210681,0.99535,0.267274,4,15,0,210687,-3.17329,-2.53435,0.0336652,-0.0797199,-0.0262219,-0.0168098,-0.0189382,-0.00842101,-0.0331025,0.00779746,0.0128525,-0.00191787,0.0127039,-0.0075783,0.0342913,-0.0213622,-0.00263286,-0.0032038,1.40025
-210683,0.976162,0.267274,4,15,0,210693,-3.18596,-2.54542,0.0337282,-0.0673082,-0.0329953,-0.0171822,-0.0416844,0.000792853,-0.0317628,0.0237431,0.0357442,0.0164897,0.0115487,-0.00639347,0.0364674,-0.0344242,-0.00646379,-0.0109315,1.40113
-210682,0.977712,0.267274,4,15,0,210692,-3.17892,-2.54165,0.0336321,-0.083751,-0.0319612,-0.0239316,-0.0355755,-0.00935932,-0.0317189,0.0126144,0.040964,0.0117972,0.0243119,-0.00946168,0.0359206,-0.0251671,-0.007021,-0.00635235,1.39979
-210680,0.859807,0.267274,4,15,0,210688,-3.1649,-2.53732,0.0336597,-0.0776898,-0.029406,-0.00784647,-0.0324806,-0.0103551,-0.036092,0.0106116,0.0364546,0.0117815,0.0164806,-0.0105623,0.0350254,-0.0279886,0.000350671,-0.00615897,1.40017
-210687,0.761934,0.267274,4,15,0,210699,-3.18188,-2.54757,0.0341157,-0.0743313,-0.0304437,-0.0191667,-0.038055,-0.00539692,-0.0515939,0.00710264,0.0173179,0.00231908,0.0105029,0.00678139,0.0356206,-0.0304485,-0.00455643,-0.00680675,1.40657
-210686,1,0.267274,4,15,0,210697,-3.21027,-2.56826,0.0342503,-0.0737165,-0.0251593,-0.0162733,-0.0211169,-0.00199513,-0.022847,0.0148218,0.0309498,0.00726499,0.0201199,-0.0200263,0.0372669,-0.0255106,-0.00456549,-0.00842715,1.40847
-210680,0.992741,0.267274,4,15,0,210694,-3.18905,-2.55178,0.0342094,-0.069909,-0.0234383,-0.0121284,-0.0255074,-0.00997503,-0.0339873,0.0029921,0.0311384,0.00905321,0.0168713,-0.0112772,0.0378928,-0.0259562,-0.00679386,-0.00486776,1.40789
-210686,0.75217,0.267274,4,15,0,210691,-3.20033,-2.55519,0.0345311,-0.0753941,-0.0348486,-0.0207078,-0.0230431,-0.00257696,-0.0416983,0.0246635,0.0205884,0.00528968,0.0171205,-0.0034015,0.0394013,-0.0287836,-0.00282919,-0.0155735,1.41243
