# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = ModeloQR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/sin_jer.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_2.json
# random
#   seed = 1973429972 (Default)
# output
#   file = /scratch/juandiaz/sinjer/sin_jer_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 b0a4f0db
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,alpha
-210683,0.99844,0.282207,4,15,0,210692,-3.17813,-2.55089,0.0339026,-0.0663218,-0.035177,0.000682093,-0.0302142,0.00646533,-0.029572,0.01409,0.025628,-0.00131812,0.0184637,-0.00942814,0.0320633,-0.0240459,-0.0110902,-0.0120516,1.40358
-210684,0.995518,0.282207,4,15,0,210692,-3.18504,-2.55497,0.0340697,-0.0787213,-0.0175341,-0.0337975,-0.0290204,-0.0155144,-0.036822,0.0153618,0.0210124,0.0128762,0.0180105,-0.00428919,0.0339576,-0.0302031,-0.00310427,0.000444692,1.40593
-210683,0.928881,0.282207,4,15,0,210694,-3.18703,-2.54552,0.0340076,-0.0657051,-0.0320485,-0.0107469,-0.0265814,0.00614716,-0.026849,0.000504403,0.0239902,-0.00670312,0.0242227,-0.00756173,0.0398811,-0.0244302,-0.00899791,-0.00110535,1.40505
-210682,0.995179,0.282207,4,15,0,210692,-3.17848,-2.54975,0.0338248,-0.0750606,-0.0231112,-0.024941,-0.0343441,-0.0140955,-0.0460818,0.0205437,0.0242355,0.00811438,0.0126291,-0.00555904,0.032189,-0.0346885,0.000426924,-0.0122633,1.40249
-210680,1,0.282207,4,15,0,210688,-3.19167,-2.5448,0.0338914,-0.0753922,-0.0350159,-0.0124036,-0.0276066,-0.00990567,-0.0224444,0.0197698,0.0185704,-0.00687167,0.026785,-0.00632397,0.0365575,-0.0259571,0.00110571,-0.00807535,1.40342
-210684,0.941287,0.282207,3,7,0,210690,-3.18286,-2.54609,0.0338433,-0.0740738,-0.0407729,-0.0106869,-0.0137056,-0.0163248,-0.0238218,0.00837167,0.0160909,-0.00161668,0.027041,-0.00308751,0.0350205,-0.0251792,-0.00144169,-0.00319953,1.40275
-210677,0.957464,0.282207,3,7,0,210691,-3.1929,-2.55441,0.0340994,-0.0668138,-0.0299389,-0.0136295,-0.0320758,-0.00742879,-0.0311829,0.0230398,0.0188025,0.0123223,0.0204092,-0.0101271,0.034282,-0.0341249,-0.00487873,-0.0065482,1.40634
-210679,0.917948,0.282207,4,15,0,210687,-3.20408,-2.55703,0.0341968,-0.0847042,-0.0295317,-0.0153851,-0.0257291,-0.00236123,-0.0369985,0.00545731,0.0277221,-0.00325196,0.0154884,-0.00380774,0.0358829,-0.0204634,-0.00402355,-0.00742004,1.40772
-210679,0.648853,0.282207,4,15,0,210686,-3.19617,-2.54736,0.0339962,-0.0612906,-0.0273162,-0.0155666,-0.0297569,-0.0063361,-0.0328399,0.0204501,0.0182766,0.0129563,0.0186018,-0.00992925,0.0350349,-0.035876,-0.00502236,-0.00639078,1.40489
-210679,0.918805,0.282207,4,15,0,210687,-3.19218,-2.54554,0.0337825,-0.061378,-0.0257725,-0.0176855,-0.0296686,-0.000386429,-0.037038,0.0214399,0.0161769,0.00484366,0.0115499,-0.00647523,0.0380223,-0.0328576,-0.00613118,-0.00403018,1.4019
-210679,0.902138,0.282207,4,15,0,210686,-3.19441,-2.56016,0.0340914,-0.0709815,-0.0385214,-0.0137795,-0.0263526,0.00262762,-0.0442221,0.0183653,0.0229889,0.00129253,0.00737736,-0.0102332,0.033825,-0.0298557,-0.00569408,-0.0107889,1.40623
-210678,0.988507,0.282207,3,15,0,210683,-3.19426,-2.54872,0.0340745,-0.0668341,-0.0417149,-0.0144383,-0.0257626,-0.00415198,-0.0391019,0.017737,0.0190322,-0.00218725,0.0110282,-0.00887286,0.0348525,-0.0279115,-0.00620682,-0.00959238,1.40599
-210687,0.776886,0.282207,3,7,0,210692,-3.20976,-2.55134,0.034075,-0.0666091,-0.0497337,-0.0212221,-0.0273563,0.00154823,-0.0382193,0.0137472,0.0239486,-0.0115927,0.0176442,-0.0142198,0.0325332,-0.0288602,-0.0037254,-0.00571851,1.406
-210686,1,0.282207,4,15,0,210693,-3.18419,-2.53175,0.0336257,-0.0797557,-0.00830337,-0.00992595,-0.0308219,-0.0091805,-0.0315817,0.0136088,0.0222228,0.0220534,0.0171254,-0.00106839,0.0369607,-0.0274059,-0.00451368,-0.00410652,1.3997
-210686,0.983923,0.282207,4,15,0,210697,-3.17582,-2.55414,0.0339849,-0.0778465,-0.0340829,-0.0207153,-0.0260895,-0.00113423,-0.0303126,0.0221819,0.00861377,-0.000802794,0.0305987,-0.00362849,0.0343547,-0.0232649,-0.00421233,-0.0146679,1.40474
-210678,0.986321,0.282207,3,7,0,210694,-3.19514,-2.54043,0.0339073,-0.0788629,-0.0294757,-0.0201574,-0.0335707,-0.0018966,-0.0325481,0.0037078,0.0250308,0.00263033,0.0130414,-0.00750763,0.0316382,-0.0270193,-0.00380618,-0.00274222,1.40365
-210677,0.806633,0.282207,3,15,0,210687,-3.19417,-2.55321,0.0339907,-0.069975,-0.0259508,-0.0226519,-0.0262588,-0.0100248,-0.040442,0.0114387,0.0242268,0.00935703,0.0232982,-0.0098685,0.0361174,-0.0268448,-0.00997489,-0.00395186,1.40482
-210676,0.834748,0.282207,3,7,0,210685,-3.1966,-2.55317,0.0339797,-0.0707156,-0.0289452,-0.0241458,-0.0320198,-0.0121639,-0.0373947,0.0166116,0.0217055,0.0100168,0.0213525,-0.00530221,0.0341567,-0.0295112,-0.00277051,-0.0071118,1.40466
-210678,0.963685,0.282207,4,15,0,210681,-3.19563,-2.55659,0.0340339,-0.0769963,-0.0331163,-0.0184627,-0.0334694,0.00656916,-0.0338339,0.0095153,0.0202532,0.00307606,0.0251216,-0.00400217,0.0328508,-0.028569,-0.0101582,-0.00454041,1.40542
-210680,0.964991,0.282207,3,7,0,210682,-3.19185,-2.55161,0.0341514,-0.0817796,-0.0311903,-0.0171231,-0.0311558,0.00776863,-0.032584,0.0072122,0.020942,0.000683597,0.0231786,-0.00116144,0.0332691,-0.0289734,-0.0117579,-0.00534016,1.40708
-210681,0.954754,0.282207,4,15,0,210688,-3.1696,-2.54469,0.0336744,-0.0729785,-0.0301403,-0.00996981,-0.0171604,-0.0105232,-0.045719,0.0158147,0.0214018,0.00551865,0.0106189,-0.0117923,0.0333248,-0.0298395,-0.0107428,-0.00442906,1.40038
-210681,0.903945,0.282207,4,15,0,210693,-3.19277,-2.55177,0.0339419,-0.0762591,-0.0265141,-0.0238668,-0.0453151,-0.00477208,-0.0335062,0.00707992,0.0220709,-0.00337606,0.0272143,-0.00907221,0.0316037,-0.0321428,-0.00353563,-0.0100477,1.40413
-210676,0.933999,0.282207,3,7,0,210686,-3.19807,-2.55688,0.0340867,-0.0746116,-0.025795,-0.0177394,-0.0316687,-0.00222107,-0.035514,0.0117503,0.0224366,0.0140564,0.0136058,-0.0106062,0.0358407,-0.0300409,-0.00315928,-0.00761564,1.40617
-210680,0.867346,0.282207,4,15,0,210685,-3.19529,-2.55297,0.0338986,-0.0706974,-0.0206278,-0.0151948,-0.0371434,-0.017199,-0.0383522,0.0157274,0.0273119,0.00196913,0.0194514,-0.00175751,0.0344124,-0.022762,-0.00489684,-0.00659404,1.40352
-210681,0.993635,0.282207,4,15,0,210686,-3.16179,-2.53306,0.0335362,-0.0738963,-0.0380586,-0.0171759,-0.0206906,0.00912284,-0.0317189,0.0119878,0.0193124,0.00769279,0.0161492,-0.0120471,0.035722,-0.0334245,-0.00401228,-0.00787458,1.39845
-210681,0.979815,0.282207,4,15,0,210693,-3.19542,-2.55061,0.0340957,-0.0722815,-0.0306329,-0.00837932,-0.024103,-0.0105839,-0.0369174,0.027412,0.0240454,-0.000265911,0.0205749,-0.0135752,0.027754,-0.0303389,-0.00887085,-0.0109847,1.40629
-210685,0.977669,0.282207,4,15,0,210691,-3.17403,-2.53921,0.0336547,-0.0749903,-0.0220468,-0.0173162,-0.0211398,-0.00462878,-0.0221842,0.00398116,0.0199739,0.011661,0.0157633,-0.000654106,0.0439759,-0.0255072,0.00439249,-5.16167e-05,1.4001
-210684,0.945318,0.282207,4,15,0,210696,-3.17971,-2.54888,0.0339138,-0.0782478,-0.0316521,-0.0180298,-0.0394835,-0.00620279,-0.0397111,0.0230423,0.0304299,0.00120511,0.0135987,-0.00144604,0.0263135,-0.0323485,-0.0070647,-0.0167053,1.40374
-210687,0.877518,0.282207,4,15,0,210697,-3.19863,-2.56876,0.0344529,-0.0741861,-0.0218166,-0.0119682,-0.0159904,0.000309928,-0.0323022,0.00553909,0.0190175,0.0136027,0.0218059,-0.0119227,0.0337657,-0.0189848,-0.00530194,0.0026224,1.41133
-210686,0.966948,0.282207,4,15,0,210697,-3.14898,-2.53156,0.0333035,-0.0781699,-0.0319269,-0.0208349,-0.0378706,-0.00850927,-0.0360067,0.0232397,0.0276973,-0.00437616,0.0188163,-0.00861531,0.0375296,-0.0300345,0.000686316,-0.018104,1.3952
-210680,1,0.282207,4,15,0,210693,-3.18825,-2.53753,0.0338058,-0.0694547,-0.0184807,-0.0223862,-0.0332516,-0.0028955,-0.0420996,0.0155092,0.0325942,0.00141631,0.0162147,-0.0031942,0.0370151,-0.0262835,-0.00718257,-0.0033401,1.40222
-210681,0.963449,0.282207,4,15,0,210691,-3.19308,-2.55448,0.034188,-0.0815314,-0.0338188,-0.0120787,-0.0356767,-0.0100774,-0.0318034,0.0186936,0.0186758,0.00805776,0.0233531,-0.0116699,0.0297629,-0.0372862,-0.00480139,-0.0043566,1.40759
-210688,0.50824,0.282207,4,15,0,210697,-3.16179,-2.54056,0.0335578,-0.0617089,-0.0230314,-0.0243473,-0.0200576,0.00568759,-0.0333429,0.00748217,0.0257899,0.0023712,0.00774158,0.00510321,0.0410186,-0.0225355,-0.00880914,-0.00795991,1.39875
-210682,0.965548,0.282207,4,15,0,210695,-3.19276,-2.53723,0.0338254,-0.0646222,-0.0237685,-0.0133882,-0.0268587,0.0046399,-0.0252303,0.0116199,0.0211085,0.00190184,0.00288506,-0.00626644,0.0318222,-0.0272257,-0.0080995,-0.00424892,1.4025
-210684,0.737971,0.282207,4,15,0,210695,-3.16031,-2.53586,0.0332235,-0.0799774,-0.0361626,-0.0059649,-0.0197431,-0.00714384,-0.044626,0.00949541,0.0224721,0.0054571,0.0282845,-0.00822402,0.0411631,-0.0259458,-0.00276442,-0.00532454,1.39408
-210681,0.998406,0.282207,4,15,0,210691,-3.1737,-2.54299,0.0338603,-0.0662798,-0.0204859,-0.0248318,-0.036591,-0.00231312,-0.0277587,0.0150555,0.0268959,0.00469163,0.00695374,-0.00561947,0.0289346,-0.0296012,-0.00599146,-0.00638689,1.40299
-210680,0.769789,0.282207,4,15,0,210688,-3.17892,-2.54394,0.0339263,-0.0618416,-0.0230129,-0.0226431,-0.0342465,0.00206144,-0.0276722,0.0110059,0.0281358,0.00553053,0.0120823,-0.00821616,0.0307066,-0.0281736,-0.00642083,-0.00573032,1.40391
-210680,0.920751,0.282207,4,15,0,210687,-3.17371,-2.53506,0.0336024,-0.0872868,-0.0316285,-0.0101081,-0.0260445,-0.0143411,-0.0429193,0.0123698,0.0222434,0.0014027,0.0183384,-0.00577042,0.0397665,-0.0237694,-0.00364728,-0.00811213,1.39937
