lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,tau,stdnormal,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,sigma
# Adaptation terminated
# Step size = 0.0790953
# Diagonal elements of inverse mass matrix:
# 0.000775101, 9.15092e-05, 0.182111, 0.0996233, 0.279807, 0.239094, 0.2366, 0.0764586, 0.0853736, 0.213916, 0.155749, 0.0624584, 0.102536, 0.082108, 0.0750959, 0.0389831, 0.0528238, 0.0882054, 0.167159, 0.192137, 0.0991852, 0.112462, 0.0762536, 0.149473, 0.15349, 0.104405, 0.120616, 0.0747402, 0.102863, 0.208464, 0.0990394, 0.0776101, 0.102688, 0.121173, 7.48411e-05, 4.80982e-05, 5.64305e-05, 6.17278e-05, 6.29595e-05, 5.16742e-05, 5.58077e-05, 4.60375e-05, 4.9505e-05, 5.62041e-05, 5.15636e-05, 3.00168e-05, 3.30662e-05, 2.81477e-05, 3.05031e-05, 3.17983e-05, 0.686598, 0.203982
-210519,0.942845,0.0790953,5,31,0,210545,-3.19641,-2.55497,-0.797683,-1.10259,-1.43023,0.679985,-0.714757,0.637937,0.835337,-0.0549426,-0.0706756,0.466761,0.516684,-0.165871,0.0185312,0.568235,-0.516256,0.0793426,2.20446,-1.03719,-0.887163,-0.429657,0.217098,-1.30948,-0.204273,0.995773,-1.40386,0.34568,0.59724,1.02622,1.03511,0.940275,-0.0436537,-0.18893,0.0343522,-0.0638316,-0.0190691,-0.0120815,-0.0339811,-0.0053799,-0.0375687,0.020268,0.032243,0.00587634,0.0039396,-0.00708035,0.0421996,-0.0224525,-0.00740059,-0.00925559,0.432177,0.125134,1.4099,-0.151836,-0.209874,-0.272238,0.129432,-0.136051,0.121429,0.159003,-0.0104581,-0.0134528,0.088846,0.0983487,-0.0315728,0.00352734,0.108161,-0.0982673,0.0151025,0.419609,-0.197425,-0.168868,-0.0817834,0.0413237,-0.249255,-0.0388826,0.189541,-0.267219,0.0657988,0.113682,0.195337,0.197029,0.178978,-0.0083093,-0.035962,0.190346
-210526,0.954137,0.0790953,6,63,0,210540,-3.18727,-2.56599,-0.734284,-0.859759,-1.23235,1.02517,-0.670657,0.605192,0.739755,0.318538,0.246318,0.58348,0.311548,-0.405621,0.0788945,0.501021,-0.806245,0.09575,2.12309,-1.17107,-1.00478,-0.838585,0.352717,-1.3718,-0.446342,0.980911,-1.39651,0.334631,0.473192,0.959897,0.946734,0.495518,-0.183154,0.138388,0.0343517,-0.0589072,-0.0148625,-0.0191078,-0.0283617,0.00335149,-0.0348383,0.0224149,0.0295012,0.00610604,0.00322075,-0.0096099,0.0386442,-0.0259588,-0.00465928,-0.00579087,0.286862,0.0893071,1.4099,-0.122437,-0.143359,-0.205487,0.17094,-0.111828,0.100912,0.123349,0.0531142,0.041072,0.0972915,0.0519486,-0.0676347,0.0131551,0.0835421,-0.134436,0.0159657,0.354011,-0.195268,-0.16754,-0.139829,0.0588133,-0.228739,-0.0744246,0.163561,-0.232859,0.0557977,0.0789018,0.160057,0.157862,0.0826245,-0.0305398,0.0230753,0.166744
-210528,0.9951,0.0790953,5,63,0,210549,-3.19018,-2.55011,-1.31512,-1.25354,-1.14059,1.21995,-0.690123,0.519307,0.931844,0.219785,-0.0536974,0.435367,0.547944,-0.356875,0.263708,0.424046,-0.357622,0.0678829,1.62341,-1.28984,-0.990934,0.0162795,-0.0834581,-1.12628,-0.358951,0.644824,-1.14148,0.0406161,0.589048,0.504446,0.650752,0.714529,-0.300836,0.559378,0.0340882,-0.0650735,-0.0161315,-0.0236826,-0.0228311,-0.00191238,-0.0283829,0.0152728,0.0218615,0.0086406,0.00989901,-0.0150408,0.0337308,-0.0328601,-0.00312092,-0.0048645,0.358885,0.110967,1.40619,-0.243602,-0.232195,-0.211274,0.225973,-0.127833,0.0961923,0.172607,0.0407111,-0.00994647,0.0806439,0.101497,-0.0661047,0.0488472,0.078547,-0.0662431,0.0125741,0.300708,-0.238919,-0.183553,0.00301548,-0.0154591,-0.208624,-0.0664893,0.119442,-0.211438,0.0075234,0.10911,0.0934396,0.12054,0.132354,-0.0557244,0.103615,0.185232
-210523,0.982858,0.0790953,5,31,0,210547,-3.16584,-2.55334,-1.02476,-0.96797,-1.24159,0.960778,-0.895804,0.156398,1.0312,-0.0915095,0.423941,0.239414,0.643241,-0.37329,0.199815,0.472367,-0.657988,0.344108,1.57617,-0.628473,-1.01404,-0.233755,0.132936,-1.41548,-0.666781,0.703779,-0.952276,0.0133416,0.43704,0.540135,0.657147,0.866593,-0.283973,0.558956,0.0340934,-0.0682311,-0.0184164,-0.0185499,-0.0183365,-0.00341443,-0.0371915,0.0175151,0.0217039,0.000636743,0.0147462,-0.011232,0.0357662,-0.0353289,-0.00822971,-0.00311544,0.124298,0.0647626,1.40626,-0.188242,-0.177809,-0.228072,0.176488,-0.164553,0.0287292,0.189425,-0.0168097,0.077875,0.0439788,0.118159,-0.0685708,0.0367046,0.0867706,-0.120868,0.0632102,0.289532,-0.115446,-0.186271,-0.0429392,0.0244194,-0.260014,-0.122483,0.129279,-0.174927,0.00245076,0.0802812,0.0992191,0.120713,0.159187,-0.0521638,0.102676,0.183693
-210533,0.919178,0.0790953,5,63,0,210551,-3.14525,-2.55109,-1.16073,-1.50334,-1.27117,0.808321,-1.33749,0.617537,0.570998,0.0978041,0.31704,0.103429,0.275276,-0.577263,-0.116421,0.445916,-0.666291,0.582784,2.28253,-1.80593,-1.4343,-0.450398,0.134836,-1.49347,-0.373045,0.857979,-1.85144,0.377402,0.624183,0.43548,0.903352,0.681367,-0.673051,0.324932,0.0338809,-0.0657045,-0.0311988,-0.00978509,-0.0419839,-0.00314445,-0.0258675,0.0264847,0.0305706,0.0047643,0.0156527,-0.00350696,0.0226553,-0.0283064,-0.000860756,-0.00633261,0.112587,0.0486341,1.40328,-0.16824,-0.217898,-0.184247,0.11716,-0.193859,0.0895073,0.0827618,0.014176,0.0459526,0.0149912,0.0398991,-0.0836699,-0.0168744,0.0646321,-0.0965739,0.0844701,0.330836,-0.261755,-0.20789,-0.0652818,0.0195435,-0.216467,-0.0540701,0.124358,-0.268352,0.0547016,0.0904706,0.0631195,0.130934,0.098759,-0.0975536,0.0470964,0.144942
-210537,0.987092,0.0790953,6,95,0,210560,-3.13259,-2.54568,-0.826449,-1.38248,-1.57946,1.01018,-0.543451,-0.0173073,0.715022,0.0910647,0.0488922,0.172707,0.631164,-0.958093,-0.0787335,0.223862,-1.04011,0.212906,1.68792,-1.1488,-1.25087,-0.858089,-0.0104213,-2.35543,-0.768431,0.394446,-1.35139,0.00363953,0.504038,0.268155,0.802982,0.933536,-0.566715,0.581389,0.0339727,-0.0687933,-0.0367731,-0.016227,-0.0286248,-0.00605225,-0.0382452,0.0165535,0.0234944,0.00697629,0.00378134,-0.00230804,0.0386858,-0.0178917,-0.00568683,-0.019365,0.388743,0.0920395,1.40456,-0.122,-0.204081,-0.233159,0.149122,-0.0802239,-0.00255489,0.105551,0.0134429,0.00721743,0.0254949,0.093172,-0.141433,-0.0116226,0.0330463,-0.15354,0.031429,0.249169,-0.169585,-0.184652,-0.126671,-0.00153839,-0.347706,-0.113435,0.0582278,-0.199491,0.000537265,0.0744057,0.0395848,0.118536,0.137808,-0.083658,0.0858242,0.147619
-210527,0.994904,0.0790953,5,31,0,210558,-3.13725,-2.54774,-0.537215,-1.35788,-1.08534,1.27027,-0.862561,0.146089,0.763095,-0.782179,-0.00604668,0.189399,0.0681788,-0.632857,-0.456044,0.423364,-0.669874,0.416866,2.35443,-1.0039,-1.50387,-0.297388,-0.245954,-1.73511,-0.193443,0.638539,-1.57318,0.17655,0.322595,1.0487,0.582314,0.786356,-0.420664,0.457926,0.0337925,-0.0769805,-0.0235212,-0.0107118,-0.0440664,-0.00250686,-0.0354466,0.00581854,0.0306022,0.000374759,0.0185881,-0.00797492,0.0309059,-0.0217271,0.000240774,-0.014133,0.301438,0.0905444,1.40204,-0.0885954,-0.223937,-0.17899,0.209488,-0.14225,0.0240924,0.125847,-0.128994,-0.000997194,0.0312349,0.0112438,-0.104368,-0.075209,0.0698195,-0.110473,0.068748,0.388284,-0.165559,-0.248012,-0.0490441,-0.0405617,-0.286148,-0.0319018,0.105305,-0.259443,0.0291159,0.053201,0.172947,0.0960329,0.129683,-0.0693742,0.0755194,0.164916
-210529,0.995625,0.0790953,6,63,0,210558,-3.16762,-2.55399,-1.56503,-1.11473,-2.30132,0.89711,-0.916138,0.467936,1.05856,0.0381301,0.560314,0.354103,0.388844,-0.425039,0.176848,0.468222,-0.606951,0.00487811,1.47528,-1.53756,-0.957326,-0.443399,0.465765,-1.19138,-1.02002,1.19582,-1.54289,0.359427,0.518257,0.440647,1.13146,1.00481,-0.298369,-0.217561,0.0339317,-0.0628709,-0.0258071,-0.026188,-0.0204491,-0.00535738,-0.0346844,0.0186479,0.0242495,0.00886403,0.0137097,-0.00510111,0.0411817,-0.0341566,-0.00963549,0.00186409,0.209011,0.078546,1.40399,-0.268881,-0.191517,-0.395382,0.154129,-0.157398,0.0803943,0.181868,0.00655099,0.0962654,0.0608371,0.0668058,-0.0730243,0.0303835,0.0804434,-0.104278,0.00083809,0.253462,-0.264163,-0.164475,-0.0761787,0.0800213,-0.204686,-0.175245,0.20545,-0.265077,0.0617518,0.0890398,0.0757059,0.194391,0.172632,-0.0512616,-0.0373783,0.171806
-210530,0.911127,0.0790953,6,63,0,210553,-3.22343,-2.56423,-0.128163,-1.09535,-0.631346,1.3963,-0.540919,0.642404,0.961569,-0.433638,0.348503,0.507188,0.546378,-0.313958,0.281682,0.700974,-0.33423,0.921044,2.5591,-0.698123,-0.988396,0.0165804,0.0539774,-1.63856,0.342984,0.992257,-0.863148,0.4812,0.635411,1.54035,0.955848,1.0124,-0.0568053,0.883663,0.0343659,-0.0845139,-0.0233976,-0.0091151,-0.0469252,-0.0066825,-0.0365486,0.0119145,0.0281367,-0.000471263,0.0153027,-0.00821954,0.0304184,-0.0207342,-0.000573056,-0.0147957,1.15313,0.187631,1.4101,-0.0223939,-0.19139,-0.110315,0.243974,-0.0945144,0.112247,0.168014,-0.0757694,0.0608938,0.0886206,0.0954684,-0.0548577,0.0492181,0.122481,-0.0583999,0.160934,0.447151,-0.121983,-0.172702,0.00289708,0.00943145,-0.286305,0.0599294,0.173377,-0.150817,0.0840798,0.111025,0.269145,0.167015,0.176895,-0.00992555,0.154402,0.174729
-210524,0.952791,0.0790953,5,31,0,210556,-3.20625,-2.56463,-1.56959,-0.796239,-1.62646,1.04595,-0.605157,0.491968,1.097,0.180051,-0.0744557,0.47842,0.678165,-0.789725,0.259771,0.50253,-0.620101,0.632374,1.84799,-0.698141,-1.24739,0.0398952,0.256218,-1.54786,0.0472832,0.803984,-1.13267,0.815491,0.577868,1.44221,0.988031,0.906275,-0.29814,0.193504,0.0344731,-0.0814964,-0.0155572,-0.0105019,-0.035634,-0.00208692,-0.034139,0.00614447,0.0228067,0.00301022,0.0185052,-0.00932091,0.0358295,-0.0257495,-0.00612717,-0.00852391,1.52165,0.213322,1.41161,-0.271435,-0.137696,-0.281269,0.180879,-0.104652,0.0850774,0.189708,0.0311368,-0.0128759,0.0827346,0.117277,-0.13657,0.044923,0.086904,-0.107236,0.109358,0.319579,-0.120732,-0.215715,0.00689919,0.0443086,-0.267676,0.00817682,0.139035,-0.195877,0.141025,0.0999325,0.249406,0.170863,0.156725,-0.0515583,0.0334632,0.172933
-210530,0.933483,0.0790953,5,31,0,210557,-3.20177,-2.56144,-1.24524,-1.29296,-1.4261,0.945224,-0.627702,0.552861,0.976763,-1.0994,0.109976,0.349893,0.57855,-0.0711769,-0.0369633,0.563374,-0.532137,0.473146,1.68533,-1.11518,-1.10533,0.274653,0.189537,-1.38384,-0.412719,0.866898,-1.50069,0.527183,0.646755,1.07664,0.958073,0.692768,-0.229486,0.626567,0.0345277,-0.0719372,-0.0262419,-0.0127223,-0.048348,-0.0134923,-0.0420471,0.00393275,0.0134452,-0.00458803,0.0317082,0.00344818,0.0365448,-0.0250704,-0.00679797,-0.0107296,2.16773,0.254616,1.41238,-0.215346,-0.223598,-0.246623,0.163462,-0.108552,0.0956091,0.168917,-0.190125,0.0190187,0.0605089,0.100052,-0.012309,-0.00639226,0.0974271,-0.0920251,0.0818235,0.291452,-0.192853,-0.191151,0.0474971,0.0327775,-0.239314,-0.0713736,0.149917,-0.259523,0.0911684,0.111847,0.186189,0.165684,0.119804,-0.0396862,0.108355,0.172935
-210538,0.967659,0.0790953,6,63,0,210567,-3.17465,-2.55054,-0.78481,-1.00937,-1.94169,1.53424,-1.21147,0.515128,1.45894,0.440493,0.684802,0.610659,0.0915678,-0.908964,0.41058,0.795057,-0.62246,0.418404,2.92152,-1.59591,-1.40655,-0.5982,0.32887,-1.7056,-0.647475,1.54762,-2.04826,0.429572,0.700222,0.98137,1.2107,1.31645,-0.33473,-0.151422,0.0336926,-0.076804,-0.0258966,-0.0177939,-0.0196206,0.00333212,-0.0297456,0.0212441,0.0374607,0.0122054,-0.0033227,-0.015063,0.0383669,-0.029703,-0.000712127,-0.0036808,0.650903,0.105439,1.40064,-0.102567,-0.131914,-0.25376,0.200509,-0.158327,0.0673221,0.190669,0.057568,0.0894968,0.079807,0.011967,-0.118793,0.0536586,0.103906,-0.0813493,0.0546813,0.381814,-0.20857,-0.183822,-0.0781787,0.0429801,-0.222905,-0.0846184,0.202258,-0.267687,0.0561408,0.091512,0.128255,0.158227,0.172047,-0.0437459,-0.0197893,0.13069
-210529,1,0.0790953,6,63,0,210557,-3.25392,-2.5653,-0.49223,-0.23172,-1.20227,1.40648,-0.960349,0.693835,0.916227,-0.19102,0.191067,0.288429,0.56933,-0.262113,0.443819,0.684026,-0.257811,0.473337,1.50098,-0.798338,-0.400935,0.135447,0.466743,-0.84972,-0.404908,0.805891,-0.976808,0.518875,0.503699,1.0462,0.80892,0.958561,-0.469608,0.263368,0.0345564,-0.0763287,-0.0246484,-0.0159185,-0.0352372,-0.00381621,-0.0444928,0.00998033,0.0149852,-0.00298722,0.0310287,-0.0128447,0.0390673,-0.0332177,-0.00124851,-0.0146389,1.89446,0.309624,1.41279,-0.110729,-0.0521261,-0.270454,0.316392,-0.216033,0.15608,0.206108,-0.0429706,0.0429812,0.064883,0.128073,-0.058963,0.0998385,0.153874,-0.0579955,0.106479,0.337651,-0.179589,-0.0901916,0.0304693,0.104995,-0.191147,-0.0910852,0.181288,-0.219736,0.116722,0.113309,0.235346,0.181969,0.215631,-0.10564,0.0592454,0.224953
-210534,0.966623,0.0790953,5,31,0,210553,-3.24073,-2.56382,-0.47441,-0.252534,-0.96414,1.33471,-0.867898,0.600306,1.00894,-0.300114,0.212773,0.341114,0.618554,-0.433535,0.488773,0.650195,-0.237964,0.504143,1.44544,-0.853239,-0.265786,0.100269,0.448647,-0.8827,-0.420515,0.803464,-0.974302,0.577477,0.5311,0.998946,0.799151,1.00316,-0.501744,0.258776,0.0345913,-0.0762566,-0.0258313,-0.0165127,-0.0399486,-0.00565129,-0.0462969,0.00966349,0.0143873,-0.00337675,0.0321394,-0.0108977,0.0387757,-0.0336437,-0.00234787,-0.0158864,1.91577,0.305737,1.41328,-0.104792,-0.0557822,-0.212969,0.294824,-0.19171,0.132602,0.222864,-0.0662922,0.0469995,0.0753487,0.136632,-0.0957636,0.107965,0.143622,-0.0525639,0.11136,0.319283,-0.188472,-0.0587095,0.0221484,0.0991017,-0.19498,-0.0928877,0.177477,-0.215214,0.127559,0.117315,0.220657,0.176525,0.221589,-0.11083,0.0571611,0.22089
-210525,0.98972,0.0790953,5,31,0,210561,-3.24774,-2.55949,-0.58697,-0.641308,-1.22892,1.2066,-0.761104,0.580288,0.809035,-0.138248,0.469423,0.49743,0.300796,-0.231388,0.504309,0.838632,-0.257608,0.642708,1.76151,-0.553416,-0.483083,0.0477366,0.43766,-0.982777,-0.702612,0.789841,-0.899079,0.524679,0.554738,1.51037,0.770085,1.09593,-0.165316,0.255473,0.0342019,-0.0700632,-0.0243104,-0.0211875,-0.0382576,-0.007445,-0.0350606,0.0101705,0.0113241,0.0050521,0.0288778,-0.00289265,0.0375653,-0.0258319,-0.00513107,-0.019223,1.87574,0.296528,1.40779,-0.127085,-0.13885,-0.266073,0.261242,-0.164787,0.125638,0.175164,-0.029932,0.101635,0.107699,0.0651253,-0.0500978,0.109188,0.181572,-0.0557747,0.139153,0.381385,-0.11982,-0.104592,0.0103355,0.0947579,-0.212781,-0.152123,0.171009,-0.19466,0.113598,0.120107,0.327011,0.166731,0.237279,-0.0357926,0.0553125,0.21651
-210531,0.976852,0.0790953,5,31,0,210556,-3.26007,-2.57444,-0.124365,-0.771357,-0.932394,1.70628,-0.776941,0.617332,1.00087,-0.401995,0.591163,0.822559,0.226675,0.018679,0.105643,0.471599,-0.284314,0.458806,1.55977,-0.594015,-0.717553,0.0416853,0.605555,-0.779477,-0.32892,1.05092,-0.658963,0.629712,0.702562,0.763676,1.10511,0.657046,0.343515,0.565924,0.0347465,-0.0686673,-0.0177007,-0.0280319,-0.029059,-0.0155387,-0.0327786,0.000575817,0.0257682,0.0149145,0.0262774,-0.00685187,0.0415815,-0.0224539,-0.00846594,-0.00754114,0.791893,0.195286,1.41547,-0.027292,-0.169275,-0.204615,0.374446,-0.170501,0.135474,0.219643,-0.0882184,0.129731,0.180512,0.0497442,0.00409913,0.0231835,0.103493,-0.0623932,0.100686,0.342294,-0.130357,-0.157468,0.0091479,0.13289,-0.171057,-0.0721819,0.230626,-0.14461,0.138191,0.154178,0.16759,0.242519,0.14419,0.0753848,0.124193,0.219451
-210526,0.999592,0.0790953,5,31,0,210548,-3.25241,-2.579,-0.176094,-0.678468,-0.931485,1.52539,-0.459678,0.578473,0.728948,-0.269958,0.610575,0.826009,0.440398,0.0430642,0.11468,0.474383,-0.218772,0.625518,1.74799,-0.511266,-0.688464,0.174114,0.528468,-0.738187,-0.112579,0.95597,-0.8474,0.610557,0.728984,0.609899,0.994186,0.747966,0.238231,0.589178,0.0347882,-0.0691487,-0.0183022,-0.0271268,-0.0290815,-0.0178125,-0.028711,1.46233e-05,0.0262059,0.0138518,0.0223445,-0.00877344,0.04044,-0.0237712,-0.00729375,-0.0083327,0.580847,0.174193,1.41607,-0.0402481,-0.155071,-0.2129,0.348643,-0.105064,0.132216,0.166608,-0.0617015,0.139553,0.188792,0.100657,0.00984275,0.0262113,0.108425,-0.0500025,0.142968,0.399519,-0.116855,-0.157355,0.0397954,0.120786,-0.16872,-0.025731,0.218496,-0.193681,0.139549,0.166616,0.139398,0.227231,0.170955,0.05445,0.134662,0.22856
-210530,0.94678,0.0790953,5,31,0,210561,-3.26535,-2.57416,-0.942777,-0.908338,-1.32893,0.896458,-0.435759,0.928272,1.55285,0.390795,0.532332,0.392423,0.623667,-0.10812,0.612585,1.03284,-0.284711,0.565922,2.14624,-1.06993,-0.885817,-0.165099,0.439283,-0.788586,-0.390857,1.20617,-0.574285,0.599862,0.742748,1.55351,1.01621,1.27128,-0.154912,0.404144,0.034677,-0.0825676,-0.0333843,-0.0114064,-0.0347172,0.0124153,-0.0431009,0.0190507,0.0333532,-0.00165226,0.00389828,-0.00461981,0.0312728,-0.0346921,-0.00240108,-0.00700653,0.852329,0.160369,1.41449,-0.163767,-0.157784,-0.230843,0.155721,-0.0756943,0.161247,0.26974,0.0678837,0.0924697,0.0681665,0.108335,-0.0187811,0.10641,0.17941,-0.0494562,0.0983044,0.372816,-0.185854,-0.153872,-0.0286788,0.0763064,-0.136983,-0.0678946,0.20952,-0.0997571,0.1042,0.12902,0.269856,0.176523,0.22083,-0.0269092,0.0702025,0.173707
-210519,0.877251,0.0790953,6,127,0,210558,-3.17815,-2.55414,-0.475756,-1.05983,-1.19144,1.30766,-0.672371,0.0619787,0.412629,-0.465726,0.489919,0.506293,0.233233,-0.330358,-0.103312,0.310303,-0.54864,0.39541,1.61614,-0.743644,-0.885803,-0.209705,0.0949127,-1.21337,-0.178827,0.791806,-1.33099,0.379064,0.438266,0.3873,0.887855,0.806322,-0.0743667,0.319995,0.0340576,-0.0620913,-0.0156118,-0.0187778,-0.0330523,-0.0150767,-0.0251547,0.00437633,0.0337784,0.00197011,0.0182905,-0.00906209,0.037409,-0.0250361,-0.00356588,-0.00240093,1.93719,0.278126,1.40576,-0.0950694,-0.211783,-0.238083,0.261307,-0.134359,0.0123851,0.0824547,-0.093065,0.0978994,0.101172,0.0466064,-0.0660147,-0.0206447,0.0620072,-0.109634,0.0790139,0.322949,-0.148601,-0.177008,-0.0419049,0.0189662,-0.242466,-0.0357346,0.158225,-0.265969,0.0757476,0.0875778,0.0773934,0.177418,0.161126,-0.0148605,0.063944,0.199828
-210515,0.985875,0.0790953,5,31,0,210540,-3.18856,-2.55917,-0.699208,-0.94462,-1.37107,1.33793,-0.868798,0.24663,0.543503,-0.2353,0.490989,0.182016,0.665079,-0.249831,0.112514,0.31181,-0.53585,0.299297,1.39571,-0.824603,-0.835318,-0.579921,0.124674,-1.1482,-0.577607,0.888182,-1.0623,0.247444,0.428136,0.683726,0.774715,0.614254,0.158435,0.167133,0.0342982,-0.0773175,-0.0174824,-0.0236558,-0.0294079,-0.0169541,-0.0298569,0.00898432,0.0312264,-0.000511984,0.0244559,-0.00797372,0.0391484,-0.02877,-0.00517866,-0.00526117,2.04195,0.302786,1.40914,-0.148156,-0.200157,-0.290518,0.283495,-0.184091,0.0522587,0.115164,-0.049858,0.104036,0.0385676,0.140924,-0.052937,0.0238407,0.0660698,-0.113542,0.0634184,0.295739,-0.174726,-0.176997,-0.12288,0.0264174,-0.243294,-0.12239,0.188198,-0.225092,0.0524312,0.0907182,0.144876,0.164155,0.130155,0.033571,0.035414,0.211891
-210525,0.995485,0.0790953,6,63,0,210540,-3.19916,-2.55058,-0.538084,-1.33426,-1.09478,2.0515,-0.707837,0.517807,1.10919,-0.0162926,0.745649,0.746147,0.418976,-0.0607106,0.184835,0.649915,-0.5504,0.85132,2.76798,-0.543888,-1.08574,-0.0916753,0.376105,-1.47051,-0.530725,1.00761,-1.24674,0.392284,0.450701,0.924623,1.26041,1.04736,-0.533976,0.804201,0.0338773,-0.0774952,-0.0237957,-0.0216684,-0.0397618,0.00837054,-0.0398306,0.0200305,0.0256869,0.0145352,0.00434761,-0.00351183,0.0370035,-0.0279029,-0.00279392,-0.00361982,0.763543,0.143932,1.40322,-0.0886322,-0.219778,-0.18033,0.337921,-0.116594,0.0852923,0.182704,-0.0026837,0.122822,0.122904,0.069013,-0.0100001,0.0304458,0.107053,-0.090661,0.140228,0.455938,-0.0895883,-0.178842,-0.0151006,0.0619514,-0.24222,-0.0874202,0.165973,-0.20536,0.0646163,0.0742387,0.152302,0.207613,0.172519,-0.0879556,0.132467,0.164718
-210530,0.997248,0.0790953,5,63,0,210547,-3.17754,-2.55079,-1.60783,-1.14684,-2.0469,1.53731,-0.591476,0.996101,1.29674,-0.265206,0.425833,0.37089,0.43003,-0.93621,0.137504,0.82168,-0.685407,0.377533,2.38479,-1.50513,-1.40904,-0.253098,0.410184,-1.48886,-0.559267,1.82916,-1.71686,0.440037,0.859769,0.867057,0.977391,1.34047,-0.09781,0.177445,0.0338697,-0.0616883,-0.0243333,-0.0115351,-0.0277103,-0.021215,-0.0271062,0.00329474,0.0310358,0.00157629,0.0204614,-0.0097345,0.0357691,-0.0304075,-0.00310334,-0.0115347,2.27387,0.196821,1.40312,-0.209859,-0.149689,-0.267169,0.200655,-0.0772016,0.130015,0.169255,-0.0346157,0.0555813,0.0484099,0.0561291,-0.122197,0.0179475,0.107249,-0.0894617,0.0492769,0.311271,-0.196455,-0.183913,-0.0330353,0.0535387,-0.194331,-0.0729975,0.238748,-0.22409,0.0574352,0.11222,0.113171,0.127573,0.174962,-0.0127665,0.0231607,0.130524
-210541,0.990399,0.0790953,6,63,0,210560,-3.20753,-2.57739,-0.50211,-1.46677,-2.41348,1.50543,-2.10894,0.291968,1.13117,-0.293958,0.0780331,0.315995,0.580455,-0.602861,0.112485,0.728761,-0.728945,0.634233,1.69495,-2.14487,-1.31957,0.484578,0.31781,-1.75227,-0.223581,1.41883,-1.58124,0.5351,1.37749,1.30405,1.07907,1.17761,-0.383336,0.822907,0.0346046,-0.0802095,-0.0219047,-0.0159504,-0.0412587,0.0080247,-0.0439413,0.0186327,0.0189052,0.0016515,0.0152459,0.00161425,0.033677,-0.0243104,-0.00856589,0.00178371,0.557622,0.103313,1.41347,-0.0694678,-0.20293,-0.333909,0.208279,-0.291776,0.0403943,0.1565,-0.0406696,0.010796,0.0437185,0.080307,-0.0834069,0.0155625,0.100825,-0.100851,0.0877474,0.234499,-0.296747,-0.182565,0.0670422,0.0439697,-0.24243,-0.0309328,0.196297,-0.218768,0.074032,0.190578,0.180418,0.149292,0.162924,-0.0530353,0.113851,0.138352
-210545,0.860232,0.0790953,6,95,0,210570,-3.22031,-2.56894,-0.696304,-1.11129,-2.15612,1.91592,-1.79722,0.578727,1.0615,-0.538991,0.318596,0.285239,0.399223,-0.746463,0.193547,0.68627,-0.623825,0.790629,2.3578,-1.85809,-1.15032,0.248092,0.467352,-1.42256,-0.495998,1.67413,-1.39289,0.818584,1.47968,0.95275,0.91843,1.5183,-0.230688,0.966644,0.0346803,-0.0802389,-0.0246504,-0.0185983,-0.048446,0.0108568,-0.0367883,0.0190404,0.0145559,-0.00253216,0.0116215,0.00217252,0.0344447,-0.0290155,0.000160797,0.00495197,0.328144,0.0759108,1.41454,-0.0922721,-0.147264,-0.285723,0.253891,-0.238162,0.0766912,0.140666,-0.0714254,0.0422194,0.037799,0.0529038,-0.098919,0.0256483,0.0909423,-0.0826674,0.104772,0.312448,-0.246228,-0.152437,0.0328764,0.0619321,-0.188513,-0.0657282,0.221851,-0.184582,0.108476,0.196083,0.126256,0.121707,0.201201,-0.0305701,0.128097,0.132517
